레시피 제목,요리명,요리재료,레시피내용
집에서도 고급진 스페인요리 감바스로 !,감바스, 올리브유 칵테일새우 통마늘 페퍼론치노 후추 소급 파슬리 바게트빵,"['★밑간하기새우에 소금과 후추로 밑간을 한다.', '★재료 손질하기마늘과 양송이버섯을 손질한다.', '★바게트 굽기준비한 바게트 빵을 겉이 바삭하게 살짝 굽는다.', '★올리브유에 졸이기중약불에서 올리브유를 가열한 뒤 마늘을 넣어주고마늘이 익을 때쯤 버섯을 넣어준다.', '★마지막 간하기 & 마무리마지막으로 새우를 넣어 익혀주고 후추와, 허브, 파슬리를 넣고 마무리한다.']"
미트볼그라탕 토마토소스 미트볼 그라탕 만드는법,미트볼그라탕, 미트볼 양파 마 청양고추 모짜렐라치 토마토 토마토페이스트 올리브오일 후 건바 물,"['양파와 청양고추는 잘게 썰어줍니다.', '달군 팬에 올리브오일을 넣고 양파, 마늘, 고추를 투명하게 볶다가 미트볼을 넣고 굴려가며 볶아줍니다.', '미트볼과 채소가 잘 볶아졌으면 토마토 페이스트를 넣고 버무린 뒤 토마토 미트소스, 물, 후추, 바질을 넣고 중불에서 살짝 졸여냅니다.', '접시에 담고 모짜렐라치즈를 덮어 오븐 230도 15분간 구워줍니다.오븐', '치즈가 녹을 정도로 구워졌으면 파슬리가루를 뿌려주면 미트볼 그라탕 완성이에요~^^']"
두부 스크램블 에그    깻잎장아찌 넣어서 밥반찬 만들었어요,두부스크램블에그, 두부 깻잎장아찌 계란 소금 참기름 식용유,0
금욜 저녁 스테이크,스테이크, 소고기안 브로콜리 브러셀스프라우트 당근 버섯 레드와인 홀스레디쉬 꿀 버터 소금 후추,0
부드러운 안심스테이크 만들기! ,안심스테이크, 스테이크용 양파 가지(작) 껍질콩 올리브오일 소금 후춧가루 버터 다진양파 우스터소스 시판 케찹 레드와인 설탕,"['소고기 안심은 키친타월을 이용해 핏물을 빼주세요.', '핏물 제거한 소고기 안심 앞뒤로 올리브오일을 발라주고, 소금+후춧가루로 간을 해주세요.껍질콩은 끓는 물에 삶아 물기를 빼주시고요.양파는 통으로 썰고, 가지는 어슷 썰어주세요.', '달구어진 팬에 버터를 녹이다 다진 양파를 넣고 달달 볶아주세요.양파가 투명해지면 미리 섞어두었던 스테이크소스 재료들을 넣고 끓여주세요.끓으면 불을 줄여 걸쭉하게 조려주시고요.', '팬에 올리브오일 1/2작은술을 둘러준 뒤, 밑간해둔 안심을 넣고 구워주세요.안심스테이크의 굽기 정도는 본인의 기호에 맞게~안심을 뒤집을 때 미리 준비해둔 야채들도 함께 올려 구워주시고요.이때, 야채들도 약간의 소금과 후춧가루로 간을 해주세요']"
가지그라탱 - 가지 요리,가지그라탕, 가지 피자소스 체더치즈 피자치즈 방울토마토 한,0
오믈렛  든든한 홈브런치 레시피,오믈렛, 달걀 베이컨 방울토마토 느타리버섯 양파 파마산 콜비잭 소금 후추,0
남녀노소 좋아하는 집들이 음식 '감자그라탕' 만들기,감자그라탕, 감자 베이컨 양파 올리브 토마토소스 체다치즈 모짜렐라치즈,0
스페인 요리를 집에서! 간단하고 맛있는 감바스 만들기,감바스, 새우 마늘 페페론치노 올리브유 소금 후추,"['저는 집에 냉동 새우밖에 없어서해동해서 사용했어요~소금, 후추로 밑간을 해주고물기 없게 키친타월에 말려주세요마늘도 넓게 썰어서 준비해줍니다~', '프라이팬에 올리브유를 넣고센 불로 열기가 올라올 때까지 기다려 줍니다쎈불', '열기가 올라오기 시작하면마늘을 넣어주세요마늘이 겉만 타지 않게 약한 불로 줄여주세요~', '마늘이 잘 익고 있을 때페페론치노를 넣어줍니다~약불', '마늘이 익어서 겉에 갈색으로 변할 때쯤새우를 넣어주세요약불', '삶은 새우를 사용하는 분도 계실 거고새우 크기에 따라서 익는 시간도 다 다르니새우가 다 익을 때까지 조리해주면 됩니다저는 3~4분 정도 오래 익혔어요새우가 다 익으면 완성입니다약불']"
【찹스테이크 만들기】,찹스테이크, 소고기 양파 풋고추 고기 올리브유 후추 마늘 소금 스테이크소스 굴소스 우스터 물엿 케찹 후추,"['스테이크용 고기 260g이에요~', '한우면 키친타올로 핏물을 빼주시고 저처럼 수입산이면 먹기좋게 썰어 물에 잠시 담궈 핏물을 빼주세요~(고기는 익으면 사이즈가 줄어 드니 조금 큼직큼직하게 썰어 주셔요 ^~^)', '큼직큼직 하게 썰은 고기에 식용유두스푼, 후추4번톡톡,맛소금 두꼬집 넣어서 밑간을 해주세요~(밑간하실때 맛술을 넣으면 좋지만 마침 맛술이 똑 떨어져서 마늘로 잡내를 잡았어요~맛술넣으실땐 마늘 생략가능 합니다^^ 수입산 고기면 꼭 이과정을 해주셔요~!)', '잠시 고기를 재워두고 양파하나 파프리카 하나를 썰어 주세요~ 집에 파프리카가 없어서 저는 풋고추 3개를 씨를 제거한후 넣었어요 확실히 파프리카가 들어간게 맛있음요 ㅠ', '소스는 시판 돈까스or 스테이크소스 2스푼, 굴소스반스푼,우스터1스푼,물엿1스푼,케찹2스푼,후추2번 톡톡해서 준비 해주시구요^^', '후라이팬을 달궈 식용유 살짝 둘러 밑간해둔 고기를 볶아 주세요~', '고기의 겉면이 익으면', '준비해둔 야채를 넣고 볶아 주시다가', '소스를 넣어서', '쌘불로 볶아 주심 되셔요^^ 샐러드 준비한다고 잠시 딴짓하다 좀 태웠네용~ㅎㅎ그래도 맛만 있음 된다면서. . ☞☜(처음부터 끝까지 쌘불 입니다^~^)', '급한맘에 사진을 이쁘게 못찍었지만 맥주랑 같이 맛나게 잘먹었어요^^과정에 비해 참 착한맛이죠^~^']"
건강하고 맛있게! 시금치프리타타 ,시금치프리타타, 계란 우유 모짜렐라치즈 파마산치즈가루 체다치즈 부재 양파 다진마늘 시금치 소금 후춧가루 파프리카,0
든든한 한끼식사 - 이탈리아식 계란찜 '시금치 프리타타' 만들기!,시금치프리타타, 토마토 계란 우유 양파 버터 후추 파르마산치즈 모짜렐라치즈 베이컨 시금치 올리브유,"['재료부터 먼저 보여드릴게요.계량하실때 참고하시면 되겠죠? ^^', '우선 계란을 준비한 다음 우유를 넣어주세요.', '그 다음 준비한 파르마산 치즈가루와, 후추를 넣어주세요.파르마산치즈가루와 안에 들어가는 베이컨이 간을 해주기 때문에, 따로 소금간은 필요없습니.', '잘 섞어주세요.', '계란물이 준비되면, 후라이팬에 올리브유 소량을 두르고 양파와 베이컨을 볶아줍니다.중불', '양파와 베이컨이 어느정도 익으면 시금치를 넣고 볶아주세요.', '너무 오래볶지말고, 숨이 죽을 정도로만 볶아주시면 됩니다.중불약 30초 정도 볶아주면 됩니다.', '오븐에 넣을 접시에 버터를 발라주세요.계란과 치즈가 붙는걸 방지하고, 버터의향이 살짝 나서 풍미가 있어집니다.', '버터를 바르면 볶아놓은 재료를 넣어주세요.', '그 위에 손질해준 토마토를 올립니다.토마토는 크기를 보고 8등분 혹은 4등분을 해주시면 됩니다.', '그 다음 계란물을 부워주세요.', '마지막으로 준비해놓은 모짜렐라치즈를 올리고 파슬리로 예쁘게 데코를 해주세요.파슬리가 없다면 굳이 사용하지 않으셔도 됩니다.', '180도의 오븐에서 25분간 조리해주세요.오븐', '완성입니다.한끼식사로 더할나위없이 맛있고 든든한 레시피 입니다.맛은 일반 브런치 가페나 식당에서 판매하는것 보다 더 맛있습니다 :-)정말 간단하지만 그 맛은 고급스러운 시금치 프리타타 였습니다 ^^']"
집에서 즐기는 레스토랑급 안심스테이크 레시피! ,안심스테이크, 안심 그린빈 양파 통마늘 로즈마리 오레가노 소금 후추 파프리카 올리브유 버터,"['재료는 이렇게 준비하시면 됩니다.파프리카는 1개 반 정도 사용했어요.', '재료가 준비되면 채소만 따로 손질해서 준비해 주세요.', '안심스테이크용 고기는 굽기 2~30분 전에 실온에 놓은 상태로 시즈닝을 해주셔야 합니다.그래야 안에 까지 간이 베어든답니다.소금과 후추를 앞 뒤로 뿌려준 다음 올리브유를 발라주시면 됩니다.', '후추와 소금으로 시즈닝.(이 작업만으로도 레스토랑 스테이크 맛을 낼 수 있습니다)', '올리브유를 앞뒤로 골고루 발라주고', '로즈마리와 오레가노를 올려주세요.', '시즈닝이 끝나면 후라이팬을 뜨겁게 달궈준 다음, 연기가 올라오면 올리브유를 넉넉히 두른 뒤 안심스테이크를 올려주세요.쎈불에서 앞, 뒤 각각 30초로즈마리와 오레가노를 올린부분을 먼저 익혀주세요.그래야 올리브오일에 향이 베어들면서 스테이크의 풍미가 달라진답니다.', '앞, 뒤로 30초씩 구웠다면 버터와 통마늘을 넣어주세요.마늘은 가로로 반으로 잘라서 구워주세요.', '버터가 다 녹으면 반으로 자른 통마늘 위로 스테이크를 올려주세요(필수!!)이 작업은 녹인버터로 basting이라는 작업을 하는겁니다.두꺼운 고기는 속이 익어야 하기때문에 겉이 타면 안되죠.그래서 마늘위에 올려서 basting하는거랍니다.basting은 녹인버터나 지방으로 음식을 조리하면서 스푼으로 고기나 음식물에 지방을 끼얹어 음식이 마르는걸 막아주고, 겉면에 풍미를 집중시키는 것을 말하는 거랍니다.레스토랑 스테이크의 풍미가 다른건 이 작업도 한 몫을 해준답니다.', '이렇게 베이스팅(basting)을 해주면 됩니다.이 작업이 끝나면 중불로 줄이고 조금 더 구워주시면 됩니다.중불 앞, 뒤 20초 (미디움레어)고기의 굽기는 쇠젓가락으로 가운데를 3~4초간 찔러서 손목에 대보면 알 수 있습니다.차가우면 레어 / 따뜻하면 미디움 / 뜨거우면 웰던 입니다.', '다 구운 고기는 실온에 두고, 양파와 손질해둔 야채를 구워주세요.기름은 고기를 구웠던 곳에 해주면 더 맛있습니다.(고기에서 나온 육즙과 향신료의 향이 채소에도 베어들게 됩니다)양파는 두껍게 1cm 두께로 잘라주세요.', '먼저 양파를 구워준 다음 야채를 넣어주세요.모양이 흐트러지면 안예쁘거든요 ^^', '그 다음 남은 채소들을 구워주세요.', '그릇에 플레이팅 해주면 완성입니다.', '이렇게 슬라이스로 썰어서 대접을 해도 좋겠죠?']"
포도베이글그라탕,베이글그라탕, 포도 베이글 달걀 우유 꿀 피자치즈 시나몬가루,"['포도는 껍찔째 깨끗이 씻어서 칼로 반을 갈라 씨를 제거합니다믹서기에 포도를 넣고 곱게 갈아 줍니다(포도는 20알정도 준비하면 된답니다)', '볼에 달걀을 깨뜨리고 우유를 적당히 부어서 잘 저어 줍니다여기에 미리 갈아좋은 포도즙을 넣고 고루 섞어 줍니다', '베이글은 적당한 크기로 썰어 줍니다그라탕 그릇에 베이글을 담고 포도달걀우유를 넉넉히 부어줍니다여기에 꿀을 뿌려 줍니다', '포도는 씨를 제거하보 20알정도 준비합니다베이글 위에 포도를 올려 줍니다다시 베이글을 올리고 우유를 붓고 꿀 뿌리고, 포도 올리고 마지막에 피자치즈를 듬뿍 올립니다200도의 오븐에서 약 5~7분간 구워줍니다다 구워지면 시나몬가루를 솔솔 뿌립니다오븐', '식빵이 남거나 하면 이렇게 그라탕을 많이 만들어 먹어요그런데 요즘에 포도가 제철이니 한번 같이 넣어 보았는데, 색도 예쁘고 맛도 좋고~~~~^^식빵 대신에 베이글을 사용했는데 졸깃함도 있고, 씹는 맛이 좋더라구요물론 식빵으로 만드셔도 아주 좋답니다방학인데 아이들 영양간식이나 혹은 아침식사 대용으로도 아주 좋겠어요포도가 들어가서 상큼함도 있고, 빵과도 잘 어울리고, 그라탕으로 만들어도 참 좋은것 같아요^^']"
단호박 떡볶이 그라탕,단호박떡볶이그라탕, 단호박 떡볶이떡 어묵 피자치즈 떡볶이 고추장 고춧가루 간장 설탕 물,"['단호박은 껍질채 먹을거니깨끗하게 씻어서 통으로 전자렌지에 넣고크기에 따라 3~7분정도 돌려서살짝~ 익혀주세요(살짝~ 익으면 손질하기 편해요~)전자렌지 사용하기 싫으시면김이 오른 찜통에 10분쯤 찌셔도 됩니다전자레인지', '작은 크기의 단호박이라서전자렌지에 4분정도 쪘어요가로로 반으로 잘라도 좋고세로로 반 잘라도 좋아요세로로 자르면 좀 더 오목한 그릇이 되겠지요?딸래미가 치즈를 좋아해서치즈가 많이 올라가도록 단면이 넓은 쪽을선택해서 반으로 잘라주었어요', '숟가락으로 속을 파내 주세요떡볶이를 많이 넣어 드시고 싶으시면 속을 깊게~!!단호박이 그릇역할을 하니밑바닥에 구멍나지 않게 적당히 파주세요~ㅎㅎㅎ', '떡볶이는 평소 하시는 방법대로 만들어서 준비해주고요단호박이 단맛이니 전 좀 매콤하게 했어요햄이나 베이컨 좋아하는 재료를 첨가해서 만들면 더 좋아요', '속을 파낸 단호박에 떡볶이를 넣어주세요', '그 위에 피자치즈를 듬뿍~!! 올려주고180도로 예열된 오븐에 구워주면완성~!!오븐익힌 재료들이니 피자치즈가 노릇노릇~!!익으면 꺼내주시면 되요', '짜잔~!! 눈에 익숙한 비쥬얼이지요? ㅎㅎㅎ작은 사이즈의 단호박이라 4등분 했어요', '매콤한 떡볶이와달콤한 단호박이 묘하게 잘 어울리고위에 얹은 치즈 맛도 굿~!! 이에요주말 별식~!!낼은 단호박 떡볶이 그라탕으로준비해 보세요~^^']"
손님초대요리 찹스테이크 만들기,찹스테이크, 소고기 파프리카 애호박 양파 굴소스 돈까스소스 버터 후추가루 소금,"['먼저 달군 후라이팬에 양파를 넣고 볶아줍니다.', '양파가 어느정도 볶아지면 파프리카와 호박을 넣어주세요.호박은 두께 1cm에 4등분해주세요.', '애호박이 익으면 소고기를 넣고 볶아줍니다.', '소고기가 반쯤 익으면 양념을 해주세요.굴소스, 돈까스소스, 후추, 소금을 계량정보를 참고해서 넣어줍니다.', '마지막으로 풍미를 살릴 버터 한조각 투척!!', '짜잔 드디어 손님초대요리 찹스테이크 완성~~']"
|은식당|햄카츠 & 오렌지 살사,햄카츠, 순살햄 양상추(샐러드용) 달걀 빵가루 밀가루 오렌지 토마토 양파 노랑파프리카 피망 고수잎 소금 레몬즙,0
스위스요리 '퐁듀'를 뚝배기로 만들기,퐁듀, 피자치즈 체다치즈 우유 식빵 칵테일새우 브로콜리 비엔나소시지 전분물 파슬리 버터 다진마늘,0
백종원 찹스테이크,찹스테이크, 소고기(등심 양파 파프리카(빨강/노랑) 오이고추 마늘 굴소스 꿀 매실액 맛술 간장 참기름 소금 후추 올리브오일,0
크림소스 등심스테이크 도전하기,등심스테이크, 소고기등심 소금 후추 버터 크림소 양송이버섯 양파 마늘 우유 소금 후추 밀가루,"['★ 등심스테이크 마리네이드등심스테이크에 소금,후추간을 하고 올리브유를 뿌려 랩에 잘 두른다음에 랩에 쌓아 냉장고에서 30~1시간동안 숙성시켜줍니다.마리네이드: 고기나 생선을 조리하기 전에 맛을 들이거나 부드럽게 하기 위해 재워두는 과정', '★ 크림소스만들기(1)양송이버섯, 양파, 마늘을 잘라준 후 후라이팬에 올리브유를 두르고 살짝 굽다가 밀가루 넣고 잘 섞어줍니다', '★ 크림소스만들기(2)우유를 부어주고 소금과 후추로 간을하고 약불에서 눅눅해 질때까지 졸여주면 크림소스 만들기 끝!', '★ 등심스테이크 굽기 마리네이드한 등심스테이크를 꺼내와 프라이팬에 올리브유를 두르고 튀겨주듯이 구워주신 후 밖에서 약 5분간 래스팅 해주세요레스팅 : 스테이크를 원하는 굽기로 익히고 나면 프라이팬에서 꺼내 놓고 그릇위에서 식히는 과정', '★ 크림소스 뿌려주기 & 완성잘 구워진 등심스테이크에 크림소스를 뿌려주면크림소스 등심스테이크 완성!']"
초간단 스크랜볼 만들기♡,스크램블, 계란 우유 소금,"['먼저 적당한 후라이팬에 불을 키고 기름을 둘러주세요 (기본 )', '계란을 풀고 익기 전에 얼른 우유를 붓고 저어줍니다.', '저어 주며 소금으로 간을 하구요. (이때 소금은 꼭 작은 반술이 아니어도 돼요.)', '그리고 조금씩 저어 주다가 괜찮아 지면 이쁜 그릇에 담아줍니다♡', '뒷정리 잘 하시고, (저는 좀 많이 됐어욧) 먹어주시면! 완성♡ (정리 안하면서 했더닠ㅠㅠ)']"
포도라이스오믈렛,오믈렛, 델라웨어포도 달걀 우유 식은밥 양파 파프리카 표고버섯 소 후춧가 피자치 말린바,"['생표고버섯은 기둥을 떼어내고 흐르는 물에 흔들어 씻어서 얇게 썰어 줍니다양파도 얇게 채썰고, 파프리카는 다져 줍니다', '팬에 기름을 두르고 양파를 넣고 소금, 후춧가루 뿌려서 볶아 줍니다여기에 파프리카도 같이 넣고 살짝 볶아서 준비합니다', '오븐그릇에 달걀을 깨뜨리고, 우유를 부어 줍니다(달걀 4개에 우유는 숟가락으로 10큰술정도 넣었어요)잘 섞은후 식은밥을 넣고 고루 섞어 줍니다 (밥은 원하시는만큼 넣으시면 된답니다)여기에 볶아둔 야채를 넣어 섞어 줍니다', '델라웨어포드의 알맹이만 깨끗이 씻어서 준비합니다피자치즈도 준비합니다', '잘 섞었으면 피자치즈를 듬뿍 뿌리고 썰어둔 표고버섯을 올려 줍니다여기에 포도도 듬뿍 넣고 다시 피자치즈 살짝 뿌리고 말린바질을 고루 뿌려 줍니다180도로 미리 예열한 오븐에 넣고 약 30~35분간 구워줍니다(은근히 익혀야 속까지 잘 익혀진답니다)오븐', '이태리 스타일의 오믈렛요리랍니다집에 남아있는 식은밥이 있다면 달걀과 우유에 섞어 피자치즈 뿌려 오븐에 굽기만 하면 되지요~여기에 상큼한 포도를 올려서 같이 구우니 더욱 촉촉하고 맛있는것 같아요(포도는 익히면 신맛보다는 단맛이 훨씬 많이나서 잘 어울리고 아주 맛있답니다)그냥 먹어도 담백하면서 고소하고 밥이 들어 있어서 든든하지요아이들은 케찹을 뿌려 먹고, 어른들은 양념간장을 곁들여 드시면 더욱 맛있게 드실수 있지요^^']"
그리스 전통요리 브리암 ( Briam ),브리암, 애호박 가지 적양파 토마토 토마토 딜 소금 바질오일 레몬 후추가루,0
단짠 단짠 자두 오븐요리,자두, 자두 버터 바질 레몬 바질 파마산,"['잘 익은 자두를 준비하고', '자두를 칼로 반을 자르면서 아보카도의 씨앗을 빼듯이 조심스레 비틀어가며 씨를 빼 냅니다.', '씨를 뺀 자두는 오븐 팬에 담고서', '버터를 50g 정도를 준비를 하고', '버터에 함께 넣을 레몬바질을 잘게 썰어 줍니다. ( 레몬바질이 없으면 일반 스위트바질로 대체 가능 )', '썰어서 준비한 바질을 버터에 넣고서 잘 섞습니다.', '바질버터를 자두의 씨를 뺀 곳에 넣어줍니다.', '자두에 바질버터를 다 채워 넣고', '그 위에 바질오일을 충분히 뿌려줍니다.', '그리고 레몬 껍질도 갈아 올려서 레몬 향을 올리고', '레몬 즙도 내어 뿌려 줍니다.', '오븐에 들어 가기 전에 마지막으로 맛과 간을 좀 더 올리기 위해서 파마산 치즈를 취향껏 갈아서 올립니다. 버터와 치즈의 간 이외에는 하지 않았기에 취향껏 하시고 짜게 드시는 분은 별도의 소금 간을 하셔도 됩니다.', '200도로 10간 예열된 오븐에 30분간 구워내서 완성을 시킵니다.오븐', '빵과 곁들여서 먹기에 아주 좋은 소스 처럼 자두가 녹아 내리고 자두의 신맛과 단맛에 버터와 치즈의 짭조름한 맛이 어우러진 고급스러운 빵과 함게 먹는 소스가 완성이 되었습니다 .', '이렇게 생각 했었던 것보다 과즙이 많이 나와서 빵을 찍어 먹기에 좋자만 좀 더 수분이 적은 것을 원하실 때에는 오븐에서 시간을 짧게 주면 될거 같습니다.', '저는 남아 있던 바질을 더 많이 넣고서 먹으니 또 바질의 신선한 향이 어우러져서 더욱더 좋았던거 같았습니다.']"
채식 라따뚜이 ,라따뚜이, 애호박 토마토 양파 가지 감자 홀토마토 생표고버섯 바질 토마토 바질오일 바질식초 페코리노 후추가루,"['필요한 재료들은 준비하고', '우선 소스를 만들기 위해서 양파부터 잘게 다집니다.', '잘 달궈진 후라이팬에 해바라기씨유 ( 식용유 )를 두르고', '양파부터 볶기 시작을 합니다.', '양파에서 단맛이 오르도록 노릇하게 볶아 줍니다.', '양파가 거의 볶아지면 여기에 홀토마토 한캔을 넣고서 같이 볶아줍니다.', '고기 대신에 사용할 자연산 표고버섯을 준비 합니다. 자연산이 없으면 양식표고 버섯 중에서 수분이 가능한 적은 생표고를 구해서 준비를 합니다.', '표고버섯도 잘게 다져서 준비를 하고', '양파와 홀토마토를 넣엇 볶고 있던 소스 팬에 표고 다진 것을 넣고서', '여기에 바질 페이스트도 조금 넣고 이런 바질 페이스트가 없으면 생바질 다진 것이나 마른 바질 가루를 사용하면 됩니다.', '월계수 잎도 두세장 넣어주고', '간은 토판염으로 하고 토판염이 없으면 간수가 잘 빠진 천일염으로 하면 됩니다.', '후추의 향도 넣어주고', '볶아서 준비된 소스를 분쇄기에 넣고', '소스에 더 진한 토마토의 맛을 넣어주기 위해서 토마토 페이스트도 한캔 준비를 합니다.', '토마토 페이스트도 분쇄기에 넣어주고', '여기에 살짝 산뜻한 맛을 첨가 하기 위해서 바질식초도 추가 하고', '분쇄기롤 잘 갈아 줍니다.', '준비된 소스를 후라이팬에 잘 깔아 올려서 소스를 준비를 하고', '이제 소스 위에 올릴 채소들을 준비를 합니다. 가능한 비슷한 지름으로 애호박, 감자, 토마토, 가지를 얇게 잘라서 준비를 합니다. 얇게 자르는 것이 힘이 들면 슬라이서를 사용해서 균일한 두께로 준비를 합니다.', '이제 팬에 올려둔 소스 위에 차곡차곡 올려줍니다 .', '이렇게 뺑 돌아가며 준비한 채소를 올려주고', '채소들에 풍미가 베이게 바질오일을 충분히 뿌려주고', '180도에 10분간 예열한 오븐에 30-4-분간 익혀 내어서오븐', '여기에 칼로리가 적은 페코리노 (양)치즈 ( 파마산치즈 )를 갈아서 올립니다.', '이렇게 완성 된 채식 라따뚜이는 빵과 함께 먹으면 아주 든든한 한끼가 될거 같습니다.']"
초간단하고 근사한 손님초대용 스페인요리 '감바스' 만들기,감바스, 흰다리새우 페페로치노 올리브유 파슬리 바게트빵 마늘 후추 버터,0
#자두살사소스를 이용한 브루스케타만들기 #맥주안주로 더할나위 없는 달콤하고 새콤한 자두살사소스 브루스케타!!,브루스케타, 자두살사소스재 자두 양파 어린잎채소 올리브오일 소금 후추 바질가루 꿀 라임즙 브루스케타재 자두살사소스 연유바게트 칵테일새우 소금 후추,"['자두 살사소스에 들어가는 기본재료들입니다. 양파 1/2개, 자두 2개, 그리고 어린잎채소 1컵정도의 분량이지요.', '먼저 살사소스를 섞어줄 볼에 어린잎채소를 먼저 담아 놓고요.', '그리고 자두는 깍둑썰기로 썰어 주시는데 공기크기보다 작게 썰어서 준비하시면 됩니다.', '믹싱볼에 어린잎채소와 썬 자두를 섞어 주시고요.', '양파 1/2개를 다져서 준비합니다. 너무 잘게 다지실 필요는 없어요.', '역시 썬 양파도 믹싱볼에 넣어 줍니다. 자두, 양파, 어린잎채소 이렇게 준비하면 살사소스에 들어가는 재료는 끝이죠. 간단하죠~~~~ 이 다음부터는 양념을 해주기만 하면 됩니다.', '먼저 올리브오일을 2큰술 분량으로 돌려가면서 재료에 뿌려 주세요.', '간은 소금과 후추로 해주시면 됩니다. 소금, 후추 넣어 주시고요.', '여기에 향을 더해 주기 위해서 바질가루 1작은술을 넣어 주었어요. 없으시면 패스하셔도 됩니다. 그냥 허브가루가 다 섞여 있는 시즈닝이 있으시면 그것을 넣어 주셔도 좋아요.', '단맛을 주어야겠지요. 설탕보다는 꿀이나 매실액이 훨씬 잘 어울리니까 저는 꿀을 선택해서 넣어 주었어요. 꿀 1큰술을 넣어 줍니다.', '그리고 새콤한 맛을 내 주기 위해서 라임즙 2큰술을 넣어 주었습니다. 살사소스는 새콤한 맛이 주는 신선함이 있기 때문에 상큼한 라임즙을 조금 더 넣어 주었어요. 라임즙이 없으시면 레몬즙으로 대체하실 수 있어요. 이제 들어갈 재료들은 모두 들어갔어요. 그냥 섞어만 주시면 됩니다.', '잘 섞어서 간을 한번 보시고는 부족하다 싶은 간을 맞춰 주시면 됩니다. 자두로 만든 살사소스는 완성입니다. 일단 차갑게 냉장고에 잠시 보관해 놓으세요. 이 자두살사소스를 가지고 여러가지 음식으로 만들 수 있거든요. 지금 만들려는 맥주안주인 브루스케타도 가능하고요. 또 또띠아에 넣어서 또띠아 말이도 되고 또띠아에 넣고 모짜렐라치즈 듬뿍 올려서 구워 내면 퀘사디아가 되는 것이죠!!', '들어가도 좋고 안 들어가도 좋을 재료는 칵테일새우입니다. 브루스케타 위에 토핑으로 올릴 예정이니 필수적으로 필요한 재료는 아니예요. 칵테일 새우는 끓는 물에 데쳐서 소금과 후추로 간을 해 줍니다.', '제가 선택한 바게트는 연유바게트예요. 그냥 평범한 바게트인 경우에는 살짝 구워서 크림치즈를 발라 주시면 좋아요. 크림치즈를 바를 필요도 없으면서 달콤하고 부드러운 연유가 들어간 바게트를 준비했어요.', '연유바게트 위에 만들어 놓았던 자두살사소스를 듬뿍 올려 줍니다.', '그리고 토핑으로 소금과 후추로 간한 칵테일새우를 올려 줍니다. 그렇게 하면 자두 살사소스를 올린 브루스케타 완성이예요!!! 엄청 간단하죠. 그런데 맛은 아주 훌륭하답니다요!!', '시원한 맥주 한잔과 어울리는 자두살사소스를 올린 브루스케타 완성입니다. 차디찬 맥주 한모금을 마시고는 먹는 달콤새콤한 자두살사소스 브루스케타 한입 베어 물면~~~ 캬~~ 이만한 안주도 없죠.']"
|우리가족 힘불끈 건강만찬| 인삼크림리조또를 품은 치킨스테이크,치킨스테이크, 메인재 인삼 닭가슴살 찬밥 인삼크림리조또 휘핑크림(무가당) 양송이 다진마늘 다진파 다진양파 대추 소금 후추 식용유 허브(타임) 인삼레드와인소 레드와인 물 버터 인삼잔뿌리 마늘 소금 기타재 식용유 허브(타임) 소금,0
홍삼소스를 곁들인 소고기와 인삼 나무,소고기, 소고기 방울토마토 감자 당근 양송이 로즈마리 샬롯 인삼(잔뿌리가 마늘 튀김가루 생크림 쌀 김치 파프리카.피망 양파 소금 후추 전분 홍삼 간장 올리고당 식용유,0
치즈 들어간 토마토 에그 스크램블 만들기,에그스크램블, 달걀 토마토 치즈 쪽파 맛소금 버터,"['계란은 알끈 제거 후 소금 한꼬집 넣어 볼에 풀어주고 토마토는 깨끗이 씻어 한입 크기로 준비해주세요.파는 적당한 크기로 썰어 준비하고 없어도 무방해요.', '달군 팬에 버터 한조각으로 둘러주고 그 위에 계란물을 부어줍니다.색이 변하는 듯 할때 살살 젓가락으로 휘적여 주세요.반 정도 익었을때 볼에 담아주시구요~', '다시 팬에 준비한 토.마토 넣고 자글자글 볶아서 살짝 풀어질 정도로 익혀주세요.기호에 따라 후추 뿌리고 소금간 해주세요.마지막에 계.란이랑 파 함께 넣어 볶아주세요.', '안쪽에 치.즈 넣어서 여열로 녹여주시면 끝~']"
돼지고기 찹스테이크 만들기 목살요리,돼지고기찹스테이크, 돼지고기 후추 소금 양파 파프리 버터 스테이크소스 굴소스 케찹 올리고당 다진마늘,"['목살은 먹기좋게 썰어서 소금.후추로 밑간을 해줍니다.', '양파와 파프리카도 먹기좋게 썰어 준비합니다.', '분량의 재료를 넣어 소스를 만들어줍니다.', '버터 반스푼을 팬에 올리고 밑간 해둔 고기를 넣어 볶아줍니다.', '고기가 얼추 익으면 양파를 먼저 넣어 볶아주구요. 양파가 투명해지면 만들어둔 소스를 투하~', '소스넣고 양념 잘 베이게 볶다가 마지막에 파프리카 넣어 한번더 휘리릭 볶아주면 돼지고기 찹스테이크 완성!']"
