레시피 제목,요리명,요리재료,레시피내용
|닭가슴살| 다이어트에 좋은 블루베리 닭가슴살 샐러드,블루베리닭가슴살샐러드, 주재 닭가슴살 블루베리 양배추 오이 파프리카 적양배추 소스재 요거트 키위소스 소금,0
마카로니 샐러드,마카로니샐러드, 주재 마카로니 옥수수콘 방울토마토 색파프리카 오이 양파 올리브오일 마요네즈 설탕 레몬즙 소금 후추,"['냄비에 마카로니 삶을 물을 넉넉하게 준비해서 소금과 식용유를 약간씩 넣고 끓인다.', '물이 끓으면 마카로니를 넣고 약 10분 정도 삶아서 찬물에 헹구어 물기를 빼 둔다.', '양파는 가늘게 채를 썰거나 마카로니 크기로 썰어 찬물에 담가 둔다. 매운 맛을 제거하기 위해서이다.', '오이는 동그란 모양 그대로 얇게 썰어 소금 2꼬집 정도를 뿌려 둔다.약 10분 정도 ', '참치는 뜨거운 물을 부어 찬물로 헹군 후 물기를 빼 둔다.피클은 잘게 자른다.', '오이와 양파의 물기를 꼭 짠다.', '모든 재료를 큰 볼에 담고 마요네즈와 후추를 넣고 섞은 후 소금으로 간 한다.냉장고에 넣어 시원하게 두었다가 먹으면 좋다.']"
다이어트요리  삶은달걀샐러드,달걀샐러드, 달걀 감자 방울토마토 양배추 블랙올리브 샐러드드레 블랙올리브 퀸치레몬 올리브오일 발사믹식초 소금 후추,0
그린요거트샐러드,요거트샐러드, 양상추 베이비채소 오이 아보카도 플레인요거트 꿀 소금,"['아보카도와 샐러드 채소를 준비합니다.', '양상추는 손을 듬성듬성 찢고 오이와 아보카도는 어슷썰기를 합니다.', '플레인요거트에 꿀과 소금 약간을 넣어 드레싱을 만듭니다.', '샐러드볼에 각 채소를 담고 요거트드레싱을 뿌려줍니다.']"
콘샐러드 만들기 마카로니샐러드 마카로니콘샐러드 만드는 방법 ,마카로니콘샐러드, 마카로니 통조림콘 피클 마요네즈 소금 설탕 후추 식초 올리브유,"['끓는 물에 올리브유와 소금을 조금 넣고 마카로니를 약 9~10분간 삶아서 차갑게 식혀둔다.', '마카로니가 물기도 마르고 식혀졌다면 통조림 콘을 물기를 빼서 넣고 피클도 다져서 물기를 빼서 넣어준다.', '마요네즈는 약 3~4스푼, 소금, 후추, 설탕, 식초를 입맛에 맞게 넣고 잘 버무린다.']"
연어는 항상 옳다! 훈제연어말이,훈제연어말이, 훈제 빨간 노란 양파 마요네즈 꿀 다진 후추 레몬즙,"['파프리카, 양파는 채 썰어 준비한다.빨간 파프리카 1/2개, 노란 파프리카 1/2개, 양파 1/4개', '채 썬 양파는 물에 담가둔다.', '볼에 소스 재료를 넣고 소스를 만든다.[소스] 마요네즈 3T, 꿀 1T, 다진 양파 2T, 후추 약간, 레몬즙 1/2T볼', '도마에 연어를 깔고 파프리카, 양파를 넣고 돌돌 말아 완성한다.훈제 연어 1팩']"
입맛없을 때 시원~하게! 새우냉채,새우냉채, 새우살 청주 양파 파프리카 오이 식초 연겨자 설탕 다진,"['양파, 파프리카, 오이는 채 썰어 준비한다.양파 1/2개, 파프리카 1개, 오이 2/3개', '양파는 매운맛 제거를 위해 찬물에 담가 놓는다.', '새우는 끓는 물에 청주와 함께 넣어 색이 변하면 건져낸다. 새우살 2컵, 청주 1T', '볼에 소스 재료를 넣어 섞어 소스를 만든다.[소스] 식초 3T, 연겨자 1T, 설탕 2T, 다진 마늘 1/2T볼', '접시에 준비한 채소와 새우를 올리고 소스를 부어 완성한다.']"
베이컨감자샐러드 - 감자샐러드 샌드위치,베이컨감자샐러드, 감자 식빵 치즈 딸기잼(생략가능 양파 실파 베이컨 다진 마요네즈 머스터드소스 감자 물 굵은소금 설탕,"['감자는 껍질을 깐 상태에서 깍둑썰기를 해주시고', '냄비에 물\xa03~4컵 정도 붓고, 굵은소금 0.5, 설탕 1을 넣고 감자를 넣고 삶아 줍니다.대략 8~10분 정도 익혀주세요.감자를 잘라서 삶아 주면 조리시간이 단축되고요. 굵은소금과 설탕을 함께 넣고 삶으면감자가 휠씬 맛있어요,', '삶은 감자는 체반에 올려 물기를 제거하고', '감자샐러드에 넣을 양파, 쪽파는 다져서 준비합니다.', '베이컨은 노릇노릇하게 구워주고', '재료 준비가 끝나면그릇에 삶아놓은 감자 그리고 다진 양파, 쪽파, 베이컨(베이컨은 작게 잘라서 넣어주세요),다진 피클 1(생략 가능)마요네즈 3, 머스터드소스 1을 넣어 고루 섞어주세요이때 감자는 으깨기를 이용해 으깨 주었습니다.감자를 으깨지 않아도 무관합니다.', '식빵은 굽거나 바로 사온 빵은 말랑말랑하니깐 ~ 취향껏식빵 한쪽 면에 딸기잼을 바르고 치즈 1장을 올려주고', '만들어 놓은 베이컨 감자샐러드를 듬뿍 올려 고루 펴주세요', '남겨 놓은 빵을 덮어주면 완성같은 방법으로 두 개 만들었어요.', '완성된 샌드위치를 반으로 잘라주면 감자샐러드가 가득가득 들어있어요.정말 푸짐하죠이것이 바로 엄마표 간식이랍니다 ㅎㅎ']"
고구마샐러드 고구마요리 레시피,고구마샐러드, 삶은 생크림 꿀(혹은 소금,"['삶은 고구마는 껍질을 벗긴 뒤 모양이 모두 으스러질 때까지 으깨주세요.', '나머지 재료를 넣고 잘 섞이도록 고구마를 한번 더 으깨주세요.생크림 5큰술, 꿀 1.5큰술, 소금 1/5 작은술', '생크림은 샐러드의 농도를, 꿀은 단맛을 조절해주는 것이니양은 취향껏 조금씩 조절하셔도 좋아요.집에 호두, 아몬드 등의 견과류가 있다면 살짝 다져서 넣어주세요.씹는 식감도 좋고 포만감도 있는 고구마 샐러드로 변신해요~']"
닭가슴살냉채 겨자소스와 함께 맛있는 다이어트해요 :),닭가슴살냉채, 닭가슴살 크래미&맛살 파프리카 양파 오이 겨자 마요네즈 매실액 식초 레몬즙 간장 설탕 다진마늘 후춧가루,"['닭가슴살은 깨끗이 씻어 포크로 쿡쿡 군데군데 찔러주세요포크로 쿡쿡 찔러주시면 속까지 잘 익는답니다', '그리고 닭가슴살을 삶아주세요삶을땐 대파나 양파등 잡내제거하기 좋은 재료를 같이 넣어서 삶아주셔도 좋아요끓는물에 넣어서 데치는게 아니라 찬물에 바로 넣어서 데쳐주세요', '닭가슴살이 익는동안 다른 야채들은 길쭉하게 썰어서 준비해주세요냉장고 사정에 따라, 아니면 좋아하시는 야채로 대체하셔도 좋아요', '야채준비가 끝나면 겨자소스도 미리 준비해주세요겨자2큰술, 마요네즈0.5큰술, 매실액2큰술, 식초2큰술, 레몬즙2큰술, 간장1큰술, 설탕1큰술, 다진마늘1큰술, 후춧가루 약간겨자는 취향에 따라 가감하세요', '다 익은 닭가슴살은 찬물로 한김 식혀준뒤에 물기를 어느정도 제거해주세요', '그다음 잘라놓은 야채를 먹기좋게 담아주시구요', '겨자소스와 곁들이면 맛이 두배가 되는데요 ~매운거 잘 못드시거나 겨자소스 싫어하시는 분들은머스터드 소스랑 같이 곁들이셔도 좋을것 같아요 ~']"
닭겨자냉채,닭겨자냉채, 주재 닭가슴살 색파프리카 오이 배 닭삶을 대파 통마늘 통후추 생강 연겨자 간장 식초 물 마요네즈 소금 설탕,"['재료를 준비한다', '채를썬다', '소스를만든다레몬 전체 다갈고 땅콩갈고 연겨자넣고 우유넣고 간다', '야채를 소스와 버무린다 살살']"
수삼 단호박 샐러드~~한여름 건강음식!!,수삼단호박샐러드, 단호박 수삼 튀김기름 튀김가루 샐러드채소 유자드레 유자청 레몬즙 올리브유 소금 아가베시럽,"['수삼은 이렇게 생긴것 한개를 준비....150그람 정도 됩니다.', '잔뿌리만 잘라서 칫솔로 박박 씻어주고...좀 굵다 싶은건 편으로 갈라주었어요.두터우면 튀겼을때 맛이 없거든요.', '단호박은 사진에는 반통인데 2조각 만 필요해요.', '수삼과 단호박 슬라이스는 시판 튀김가루 묻혀주세요.저는 호박이나 수삼에는 아무 밑간도 하지 않지만 간이 필요하면 소금 밑간하세요.', '시판 튀김가루는 얼음물에 아주 묽게 ...마른가루가 조금은 보인다 싶을때 까지 반죽합니다.그래야 튀김옷이 얇아 맛있구...두번 튀기지 않아도 바삭해요.', '먹음직 스럽게 튀겨지고 있습니다.', '단호박 튀김의 속살이 비칠만큼 튀김옷은 얇게....튀김은 한끼 먹을 만큼만.', '양상추....어린잎...단호박튀김...인삼튀김...그리고 어린잎....순서로 위로위로 올렸어요.유자 레몬즙 한큰술에 올리브유 4큰술 비율로 섞고 소금 한꼬집....아가베시럽 1작은술로 드레싱 만들어 곁들였어요.\ufeff좋아하는 드레싱 얹어서 드세요.']"
비건 팔라펠 셀러드,샐러드, 병아리콩 루꼴라 고수 큐민 발사믹 호두 소금 후추 적양파 세몰리나 레몬 청양고추,"['우선 팔라펠을 만들기 위해서 불려 놓은 병아리콩과 고수와 적양파, 레몬, 청양고추, 큐민, 약간의 소금과 반죽에 끈기를 더 하기 위해 세몰리나 (밀가루)를 준비하고서고수와 큐민은 취향껏 적당량을 넣습니다.', '팔라펠을 만들 재료들을 분쇄기에 넣고서', '잘 갈아주고', '동그랗게 빚어서', '식용유에 잘 튀겨 냅니다.', '식용유에 튀겨내 완성된 팔라펠', '접시에 루꼴라를 먹기 좋게 잘라서 깔고 그위에 팔라펠을 올립니다.', '팔라펠 샐러드 위에 발사믹 그레이즈를 뿌려 올리고', '마무리로 호두를 그레이터로 갈아서 마무리 !']"
채식 루꼴라샐러드,루꼴라샐러드, 루꼴라 대추토마토 바질오일 라임 딜 파마산,"['샐러드 재료들을 미리 준비해두고', '우선 루꼴라를 먹기 좋은 사이즈로 잘라서 접시에 올리고', '대추토마토는 반으로 잘라서 루꼴라 위에 올립니다.', '여기에 바질오일을 취향껏 뿌립니다.바질오일이 없으면 오일을 냄비에 끓여서 바질에 부었다가 체로 걸러서 사용하면 됩니다. 물론 식혀서 사용해야 합니다.', '라임 반개를 즙을 내어 올리고 라임이 없으면 레몬으로 대체 가능합니다.', '파마산 치즈를 취향껏 갈아 올립니다. 저는 소금 간을 전혀 하지 않고 파마산 치즈의 간으로만 조금은 싱거운듯 먹습니다 .', '마지막으로 딜을 잘게 뜯어서 올리면 완성 !']"
비건 루꼴라 콩나물 샐러드,루꼴라콩나물샐러드, 데친 루꼴라 캄폿 바질오일 바질식초 비건 토판염,"['콩나물을 비린내만 나지 않게 아삭하게 데쳐내어 찬물에 잘 씻어서 물기를 빼낸 것을 준비하고', '루꼴라는 먹기 좋은 사이즈로 잘라서 준비를 하고', '콩나물과 잘 섞어 줍니다.', '여기에 토판염 ( 천일염 )으로 간을 하고', '바질오일을 넣어서 풍미를 올리고', '바질식초를 넣어서 향을 넣고 산뜻한 맛을 냅니다. 바질식초가 없을 경우에는 레몬으로 대체가 가능합니다.', '세계적인 캄보디아의 캄폿지역에서 나오는 캄폿 적후추 시중에서 구하기 힘드니 다른 향이 좋은 후추로 대체 가능합니다.', '컴폿 적후추를 충분히 갈아 올리고', '잘 버무려서 접시에 담고', '마지막으로 비건용 치즈를 갈아 올려서 마무리 일반인들은 파마산 치즈를 갈아 올리시면 됩니다.', '아삭한 콩나물이 들어가서 씹는 식감과 시원 맛에 루꼴라의 고소하고 쌉싸름하고 매콤한 맛이 잘 어우러지는 샐러드입니다. 와인과도 잘 어울립니다.']"
KFC 콘샐러드 집에서 맛있게 만드는 법♥,콘샐러드, 옥수수통조림 빨간 노란 양파 마요네즈 식초 설탕 소금 후추,"['1. 옥수수 통조림의 국물을 제거해주세요.Tip) 야채 손질하는 동안 미리 체에 밭쳐 물기를 빼주면 좋아요!', '2. 샐러드에 넣을 야채는 옥수수와 비슷한 크기로 잘라 준비해주세요.야채와 옥수수의 비율은 1:1. 야채가 좀 더 많아도 괜찮아요콘샐러드에 들어가는 야채 중 양파와 빨간 파프리카는 필수로 넣어주시는 게 좋아요. (양파-식감, 빨간 파프리카-색감)저는 당근이 없어서 노란 파프리카도 넣어줬는데요, 사실 옥수수랑 섞이면 잘 안보여서...없으면 굳이 안 넣어도 돼요!대신 당근 있으면 꼭 넣어주세요.식감, 색감 모두 살릴 수 있어요ㅎㅎ', '3. 볼에 준비된 재료를 넣고 아래 양념을 넣어주세요.콘샐러드 드레싱: 마요네즈 3스푼, 설탕 1/2스푼, 식초 1스푼', '4. 기호에 맞게 후추와 소금을 조금 넣어주세요.저는 소금 한꼬집, 후추는 3~4번 톡톡 털어 넣었어요:)', '바로 먹는 것보다는 냉장고에 반나절~하루 정도 숙성시켜둔 뒤 먹으면 드레싱이 고루 배어 더 맛있어요']"
태국식 샐러드 얌운센,얌운센, 다진 새우 양파 토마토 샐러리 쪽파 사이푼국수 피쉬소스 라임주스 다진마늘 다진 코코넛슈거,"['우선 재료 준비 전에 국수부터 불려줄게요..국수는 당면의 식감과 비슷하고 굵기는 더 얇습니다..불고 있을 때 재료 준비 하러 가볼까요?ㅋㅋ', '셀러리는 0.5cm로 어슷썰어 주세요..사진에 셀러리는 중국 셀러리라 굵기가 일반 셀러리에 절반 정도고 맛은 좀 쎄네요..아마 고수가 안 맞는 분들에겐 비추예요..', '쪽파 3뿔리는 양파 길이 약 3cm? 검지손가락 2마디 정도 길이로 썰어주세요..', '양파도 채 썰어 주시구요..', '토마토는 10등분 했어요..제가 토마토를 좋아해서리..ㅋㅋ', '야채 손질이 다끝났으면 고기를 볶아야해요..기름이 아님 물을 이용해서 작은 팬에 볶아요..사진에서 보듯이 정말 팬에 겨우 체울 만큼요..물론 물이 끓을 때 고기를 넣어야겠죠..', '이 사진이 장 안나왔어요..국수를 익힐 때 체에 손질한 새우를 넣고 45초만 익힐께요..국수는 2분을 넘지 않는게 좋아요..1분 45초 정도?왜냐묜 이 국수가 퍼지면 금방 훅 퍼지거든요', '준비 된 재료들과 양념들을 넣고 무쳐주세요..제가 코코넛설탕를 첨 써 보는데 일단 설탕이 잘 녹아야 하니 골고루 잘 버무려 주세요..제가 일반 설탕을 써 보긴 했는데 맛이 약간 모자란 느낌?일반 설탕을 사용 하실 경우 흑 > 갈 > 백 추천 합니다..', '완성 되었네요..', '참고 사진이예요..코코넛 설탕인데 일단 굳어 있고 숟가락으로 긁어 써야하네요..혹시 쉽게 쓰는 방법을 아신다면 알려 주세요..']"
토마토 두부 샐러드 만드는법 ,토마토두부샐러드, 잘 양파 두부 양상추 무순 그린올리브 발사믹올리브드레,"['무순과 양상추는 찬물에 씻어 물기를 잘 털어주고 양파는 슬라이스하고 토마토도 먹기 좋은 크기로 썰고 두부는 작게 깍둑썰기 해줍니다.', '큰 접시에 준비한 재료들을 담아주면 각자 좋아하는 채소를 골라 담으면 좋답니다.', '발사믹 올리브 드레싱을 소스병에 담고 토마토와 두부를 좋아하니까 많이~ 일단 제가 먹을 한접시 보기 좋게 담아주었어요.']"
쉽지만 푸짐하게~ 차돌박이샐러드,차돌박이샐러드, 차돌박이 양파 양상추 양념 간장 올리브유 식초 설탕 다진 레몬즙 참깨 후추 선택 어린잎채소,"['양파는 링으로 썰어 준비한다.양파 1/2개', '양파는 찬물에 담근다.', '채소들은 깨끗이 씻어 준비한다.양상추 1줌', '볼에 양념재료를 넣고 소스를 만든다.[양념 재료] 간장 2T, 올리브유 2T, 식초 1T, 설탕 1T, 다진 마늘 1/2T, 레몬즙 1/2T, 참깨 1/2T, 후추 약간볼', '팬에 차돌박이를 굽는다.차돌박이 150g팬', '접시에 채소를 깔고 구운 차돌박이를 올린 후 소스를 부어 완성한다.어린잎채소 약간']"
배초향 장떡 셀러드,장떡샐러드, 배초향 와일드 데친 코코넛 캐쉬넛 후추가루 고수 토판염,"['배초향 (방아)과 고추장을 밀가루에 버무려서 미리 부쳐 놓은 것이 있어서 한장을 준비해서 셀러드로 변식을 시켜 봅니다.', '우선 셀러드를 만들어 올릴 접시에 와일드 루꼴라를 먹기 좋은 사이즈로 잘라서 올리고루꼴라 또는 다른 채소로 대체가 가능합니다. ', '배초향 장떡을 먹기 좋은 사이즈로 잘라서 와일드 루꼴라 위에 올리고', '봄에 구해서 데쳐서 냉동실에 넣어 두었던 가죽나물을 꺼내서 믹서에 넣고지금 계절에 가죽나물을 구하기 힘드니 없으신 분들은 바질이나 다른 허브로 대체 하시면 됩니다. ', '믹서에 가죽나물과 같이 갈 코코넛 크림을 한캔 넣어주고', '여기에 토판염 ( 천일염 )으로 간을 해주고', '좋아하는 후추로 취향껏 갈아주고 ( 여기서는 캄폿 적후추를 사용 )', '풍미를 올려주기 위해서 바질오일도 넣어주고', '바질식초도 넣어서 산뜻한 맛으로 올려주고', '이제 갈아주면 소스 완성', '접시 위에 올려 놓은 장떡에 소스를 올리고', '이번에는 캐쉬넛을 치즈 그레이터에 넣고서', '소스 위에 캐쉬넛을 갈아 고소한 맛을 올려줍니다.', '그리고 고수를 좋아하면 저 처럼 고수를 올리고 고수 대용으로 바질이나 깻잎등 다양하게 향이 나는 채소로 올려주면 완성']"
계란샐러드 누구나 좋아하는 영양만점 아보카도 계란샐러드,아보카도계란샐러드, 계란삶은것 아보카도 방울토마토 파프리카 브루콜리 양파 떠먹는요플레 레몬즙 바질잎,"['모든 재료는 잘게 다져줍니다 계란은 흰 자만 다져주고 노른자는 남겨 놓았어요~!~~', '아보카도는 옆으로 잘라서 껍질과 속을 분리해 놓았어요~~~', '아보카도는 숟가락으로 으깨줍니다~~', '아보카도 과카말리 비슷한 맛을 주기 위해 레몬주스와 요플레를 준비했어요', '아보카도와 다져놓은 모든 재료를 섞어준 다음 요플레와 레몬즙 1 큰 술을 넣어서 잘 섞어줍니다이대로 빵에 올려먹어도 넘 맛나고 그냥 샐러드로 떠먹어도 맛나지요~~~', '아보카도 속을 파낸 껍질을 접시에 올려놓았어요~~그리고 껍질에 잘 섞어놓은 샐러드를 가득 채워줍니다', '그리고 바질 잎을 한 개씩 올려주었어요이왕이면 다홍치마라고 예쁘게 바질 잎을 올려 장식을 했어요~~~', '계란 노른자 남겨놓은 것을 체에 내려서 샐러드 위에 올려주려고요', '아보카도 껍질에 만들어놓은 샐러드를 가득 채워준 다음 노른자를 체에 내려 노란 꽃을 피워주었어요', '샐러드만 올리는 것보다 노른자를 체에 내려 꽃을 피워주면눈으로 먹고 입으로 먹는 맛있는 아보카도 샐러드랍니다']"
코가 뻥 뚫리는 매콤매콤 콩나물겨자냉채 ,콩나물겨자냉채, 오이 콩나물 당근 새송이버섯 새우살 달걀 겨자소스,0
콥샐러드 만들기 샐러드소스 렌치드레싱,렌치드레싱콥샐러드, 양상추 베이비채소 콘옥수수 베이컨 방울토마토 양파(소) 블랙올리브 삶은 오이 렌치 요거트 마요네즈 레몬즙 꿀 다진양파 소금 파슬리,"['야채를 깨끗하게 세척한 뒤 얼음 물에 10분 정도 담가주세요.좀 더 아삭한 식감을 살리기 위해 먹기 직전까지 얼음 물에 잠시 담가주세요.', '토핑들은 손톱 정도의 크기로 잘게 썰어서 준비해주세요.(베이컨은 바싹 구워 썰어주세요)', '렌치 드레싱을 만들어주세요.기재된 재료들을 넣고 골고루 섞어주기만 하면 돼요요거트 2큰술, 마요네즈 4큰술, 레몬즙 1큰술, 꿀 2큰술, 다진양파 1큰술, 소금 반꼬집, 파슬리 한꼬집', '오목한 그릇에 양상추를 깔고 그 위로 준비된 재료를 순서대로 플레이팅 해주면 완성이에요.']"
냉 파스타 샐러드   다이어트 음식은 물론 여름에 즐기기 좋은 냉 파스타 샐러드 레시피!,냉파스타샐러드, 소스재 간장 다진마늘 설탕 스위트칠리소스 발사믹식초 올리브오일 햄프씨드 레몬즙 파스타 오뚜기 샐러드재 양상추 어린잎 삶은계란 베이컨 방울토마토 여유분 간장 다진마늘 설탕 스위트칠리소스 발사믹식초 올리브오일 햄프씨드 레몬즙,0
프란치 올리브오일로 만든 향긋한~버섯샐러드만들기.,버섯샐러드, 어린잎채 방울토마 새송이버 통마 치즈가루 발사믹식초드레 발사믹식초 올리브오일 올리고당 레몬즙 소금,"['새송이버섯과 어린잎채소.', '어린잎채소는 찬물에 흔들어 씻어주고.새송이버섯도 흐르는물에 살짝!어린잎채소 물기제거해주세요.', '발사믹식초드레싱 만들어주세요.발사믹식초5큰, 올리브오일5큰, 올리고당2큰, 레몬즙2큰, 소금살짝올리브오일양을 늘려도 됩니다.좀 넉넉히 만들어놓고 먹고있어요.톡쏘는 느낌을 더하고 싶음 씨겨자 넣어주세요.', '새송이버섯을 좀 굵직하게 썰어줍니다.요즘 햇마늘도 한참이예요.마늘도 넣어주세요.통마늘은 반으로 썰어서 준비.', '예열한 후라이팬에 오일두르고준비해둔 새송이버섯과 통마늘을 넣고 볶아주세요.허브솔트 솔솔 뿌려서 간해줍니다.', '요렇게 노릇노릇~~하게 구워주세요.버섯을 굽다보면 수분이 나오는데요.수분이 나오다나오다~다시 흡수되는 그때까지~노릇하게~~^^', '어린잎채소와 함께 방울토마토와 함께.드레싱 뿌려주고치즈가루 위에 솔솔 뿌려주면 되지요']"
감자경단....야채 안 먹는 아이들이 좋아하는 감자샐러드~~,감자샐러드, 감자(대) 달걀 마요네즈 마스카포네치즈 연유(황설탕) 흰후추 파슬리가루 볶은천일염 삶은완두콩,"['감자껍질을 벗겨주고 4등분 해요. 감자가 2/3 잠길 만큼 물을 붓고 뚜껑을 닫고 중불에서 삶아요. (소금 0.5t)', '물이없게 포슬하게 감자를 삶고 뜨거울때 감자 으깨기로 눌러 주어요.', '옆불에서 달걀2개를 삶아요. (소금0.3t) 달걀크기에 따라 17~18분 완숙으로 삶아요. ', '삶은 달걀은 찬물에 헹궈주고 식초물에 5분 담궈 두었다가 껍질을 벗겨요.', '흰자,노른자 분리해요.', '흰자는 칼날로 곱게 다져 주어요. ', '노른자는 고운 체망에 내려요.', '감자,흰자,흰후추약간, 파슬리 가루 약간을 넣어 주어요. ', '마요네즈 듬뿍 1T 마스카포네치즈를 1T 연유(황설탕)0.5t를 넣고 ', '잘 섞어 주어요. 감자 농도를 확인 하셔요. 퍽퍽하면 마요네즈를 조금 더 넣으셔요. ', '미니스쿱으로 감자샐러드를 동그랗게 떠서 노른자에 데굴데굴 굴려요.', '완성접시에 담고 포인트로 삶은 완두콩을 올려요. ']"
【초간단 참치 샐러드】,참치샐러드, 참치 양파 당근 피클 캔옥수수 마요네즈 식초 설탕 후추,"['참치 150g짜리에요 체에 받쳐 기름을 제거 해주시구요~', '캔옥수수 3스푼, 양파반개,피클6개,당근1센티를 잘게 다져서 기름뺀 참치를 넣고(피클은 다진후 물기를 꼭 짜주세요^^)', '마요네즈3스푼,설탕반스푼,식초반스푼,후추2번 톡톡 해서', '야무지게 비벼 주시면 끝이에용^~^(피클 대신 오이를 넣으실땐 소금 약간 넣고 절여서 한번 행군후 물기를 꾹짠뒤 설탕,식초를 한스푼씩 넣어 주셔요^^)', '그냥 먹어도 맛있고~ 술안주로도 맛있고~ 모닝빵 같은데 넣어서 먹어도 맛있고~방법도 완전 간단하니 후다닥 메뉴로 참 좋은거 같아용 :-)']"
우리집이 패밀리레스토랑으로 변하는 Magic★치킨텐더샐러드 ,치킨텐더샐러드, 치킨텐더 양상추 양배추 치커리 방울토마토 삶은 머스터드소스 마요네즈 꿀,"['달걀은 삶아 4등분 해 준비한다.삶은 달걀 1개', '샐러드 채소는 손질한 후 찬물에 담가준다.양상추 2줌, 양배추 1/2줌, 치커리 1/2줌', '소스를 만든다.[소스] 머스터드소스 4T, 마요네즈 3T, 꿀 3T', '팬에 기름을 넉넉히 붓고 180도로 가열한 뒤, 치킨텐더를 넣어 5분 정도 튀긴다.치킨텐더 300g팬', '접시에 샐러드 채소-> 달걀 -> 방울토마토-> 치킨텐더 순으로 올린다.방울토마토 5개', '소스와 곁들여 먹는다.']"
꿀처 콩나물겨자냉채,콩나물겨자냉채, 콩나물 오이 당근 양파 게맛살 칵테일새우 오징어 노랑.빨강 식초 설탕 간장 오뚜기연겨자 으깬통깨 다진마늘 소금 후춧가루 참기름,"['분량의 양념을넣고 우선 소스를 만들어서 숙성부터 시켜주세요~겨자가루로할시에는 양조절, 맛조절, 숙성시키는 시간조절이 너무나도 다르기때문에 소스는 꼭 연겨자로 만들어주시고요~', '2. 새우는 익혀낸뒤 풍성함을위하여 등쪽에 일자로 칼집을 넣어주시고, 오징어는 껍질이 안붙어있는 안쪽에 격자무늬 칼집을 넣어주세요~', '3. 깨끗한 물에 씻어놓은 콩나물을넣고 데쳐주세요 > 데친 콩나물은 찬물에 헹구어 물기를 꼭 짜주세요 > 그리고 물기가없는 콩나물에 참기름과 소금으로 밑간을 해주세요 > 이제 콩나물 끓인물에 오징어와 새우를 같이 넣고 데친후에 한김 식혀주세요~', '4. 모든 야채는 깨끗이 씻어서 길이 5~6cm정도로 얇게 채썰어주시고 데친 오징어도 야채길이에 맞춰 너무 두껍지않게 채썰어 준비해놔주세요~', '5. 이제 모든 재료(콩나물, 오이, 당근, 양파, 게맛살, 칵테일새우, 오징어, 노랑파프리카, 빨강파프리카)를 볼에담고 소스를 부어준후에 양념이 잘 뭍도록 살살살살 버무려주세요~♡', '6. 우와, 냄새마져도 상큼한 코찡끗 새콤,달콤 시원한 겨자냉채가 완성됐어요~ 사실 이 요리는 비쥬얼이 딱 집들이용인데요~꼭 접대용이 아니어도 저녁때 맥주안주로도 좋으니 함 도전해보세요~ㅎ그럼 오늘도 행복하세요^^']"
그리스 샐러드,그리스샐러드, 대추토마토 청오이 딜 블랙올리브 적양파 레몬 그리스 후추가루 바질오일,"['필요한 재료들을 미리 다 준비를 해 두고서', '우선 샐러드를 담을 접시에 오니를 반으로 잘라서 올리고 대추토마토도 먹기 좋게 반으로 잘라서 올리고 적양파 역시 잘라서 올립니다.', '그리고 블랙올리브를 올리고블랙올리브는 씨가 있는 병조림이 더 맛이 좋습니다. ', '이제 딜도 잘게 뜯어서 골고루 뿌려 올립니다.', '이 샐러드의 맛을 많이 좌우 할 염도가 적은 그리스 페타치즈를 잘게 부셔서 올립니다.', '레몬 반개를 즙을 내서 뿌리고', '취향에 맞는 후추를 갈아 올립니다. 저는 향이 아주 고급스러운 캄폿 적후추를 올렸습니다.', '바질오일을 취향껏 넉넉히 뿌리고 바질오일이 흔치 않으니 질 좋은 올리브 오일을 올리면 됩니다.', '이제 이렇게 해서 그리스 샐러드가 완성이 되었습니다.', '이렇게 빵과 같이 곁들여 먹으면 맛도 좋고 든든한 한끼가 됩니다.']"
자두에 빠진 골뱅이 냉채,골뱅이냉채, 골뱅이 자두 양파 양배추 깻잎 파 오이 소면 자두냉채소 자두 사과식초 진간장 조청(물엿.꿀...) 골뱅이국물 청양고추 다진마늘 소금 참기름,"['재료를 준비합니다.(이때 채소는 기호에 따라 다른것을 사용하셔도 되요)', '양파와 파는 곱게 채썰어 물에 담궈 매운맛을 빼주세요.깻잎도 채썰어 물에 담궈 싱싱하게 살려 줍니다.오이는 반으로 갈라 썰어 줍니다.', '자두는 세로로 잘라 살짝 비틀어 씨를 빼고 과육만 남겨주세요 (5개는 소스용, 5개는 썰어서 냉채 재료로 사용합니다.)한쪽은 쏙 잘빠지는데 다른쪽은 잘 안빠지도라구요 과도로 살짝 파서 씨를 제거해 주세요.', '믹서기에 분량의 냉채소스 재료를 넣고 부드럽게 갈아 주세요.마늘은 같이 갈아도 되고 다진 마늘을 나중에 첨가 하셔도 되요.청양고추는 잘게 썰어 마지막에 섞어 주세요.소스는 기호에 따라 당도나 염도를 조절하셔도 되요.', '소스를 그릇에 담고 청양고추를 위에 뿌려주세요.매운것을 좋아하신다면 더 늘리셔도 되요.고추가루를 넣으셔도 되지만 깔끔한 맛은 줄어 들거예요.', '손질한 채소의 물기를 빼서 접시에 보기 좋게 담고 골뱅이를 가운데 담아주세요.큼직한 골뱅이는 세로로 잘라주세요.', '소면도 삶아 곁들여 주세요. 먹기 직전에 소스를 부어 맛있게 드시면 됩니다^^']"
