레시피 제목,요리명,요리재료,레시피내용
아침식사로 좋은 영양만점 씨푸드차우더,차우더, 재료(3인분 감자 양파 올리브오일 크림 육수 와인 해산물 마늘 파슬리 후추 소금 양송이,"['오늘 준비한 씨푸드는 호키라는 생선과 홍합 뉴질랜드 초록 홍합 호키는 뉴질랜드에서 잡히는 생선인데 한국에 있는지 모르겠네요. 아마 없는 것으로 사료됨', '초록 잎 홍합 사이즈가 대 한 입에 먹기는 너무 커서 3등분 해주고 생선도 한 입 크기로', '마늘은 채 썰어 주고', '열 올린 냄비에 올리브오일 두르고 마늘 채 썰어 놓은 것 넣어 볶다가 마늘 향미가 피어오르면', '해물에 미림도 넣어주고요~', '납작납작 썰어준 감자, 당근, 양파를 넣고 함께 달달~', '모든 재료가 잘 어우러지면 육수를 넣어 부르르 끓여줍니다. 간편식으로 만드는 씨푸드차우더 라서 육수도 치킨스톡 가루를 풀어서~~~끓여줄랍니다. 물 3C에 치킨스톡 1T', '아침부터 화이트 루 만들기 귀찮음 이럴 때 시중에 판매되는 양송이 수프 가루 3T 육수 넣고 풀어서', '끓고 있는 씨푸드 차우더에 넣어서 휘리릭 풀어 끓이다가', '후추&소금으로 간하고 파슬리 가루도 넣고 후추 투하', '보글보글 끓고 있는 냄비에 잘 풀어 넣고 끓이다가 마지막 단계 생크림 넣고', '불에 서 내려서 그릇에 담아 내면 손쉽게 얼렁뚱땅 끓여낸 씨푸드 차우더 완성']"
한겨울 언 몸을 녹여주는  뜨끈한 프렌치 어니언 스프,어니언스프, 양파 닭육수 버터 올리브오일 화이트와인 식빵 모짜렐라치즈 소금 후추,0
오뚜기스프 한봉지로 간단하게 만든 황금사과의 단호박스프♡♡,단호박스프, 오뚜기스프 물 단호박 파슬리가루 통후추,"['단호박을 사와서 그냥 껍질 깔 수는 없죠?칼이 잘 들어 가질 않으니요렌지에 6분정도 돌리면 충분하게 익혀져나온답니다.렌지에 돌릴 때에는 꼭지 부분을아래로 해두면 좋아요우선 렌지에 6분을 돌리고먹을 만큼 잘라서 호박씨를 제거 해주어요', '전 오뚜기스프 1키로를 사두고만들어서 먹지요그램수는 달면되니요', '전 제빵기로 스프를 만들려고 하죠제빵기 틀에 스프를 넣구요물은 500미리 정도 먼저 넣어주구요냄비에 만드셔도 되지요', '물 300미리와 함께 씨를 걸러낸 단호박을 껍질을 벗겨서도깨비방망이로 슈웅~갈아주어요.', '그리고 함께 제빵기의 틀에 넣어준답니다전 통후추를 조금 뿌려주었어요제빵기의 스프 모드를켜주어요', '그러면 이렇게 맛있는 스프가 만들어져서나온답니다.너무 간단한 스프만들기 되죠단호박은 영양가도 많으니요겨울에는 너무 먹기 좋아요.', '파슬리가루를 뿌려주구요.단호박스프는 냄비에 만들어도 금방 만들어지지요아기들 이유식으로도 좋을 듯 합니다']"
고구마스프:크리스마스이브의 선택,고구마스프, 삶은고구마(중) 우유 버터 밀가루 소금+후추 땅콩+파슬리가루,0
아이들 영양간식 단호박두유스프   단호박두유수프,단호박두유스프, 단호박 두유 양파 베이컨 버터 메이플 물,0
#맛살을 이용한 걸쭉한 게살해물스프만들기 #치킨스톡을 넣어서 더욱 진한 국물맛의 게살해물스프!,게살해물스프, 맛살 냉동해물 미역 다진마늘 썬파 치킨스톡 소금 후추 참기름 전분물,0
#서양 꼬리 스프# 시원하고깔금한 스프,스프, 꼬 양 양배 당 샐러리  마 소 후,0
따끈하고 고소한 닭고기 카레 수프,닭고기카레스프, 닭고기 양파 당근 카레 감자 우유 버터 간장 맛술 다진마늘 소금 후추 아보카도,"['닭고기는 지방을 잘 발라내고 한입 크기로 손질해 맛술, 다진마늘, 후추, 소금에 재워 주세요. 수프를 끓이기 3시간 전부터 재워두는 게 좋아요.', '당근, 감자를 깨끗이 씻어 먹기 좋은 한입 크기로 잘라 주세요.', '양파는 길쭉하게 썰어 주세요.', '적당히 달궈진 냄비나 팬에 아보카도 오일이나 식용유를 두르고 양파를 볶아주세요.', '이때 양파를 볶으면서 버터와 소금을 추가하세요.', '볶은 양파에서 단 냄새가 나고 갈색으로 변하면 나머지 야채들을 넣고 함께 볶아주세요.', '야채들을 다 같이 볶다가 우유를 추가해 주세요.', '우유가 뭉근히 끓으면 불을 낮추시고 소금, 후추 간을 해주신 뒤 야채들을 70%정도 익히세요.', '이제 닭고기를 구울 차례인데요. 잘 달궈진 팬에 기름을 살짝 두르고 재워두었던 닭고기를 올려 주세요. 다진마늘을 덜어내고 사용하셔도 좋아요.', '닭고기를 완전히 바싹 익히지 마시고 어느 정도 익었을 때 카레가 끓고 있는 냄비에 넣어서 같이 끓여 주세요.', '닭고기는 껍질 쪽 뿐만아니라 속까지 잘 익었는지 확인해 주세요. 이미 안에 육즙이 가둬진 상태기 때문에 구워도 육즙이 날아가지 않습니다.', '야채들이 끓고 있는 냄비에 카레가루를 갠 물을 잘 저어서 넣어줍니다. 물을 많이 넣어 맛이 희석될까 걱정되시면 우유를 추가하세요.', '야채가 눌어붙지 않도록 냄비 바닥을 잘 저어 주시다가 카레가 재료들에 잘 배어들고 농도가 진해졌다면 불을 끄세요. 완성입니다.']"
양송이 수프,양송이스프, 양송이버섯 밀가루 버터 치킨스톡 물 우유 생크림 월계수잎 소금 후추,"['재료준비', '물5컵에 치킨스톡을 넣어 녹인다.', '양송이 버섯은 얇게 채썬다.', '냄비에 버터를 녹이고 밀가루를 넣어 볶는다.', '덩어리지는 것이 없게 잘 볶아지면', '치킨스톡을 넣어 녹인 육수를 부어준다.', '양송이 버섯', '월계수잎을 넣고 끓인다.', '끓기 시작하면 불을 중약불로 줄이고 5분 정도 뭉근하게 끓인다.', '월계수잎은 빼고 믹서에 넣고 곱게 갈아준다.', '다시 냄비에 넣고 생크림과 우유를 부어 끓인다.간은 소금,후추로 한다.한소끔 끓이고 불을 끈다.']"
밀가루없이 양송이스프만들기,양송이스프, 양송이버섯 양파 감자 우유또는,"['버섯, 감자, 양파는 잘게 채썰어주세요.', '팬에 버터 한조각을 녹입니다.', '버터를 녹인 팬에 양파가 갈색이 날 때까지 볶아줍니다.', '감자를 넣고 감자가 투명해질 때까지 볶아줍니다.원래 양송이버섯 스프 레시피에서는 밀가루를 볶아서 루를 만드는데 저는 감자로 대신합니다. 감자에 전분이 있어서 밀가루없이 걸쭉한 양송이스프를 만들 수 있답니다.', '마지막으로 양송이버섯은 살짝 볶아주세요.', '생크림 또는 우유를 넣습니다.', '살짝 끓여주세요.', '믹서기로 재료를 갈아줍니다.부드러운 스프를 즐기려면 곱게 갈면 되고 재료의 식감을 즐기려면 덜 곱게 갈면 됩니다.', '소금과 후추로 간을 하면 완성.우유로 만들었을경우,치즈 한두장을 넣어서 다시 끓이면 훨씬 풍미가 좋아져요.']"
브로콜리 스프(루 대신 찹쌀가루를 넣어보세요~),브로콜리스프, 브로콜리 양파 치킨스톡 우유 버터 찹쌀가루 후춧가루,"['재료준비', '* 브로콜리 손질하기= 세척 후 밑동 자르기', '= 테두리 심지(섬유질) 부분까지 필러로 깎아 주거나 칼로 썰어주기Tip. 밑동 버리지 말고 같이 사용해요.섬유질이 질기니 벗기고 사용해요.', '= 적당한 크기로 썰기', '= 끓는 물에 약간의 소금을 넣은 후', '30초 정도 데치기', '= 찬물에 바로 헹구기', '= 잘게 다지기= 양파는 얇게 채 썰어 준비', '= 버터에 양파 볶기', '= 양파가 투명해지면 다진 브로콜리 넣어 볶기', '= 양파가 흐물해지면 치킨스톡 육수 넣어 한소끔 끓이기', '= 한 김 식힌 후 핸드블랜더나 믹서기에 갈기', '다시 끓이던 냄비에 옮기기= 우유 넣어 끓이기Tip. 끓인 후 간을 보고 부족하면 소금이나 파마산 가루를 넣어주세요.', '= 찹쌀가루 넣어 원하는 농도 맞추기Tip. 찹쌀가루가 뭉치는 걸 방지하기 위해 믹서기에 갈 때 넣어줘도 좋아요.= 후춧가루로 마무리하기', '브로콜리 스프 완성~!!']"
넘김이 부드럽고 맛있는 양송이스프,양송이스프, 양송이 버터 밀가루 우유 양파 물 치킨스톡 소 후,0
집에서 게살스프를? 중국식 달걀탕(계란탕) 만들기!,게살스프, 크래미 계란 양파 전분가루 표고버섯 팽이버섯 대파 진간장 굴소스 소금 식용유,"['먼저 파기름을 만들어 줄거예요.달궈진 냄비에 식용유 살짝 두르고 대파를 총총썰어 먼저 볶아주세요.', '대파가 어느정도 볶아지면양파 1/2개를 슬라이스해서 함께 볶아주세요.', '양파까지 다 볶아지면 표고버섯 한개 넣고진간장 1스푼, 굴소스 1스푼 넣어 한번 더 볶아주세요.', '표고버섯까지 어느정도 볶아지면 팽이버섯 넣어준뒤 한번 더 휙휙 볶기 ! 팽이버섯은 좀 꼬들하게 씹히는 식감이 좋아서 볶는 단계 중에선 제일 마지막에 넣어주었어요~', '팽이버섯은 많이 볶지 않아도 괜찮아요 ;)양념이 골고루 묻을 정도로 볶아주시면 돼요.', '물 700ml 넣고 팔팔 끓여주세요~', '육수가 끓을동안 크래미를 잘게 찢어 준비해주세요.게살을 사용하면 진짜 게살스프마냥 맛있었겠지만게살이 없는 관계로 크래미 사용했어요!', '육수가 끓어오르면 크래미 투하~', '모자란 간은 소금으로! 소금 요맨큼~ 넣어주었어요 ㅋㅋㅋㅋㅋㅋ', '중국식 달걀탕은 걸죽한 매력이 있지요.걸죽함은 전분물로 만들어줄건데요전분가루 2스푼 + 물 2스푼 넣고 잘 섞어 전분물 만들어주기!', '끓고 있는 중국식 달걀탕은 약불로 줄이고 전분물 넣어주시는데잘 저어주셔야해요.잘 저어주시지 않으면 전분이 덩어리 지거든요!', '계란은 2알 사용했어요.계란 톡 까서 잘 섞어 준비해주세요.', '팔팔 끓고 있을때 계란물 넣어줄거예요.', '계란물 넣고 불은 바로 꺼주세요.(★이게 진짜 꿀팁★)그래야 진짜 보들보들한 중국식 달걀탕이 만들어져요!!', '먹기좋은 그릇에 옮겨 담으면 끝 ;)중국음식 스멜이 솔솔 나는 중국식 달걀탕 완성입니다~~', '계란을 풀고 불을 바로 껐기때문에 계란이 진짜 보들보들 ㅠㅠ게살인듯 게살아닌 크래미가 들어갔으나 어쨋든 자기도 게는 게라고게살스프 맛이 나요... ㅠㅠㅠㅠㅠ집에서 이거 가능한거였어 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ후후 불어 입에 후루룩 넣으면 꼬독꼬독 씹히는 팽이버섯과 부드러운 계란, 게살 향이 어우러지면서몸이 스르륵 녹는...뭐..그런맛이예요.. !꼭 만들어보세요']"
뜨끈 뜨끈 스프 끓이기~~ 초간단!,스프, 우유 치즈 후춧가루 밀가루 정성,0
새벽녘 부드러운 감자스프.,감자스프, 감자(중) 양파(소) 우유 물 버터 소 치킨스,"['오랜만에 눈떴는데 시계가 가로본능 2시 45분을 가르키고 있던 그날.한파중의 하루였어요.아침에 먹고 나갈 국도 없고....어쩌지..하다가.일찍 눈떴으니 뭐라도 해야겠다 싶었던..ㅎㅎ끔찍히 나가기 싫은 베란다에 총총총 나가서 딱 두개남은 감자들고 들어왔네요.감자스프에 감자만 넣음 된??다안된다??안된다~양파 들어가줘야합니다.', '양파와 감자는 채썰어 놓구요.', '스프끓일 냄비에 버터 한큰술 넣고.', '양파를 먼저 볶아 줍니다.', '그리고 양파에도 소금 슬쩍 넣어 밑간해줍니다.재료마다 따로따로 밑간을 해주는게 맛내는 요령', '양파가 너무 색이 날때까지 볶으면 안되어요.양파가 투명해질때까지만!!', '얇게 썰어놓은 감자도 넣고 함께 볶습니다.', '감자를 볶을때 눌러붙을수도 있기에...물을 조금씩 부어주며 볶아 주세요.총 생수는 2컵 들어갔네요.', '감자가 폭폭 익도록~', '감자가 다 익음 갈아주세요.믹서기로 갈아도 되지만....핸드블랜더로 가는게 젤 편해요 ㅎㅎ', '잘 갈린 감자와 양파는 다시 불에 올려서 우유 1컵을 부어주고 끓여줍니다.제가 생수 2컵에 우유1컵을 넣었는데요.바껴도 됩니다.우유가 1컵밖에 없었어요.............ㅋㅋㅋㅋ', '모자라는간은 소금간으로 맞추셔도 되고.저처럼 스톡이 있다면!!스톡을 약간만 넣어주어도 맛이 확~달라지지요.', '뭉근하게 끓여주며 잘 저어주어야합니다.냄비바닥에 눌러붙지 않도록...감자가 전분끼가 많다보니 눌러붙기도 합니다.잘~저어주며 끓여주세요.', '상에 낼때 계란후라이 함께내면.든든하지요.^^요즘 윤식당에 나오는 계란후라이팬...그거 탐나던데.살까말까 완전 고민중..ㅎㅎㅎㅎ것도 사고푸고~달걀말이팬도 하나 사고푸고~']"
단호박 스프 만들기,단호박스프, 단호박 양파 우유 물 소금 설탕 무염버터 식빵 무염버터,"['단호박스프에 풍미를 더해줄양파는 얇게 채 썰어줍니다.', '단호박은 단단한 식재료라 손질하기 쉽도록비닐팩 또는 전자레인지 용기에 넣고1분~1분 30초 정도전자레인지에 돌려줍니다.전자레인지약간 익힌 상태에서 잘라주면보다 손쉽게 손질할 수 있어요.', '한 김 식힌 뒤 반으로 잘라주어요.가운데 씨를 숟가락으로 제거하여 줍니다.', '껍질을 벗겨주기 위해반으로 자른 호박을 4등분 하여 주었어요.', '껍질을 벗겨주었어요.어느 정도 익은 상태라 칼로 벗겨주면 간단해요.', '냄비에 버터 15g을 넣고채 썬 양파를 볶아줍니다.양파가 투명해지면서갈색빛이 돌 정도로 볶아주면버터+양파 달큰함 풍미가 좋아요^^', '양파 색이 나면손질해둔 단호박을 넣고 같이 볶아주어요.', '가볍게 볶아준 뒤물을 자작하게 넣어줍니다.', '물은 재료가 자작하게잠길 정도로 부어줍니다.', '재료가 부드럽게 익으면한 김 식혀 핸드블렌더로 갈아줍니다.', '생크림 100ml를 넣고 잘 저어줍니다.농도 조절이 필요하면우유를 더해 걸쭉하게 조절해 주어요.생크림이 없다면우유로만 농도를 조절해 주셔도 됩니다.', '한소끔 끓인 뒤소금, 후추 약간 넣고 간을 해요.', '나머지 한 개 미니호박은전자레인지 3~4분 정도 돌려 익힌 뒤꼭지 부분에 칼집을 넣고 분리하여가운데 씨를 제거해 주었어요.단호박수프를 담은 뒤치즈가루와 파슬리가루를 곁들여줍니다.']"
두부스프:든든한 아침식사로 엄지척,두부스프, 두부 우유 양파 버터 갈릭솔트(소금) 하루견과,0
뷰코 코코넛 스프,스프, 단호박 뷰코 소금 후추,"['단호박을 삶아주세요 .단호박 300g', '단호박을 식혀준뒤, 껍질을 벗겨주세요.', '블랜더에 뷰코 코코넛 밀크 프리미엄, 소금, 후추를 넣고 갈아주세요.뷰코 코코넛 밀크 프리미엄 450ml,l, 소금 적당량, 후추 적당량', '냄비에 코코넛 단호박 스프를 살짝 저어주며 끓어 오르면 완성입니다.냄비약불']"
쌀쌀한 아침에 딱. 고소한 감자스프 만드는법,감자스프, 감자 양파 우유 버터 소금 후추,0
닭가슴살로 간단하게 만드는~치킨스프,치킨스프, 닭가슴살 브로컬리 당근 파프리카 양파 통밀가루 우유 모짜렐라치즈 닭가슴살 버터 소금 후추,"['닭가슴을 끓는 물에 넣어 삶는다이때 소금과 후추도 넣어준다', '다 삶아진 닭가슴살의 2/3는 다지고(커터기를 이용하면 쉽다) 나머지는 길게 쭉쭉 찢어둔다이때 닭가슴살 삶은 물은 버리지 않는다', '양파를 비롯한 채소들을 다져둔다', '버터를 두른 팬에 양파와 당근을 먼저넣고 소금 조금 넣어 볶는다', '다진 닭가슴살을 넣어 같이 볶아주다가', '밀가루가 재료에 골고루 묻을 정도의 양으로 솔솔 뿌려 넣는다걸쭉한 농도의 스프를 원하면 그 보다 조금 많이 넣는다', '우유 한컵을 넣어 잘 섞어준 다음', '나머지 채소를 넣고닭가슴살 삶은 물을 부어 푹~끓인다', '국물이 걸쭉하게 졸아들면 브로컬리와 모짜렐라치즈를 넣어 한번 더 끓이고-', '마지막에 남은 닭가슴살을 넣어 끓인다이때 대체로 간을 따로 하지 않아도 되는데 간을 보고 소금 후추를 더한다']"
뷰코 코코넛 해산물 스프,해산물스프, 새우 조개살 양파 토마토 브로콜리 뷰코유기농엑스트라버진코코넛오일 양배추 다진마늘 뷰코 소금 케찹 후추 쪽파,0
|당근요리|감기와 당뇨! 각종 질병에 좋은당근스프만들기!!,당근스프, 당근 양파 우유 쌀 치킨스톡 생강 버터,0
양송이스프(우유만 넣어 간단하게 만들기),양송이스프, 양송이버섯 버터 밀가루 양파 우유 파마산치즈 소금 후춧가루,"['재료준비', '- 양송이버섯 껍질 벗기기갓 끝을 살짝 잡고 아래로 내리면 쉽게 벗길 수 있어요.', '껍질 벗긴 후 물에 살짝 세척해주세요.', '- 양파 채썰기- 양송이버섯 슬라이스 하기Tip. 3개 분량정도는 따로 남겨둬요. 씹히는 식감을 위해 나중에 넣어줄거에요.', '- 버터에 양파 볶기', '- 양파가 투명해지면 버섯넣어 볶기', '- 야채가 숨이 폭 죽으면 밀가루 넣으면서 볶아주기Tip. 농도를 위해 루를 따로 만들어야하지만 간단하게 하기위해서 바로 만들어줘요. 밀가루가 뭉치지 않게 털어가면서 넣어주세요.', '- 우유 넣어 끓이기', '- 한소끔 끓으면 믹서기나 핸드블랜더로 갈기', '- 남겨둔 양송이버섯 넣어 끓이기Tip. 약한 불에거 뭉근하게 저으면서 끓여주세요. 너무 되직하면 분량외 우유를 넣어주세요.', '- 충분히 끓은 후 파마산치즈 넣기Tip. 간을 보고 싱거우면 파마산치즈나 소금을 추가해주세요.', '기호에 따라 후춧가루를 넣어 마무리하면 양송이스프 완성~!']"
참나물 병아리콩 스프. 병아리콩 요리.,병아리콩스프, 병아리 치킨스 ,"['병아리콩은 물에 푹 불려주세요. 푹 불은 병아리콩을 손으로 문질러 주면 껍질이 벗겨지는 걸 볼 수 있어요. 껍질을 최대한 제거해 주는게 식감이 더 좋아요.', '물을 붓고 30분이상 삶아주었어요. 삶은 후에도 살짝 저어주면 껍질이 떠오르는 걸 볼 수 있어요. 껍질은 최대한 제거하기!', '그리고 믹서에 갈아줍니다. 최대한 곱게 갈아주는게 부드럽겠죠. 아니면 갈아준 후 체에 한번 걸러주셔도 좋아요.', '저는 그냥 거르지 않고 했어요. 조금은 거친느낌의 스프가 됐지만요. 여기에 치킨스톡을 하나 넣어주었어요. 육수없이 그냥 해도 되지만. 육수를 만들기도 귀찮고 손쉬운 방법이 치킨스톡이죠..^^감칠맛이 더해지니까요..', '물을 붓고 약불에서 잘 저어주며 20분 정도 끓여주었어요.', '고소한 병아리콩 스프가 완성되었어요..^^ 쌀가루를 추가해서 만든다면 병아리콩 죽이 되겠죠? 아이들 먹기에도 좋고 나이드신 어르신들도 좋아하실거에요.']"
당뇨에 좋은 케일 스프,케일스프, 간마늘 양파 당근(소) 샐러리 토마토(소) 케일 닭육수/채수/생수 올리브오일,"['케일은 세계 10대 수퍼푸드 중 하나일만큼 영양이 훌륭한데요, 항암작용 및 정장작용으로도 유명하며, 혈중 콜레스테롤 수치를 낮추어 고혈압증을 개선하고 혈당을 낮추는 작용도 한다고 합니다. 항산화물질도 풍부하고 철분과 칼슘도 풍부한데다 눈에좋은 베타카로틴도 엄청 많이 함유되어 있대요. 다만 성질이 찬 음식이라 위가 약한 분들은 한꺼번에 많이 드시면 안 좋다고 하네요.케일 종류가 몇 가지 되는데요, 여기서는 이렇게 생긴 것만 보이더라구요. 한국에선 곱슬케일이라고 한다는데 종류에 상관없이 효능에는 큰 차이가 없는 것 같습니다. 곱슬케일은 줄기에서 잎만 떼서 먹기 좋게 뜯어놓으면 되고요, 한국에 많은 쌈케일 종류라면 이파리를 잘게 채썰어주시면 좋을 것 같아요.', '함께 들어갈 채소류 또한 당뇨 및 기타 성인병에도 도움이 많이 되는 것들입니다. 서양식 스프에 대부분 빠지지 않고 들어가는 양파, 샐러리, 당근 및 토마토인데요, 혈관 청소의 대표주자라고 하면 딱 맞을 것 같아요.먹기 좋게 채썰거나 쫑쫑 썰어주시면 됩니다.', '양파를 너무 잘게 썰면 국물 아래로 다 가라앉아버려서 길죽하게 채썰었어요. 올리브오일 2T와 간마늘 1T를 함께 넣고 양파를 먼저 나른하게 볶아줍니다.강불', '양파가 숨이 죽으면 샐러리, 토마토를 넣고당', '채 썬 당근도 함께 넣어 볶아줍니다.', '센불에서 빨리빨리 뒤적여주면 되고요,', '케일은 부피가 커서 세 번에 나누어 두 줌씩 넣어요.', '두 줌 넣고 뒤적여주고', '또 두 줌 더 넣고', '뒤적이며 섞어주고', '마지막 두 줌 넣고', '케일 숨 죽을 때까지 뒤적여줍니다.', '시판 닭육수를 사용했어요. 직접 만들어 사용하면 더 좋겠지만 너무 오래 걸려서 이럴 때 써먹으려고 세일할 때 fat free, low sodium으로 사다놓아요. 육수가 없으시면 물을 사용해도 좋습니다. 사다 놓은 것이 없어 생수로 끓일 때도 있는데 채소가 많이 들어가서 깔끔한 맛이 나더라구요.', '육수 2팩 부어넣으면 2리터가 조금 안되어서 물을 추가했어요. low sodium도 간이 잘 맞아서 맹물 추가해도 싱겁지 않네요.', '시판육수가 아니었거나 맹물을 사용하셔서 간이 전혀 안 되어 있는 경우라면 소금으로 간을 맞춰주세요.', '케일은 날로 먹어야 영양소가 더 좋다고 하니 너무 오래 끓이지 마시고 끓어오르고나서 5분 이내에 불을 꺼주시면 됩니다.', '취향에 따라 후추가루나 파슬리가루 뿌려서 드셔도 좋아요.']"
대파크림스프 / 오늘도 고생한 나에게#13 | 심야레시피 |,대파크림스프, 치킨 닭가슴살 다진당근 다진양파 밀가루 대파크림스 잘게썬대파or쪽파 다진마늘 우유 생크림 소금 후추 올리브유,0
고소하고 부드러운 감자스프  우유가 들어가 고소하고 부드러운 효리네민박 이효리 감자수프,감자스프, 감자스프 감자 양파 우유 버터,0
조개살이 쫄깃♥클램차우더,클램차우더, 바지락 물 양파 감자 화이트와인 조개육수 우유 생크림 소금 후추,"['냄비에 올리브유를 조금 두르고 바지락을 넣고 화이트 와인을 넣어 살짝 볶다가 물 2종이컵을 넣어 조개의 입이 벌어질 때까지 끓인다.', '조개는 건져내어 살만 발라내고 조개를 끓인 물은 버리지 않는다.', '예열된 팬에 올리브유를 두르고 양파, 감자 순서로 볶는다.', '볶은 채소에 조개육수를 넣어 한소끔 끓인다.', '핸드 블렌더로 곱게 간 후 우유와 생크림을 넣어 끓인다.', '소금, 후추로 간을 하고 발라놓은 바지락 살을 넣어 불을 끈다.– 소금은 기호에 따라 추가해 주세요.', '그릇에 담고 삶아 준비한 조개살을 올려 완성한다.']"
초간단 낫토 건강 수프,낫토스프, 낫토 토마토 연두부 가쓰오부시 일본된장 송송,"['물 4컵에 다시마 10x5 1개를 먼저 넣고 10분정도 팔팔 끓이다가 가쓰오부시 한줌(12g)을 넣고 끓여주세요가쓰오부시가 전부 가라앉으면 약 1~2분정도 기다렸다가 체에 밭쳐 국물을 받아 가쓰오부시 국물을 만들어 줍니다.', '토마토와 연두부는 사방 1cm크기로 잘라주세요.', '냄비에 가쓰오부시 국물을 붓고 끓기 시작하면 일본 된장을 풀어 넣고 끓여줍니다.', '여기에 토마토와 연두부를 넣고 한 소끔 끓여주세요.', '그릇에 담고 송송 썬 쪽파를 얹어내면 완성~!!~!']"
양파스프  감기에 좋은 따뜻한 요리,양파스프, 양파(大) 밀가루 버터 치킨스톡 물 드라이 모짜렐라치즈 소금&후추 바게트빵,0
혀부터 몸 전체를 녹여버리는 단호박 스프!!,단호박스프, 단호박 감자 양파 버터 물 우유 생크림 소금&후추 파마산,"['양파와 감자는 얇게 슬라이스 해주시고 단호박은 껍질을 벗겨 조각내주세요양파,감자,단호박', '냄비를 중불로 달궈 버터를 녹여주세요버터냄비중불', '양파와 감자를 넣고 강불로 볶아주세요강불', '조각낸 단호박과 물 600ml를 넣고 중강불로 20분간 끓여주세요중강불', '재료들이 뭉글해지면', '핸드블랜더로 곱게 재료들을 고갈아주세요핸드블랜더약불', '우유와 생크림을 넣고 다시 잘 섞어주세요우유,생크림', '잘 섞이면', '소금과 후추,파마산을 취향껏 넣고 다시 섞어주세요', '볼에 담아 섭취해주세요']"
감기에는 비타민C가 풍부한 감자스프 레시피가 최고,감자스프, 감자 양파 슬라이스 버터 우유 물 소금,"['양파는 채썰어 준비해주세요.굵기는 상관없이 썰어주셔도 좋아요.', '감자도 채썰어 준비해주세요.후에 갈아줄 예정이기 때문에 굵기는 신경쓰지 않아도 돼요.', '버터 1T를 두른 냄비에 감자와 양파를 중약불에 볶아주세요.투명해질 때 까지 약 3-4분간 볶아주세요.냄비중약불너무 센불에 볶으면 버터가 타버려요.', '양파와 감자가 투명해지면 계량해둔 물 100ml와 우유 200ml를 넣고 보글보글 끓여주세요.냄비중약불물을 넣으면 좀 더 부드럽게 만들 수 있고 우유는 고소함을 살려줘요.', '끓은 스프는 잠시 식혀준 후 살짝 식으면 믹서기에 넣고 10초이상 갈아주세요.믹서기믹서기에 뜨거운 스프를 넣으면 터질 수 있으니 꼭 살짝 식혀 갈아주세요.', '갈아준 스프는 다시냄비에 넣고 보글보글 끓여주세요,냄비중약불', '끓어오르면 소금1/4큰술과 치즈로 간해준 후 치즈와 소금이 녹으면 불을 꺼주세요.냄비중약불치즈를 넣어주면 좀 더 걸쭉하게 만들 수 있어요.']"
만두 수프,만두스프, 목우촌 닭안심살 대파 마늘 알감자 양파 애호박 물 참기름 당근 소금,"['닭안심살은 냄비에 담아 물을 붓고 대파와 마늘, 양파를 함께 넣어 푹 끓여 닭육수를 만들어 주세요. 국물이 뽀얗게 우러나면 건데기는 건지고 국물만 따로 받아놔 주세요.', '당근과 애호박은 씻어 먹기 좋은 크기로 비슷하게 잘라 주시고 알감자도 껍질을 벗겨 당근과 비슷한 크기로 잘라 주세요. 그리고 닭육수에 당근과 호박, 알감자를 넣어 한소끔 끓여 주세요.', '야채가 어느 정도 익으면 목우촌 물만두를 넣어 끓이다가 만두가 다 익으면 참기름과 소금을 넣어 맛을 내 주세요.']"
뷰코 코코넛 고구마 스프,고구마스프, 밤 양파 당근 샐러리 치킨스톡큐브 버터 뷰코 황설탕 시나몬가루,"['양파 반개, 샐러리, 당근, 치킨스톡큐브를 넣고 물 700ml를 부어 20분간 끓여 육수를 내주세요.', '나머지 양파 반개는 채썰어주세요.', '고구마는 납작하게 썰어주세요.', '팬에 버터를 녹이고, 고구마, 양파를 넣어 5분간 중간불에서 볶다가 끓여둔 육수를 부어주세요. 고구마가 무를 때까지 뚜껑을 덮고 중간불에서 약 25분간 끓여주세요.', '고구마가 익으면 4를 믹서기에 넣고 곱게 간 다음 냄비에 부어주세요.', '황설탕을 넣어주세요. 고구마의 단맛에 따라 설탕의 양은 가감해주세요.', '마지막으로 코코넛 밀크를 넣고 약한 불에서 한소끔만 끓여주세요.', '스프볼에 담고 코코넛 밀크와 시나몬가루를 약간 뿌려주세요.']"
만들기 아주 간단한 아보카도 스프(아침식사대용 만찬전),아보카도스프, 아보카도 버터 양파 우유 후추 소금 올리브유(선택) 파슬리(선택),0
