레시피 제목,요리명,요리재료,레시피내용
어버이날 특별한요리/수박스테이크,수박스테이크, 수박 깻잎 버터 대파 애호박 발사믹글레이즈 소 후추,"['재료 준비해 주세요~', '동그란 틀로 수박을 찍어 둥근 모양으로 만들어 주세요~', '대파와 애호박은 먹기 좋게 썰고 깻잎은 가늘게 채 썰어 주세요~', '그릴팬에 버터 올리고 녹으면 수박 올려 소금과 후추 약간씩 뿌려 앞, 뒤 뒤집어 가며그릴자국이 나도록 구워 주세요~버터 대신 올리브오일 사용해 구워도 좋아요~', '가니쉬로 올릴 대파와 애호박도 올려 같이 구웠어요~아스파라거스나 양파, 브로콜리등 집에 있는 재료가니시로 활용하시면 좋을거 같아요~', '접시에 구운 수박과 대파, 애호박을 예쁘게 올리고 발사빅글레이즈 소스를 뿌려 주세요~', '수박위에 채 썰어 둔 깻잎을 올려 주면 수박스테이크 완성~']"
|어버이날| 새콤 달콤 귤  파인애플로 만든 카프레제,파인애플카프레제, 생 귤 토마토 파인애플 참나물 로즈메리 올리브유 레몬즙 발사믹 다진,0
치즈감자호떡 4개,치즈감자호떡, 감자 찹쌀가루 소금 달걀,"['1. 감자 한 개를 손질한 후에 적당한 크기로 잘라 냄비에 넣고 삶아줘요.울집 불이 약한지 15분 소요강불', '2. 잘 익은 감자를 체에 밭쳐 물기 제거 후에 으깨서 준비해요곱게 잘 내려졌어요', '3. 으깬 감자에 달걀 노른자 1개. 찹쌀가루,소금을 넣고 잘 반죽해요. 한 덩어리 나왔네요. 집에 감자가 한 개 있더라구용.covid19로 수퍼배달해 먹다보니 재료가 없으면 없는대로 해 먹고 살아요.', '4. 반죽 덩어리 4개 나오네요. 모짜렐라 치즈(esmeralda de queso oxaca . MEXICO)일반적인 호떡을 먹고 싶어서 두개는 흑설탕을 넣어서 만들었어요. 맛은...있는데 레시피에 어울리지 않았어요. 제대로된 호떡 레시피로 해야하는게 맞네요.치즈 3조각씩 넣은 두 개의 호떡은 정말 바삭하고 있어요.중약', '4. 충분한 기름을 두른 후에 잘 익힌 호떡. 치즈감자 호떡 ~~너무 너무 맛있어요. 담엔 재료를 제대로 준비해서 해야겠어요.']"
맛남의 광장 김라면 이색적인 라면,김라면, 라면 대파 김 깨소금 들기름 청양고추 물 설탕 간장,"['대파와 청양고추는 송송 썰어 준비해주세요 김은 마른팬에 김을 구워 주시고 비닐팩에 구운 김을 넣은뒤 주물럭해주시면 김이 부서집니다 아이들 먹을 라면이라면 청양고추를 빼고 드시는게 좋을거 같아요 김은 돌김을 사용했지만 조미김 빼고 괜찮은거 같아요', '물100ml에 라면스프를 넣고 설탕 1/2큰술, 간장 1큰술을 넣어 소스를 만들어주세요 한번끓 어오르면 소스를 식혀 차갑게 만들어주세요 물양을 많이 넣어서 조리하면 싱겁다 느낌이 들어서 물100ml양으로 조리했어요 건강을 생각해서 라면사리를 한번 씻어 기름을 제거한다하지만 라면스프를 그대로 조리해서 넣으니 건강음식보다는 일요일날 온가족이 먹기에는 좋은 음식이라고 생각이 들어요', '라면사리는 끓는물에 삶아준 뒤 찬물에 살짝 헹궈 주시고 물기를 제거해주세요 물기 제거한 라면사리는 그릇에 담아 주시면됩니다 라면사리에 기름을 한번 제거해주니 담백한 맛이 날거 같다라는 생각이 드네요 간단하게 별미로 먹으면 좋을거 같은 김라면 같아요 끓여서 먹는 국물이 있는 김라면보다는 이렇게 비벼 먹는 김라면도 괜찮네요', '맛남의 광장 김라면 만들어봤어요 라면사리를 넣고 들기름 2큰술을 넣어 김가루와 깨소금 청양고추 대파를 올려주면 완성입니다']"
도넛버거 : 크리스피도넛에 치킨 넣어 칼로리 채우기 ,도넛버거, 도넛 닭다리살 로메인 토마토 양파 슬라이스치즈 소금 후추 청주 튀김가루 식용유 튀김 튀김가루 물 파프리카,"['토마토, 양파는 링으로 썬다.', '닭다리살에 소금, 후추, 청주를 넣고 밑간한다.', '튀김 반죽 재료를 고루 섞은 후 밑간 한 닭다리살을 튀김가루>튀김반죽 순으로 묻힌다.', '예열 한 기름에 노릇하게 튀겨 치킨 패티를 만든다.', '도넛>로메인>토마토>양파>치킨 패티>치즈>도넛 순으로 쌓아 완성한다.']"
백종원 부추전 비가오면 생각나는 이맛,부추전, 부추 당근 새우 청양고추 식용유 부침가루 물 멸치액젓 다진마늘,"['새우는 물에 불려주고 물기를 제거한 새우는 다져서 사용해도 좋고 그대로 넣어서 부침개를 만들어 먹어도 맛있어요', '부추는 깨끗하게 씻어 준비해주시고 알맞은 크기로 잘라 주세요 당근은 얇게 채 썰어주시고 청양고추는 다져서 준비해주세요 부추전을 만들때 다른 식재료를 첨가해 드시면 더 좋을거 같아요 간단하게 부추전을 만들어 먹을때는 소량의 식재료만으로도 맛을 낼수 있는 새우가 한수인거 같아요', '모든 재료를 큰볼에 넣어주시고 멸치액젓 1큰술과 다진마늘 1/2큰술을 넣어 주세요 액젓을 넣어 부침개를 만들어 먹지 않았지만 액젓으로 맛이 더 풍미가 있다고 하더라구요 보통 부침개에 간을 할때는 소금간이나 집간장으로 간을 하는 편이지만 액젓으로 부침개맛이 기대가 되네요 오랫동안 냉장고 보관이 어려운 부추는 신문지나 치킨타올에 흙이 묻어있는 상태로 보관하는 것이 좋으면 물기가 있을때는 바싹 제거한 상태로 보관해야 상하지 않아요', '부침가루 종이컵으로 반컵 모자란 양을 넣고 물을 조금씩 부어가며 반죽농도를 조절해주는것이 좋아요 한꺼번에 물양을 많이 넣어서 반죽을 하게되면 질어지고 또 다시 부침가루를 넣어 농도를 맞추어야하니 물 양의 조절이 중요한거 같아요 반죽을 손에 쥐고 떨어뜨려서 덩어리채로 떨어지면 적당한 농도입니다', '팬에 식용유를 두르고 팬이 달궈지면 중불에서 부침개를 부쳐주세요 센불에 부침개를 부칠때는 겉면만 탈수 있으니 약불 중불에서 노륵하게 부쳐주시는게 좋아요', '진간장 1큰술, 식초 1큰술, 황설탕 1/2큰술으로 간단하게 초간장을 만들어 보세요']"
맛남의광장 고구마피자 응용해서 만든 감자피자,감자피자, 양파 홍고추 풋고추 베이컨 계란 허브솔트 허브솔트 피자치즈 감자,"['양파 1/2개는 굵직하니 다져 줍니다. 홍고추 1개, 풋고추 2개는 길이로 길게 반으로 갈라 씨를 빼고 쏭쏭 썰어 줍니다.', '베이컨 100g은 길이가 짧은 쪽으로 채썰고 계란 1개, 허브솔트 1/3작은술과 함께 고루 잘 섞어 감지피자 토핑으로 준비해 줍니다. ', '감자 1개를 껍질벗겨 채칼을 사용해 얇게 슬라이스한 후 채 썰어 줍니다. 채썬 감자는 씻지않고 바로 사용해야 감자에서 나온 전분으로 서로 잘 엉겨 붙습니다.', '그리고 달군 팬에 식용유를 두르고 채 썬 감자를 후라이팬에 서로 엉기도록 고루 펴 올려 준 후 허브솔트 3꼬집을 고루 뿌려 줍니다.', '그리고 앞, 뒤 노릇하니 감자채 부침개를 부쳐 줍니다. ', '오븐팬에 유산지를 한장 깔고 노릇하니 부친 감자채 부침개를 올려 줍니다. ', '그리고 준비한 토핑을 감자채 부침개 위에 고루 올려 줍니다.', '그리고 피자치즈 150g을 고루 올려 준 후 예열된 오븐 180도에서 15~20분간 구워 줍니다.오븐', '구워진 감자피자는 피자칼 또는 가위로 먹기좋게 잘라주세요. 피자드실때 처럼 취향에 따라 케첩, 핫소스, 파마산치즈가루를 뿌려 드세요~']"
별미 아카시아꽃 전 달큰하니 맛있어요,아카시아꽃전, 아카시아꽃 정수물 부침가루 카놀라유,0
에어프라이어 멕시코풍 소고기 굽는 법 비프파히타,비프파히타, 소고기 토르티야 양상추 양파 빨강 노랑 토마토 다진 다진 다진 다진 핫 레몬즙 설탕 소금 후추 올리브오일 고기 큐민 칠리 레몬 다진 소금 후추 식용유 사워크림 모차렐라,"['양파, 파프리카는 손질하여 굵게 채 썰고 양상추는 손으로 먹기 좋게 찢는다.', '소고기는 굵게 채 썰어 고기 양념 재료를 넣고 버무려 섞는다.취향에 따라 고수를 가감해요.', '토마토 살사 재료를 고루 섞어 곁들일 살사를 만든다.', '에어프라이어 바스켓에 양념 한 고기를 넣고 190도 온도에서 5분간 굽는다.에어프라이어', '고기가 구워지면 채 썬 양파, 파프리카를 한쪽에 넣고 10분간 더 익힌다.', '접시에 구운 소고기, 구운 채소, 양상추를 담고 토마토 살사와 사워크림, 모차렐라 치즈, 토르티야를 곁들여 완성한다.토르티야는 전자레인지에 조리하거나 에어프라이어 170도에서 5분간 구워 주세요.', '토르티야에 소고기, 채소, 살사, 치즈 등을 넣어 돌돌 말아 먹는다.']"
대왕 소떡소떡,소떡소떡, 소떡재 가래떡 빅 전분 파슬리 소떡소 고추장 케찹 간장 설탕 다진마늘 올리고당 청양고추,"['떡집에서 가래떡 3줄을 썰어서 준비합니다~!', '감자전분도 약20g을 준비해줍니다. 사용해본결과 10g만 준비해도 충분할꺼 같습니다~!', '빅 비엔나를 기름에 볶다가 터질수가 있으니 칼집을 살짝 내주어 준비해 줍니다~!', '가래떡을 겉에만 뭍혀준다는 생각으로 전분을 살짝 뭍혀줍니다~!', '기름을 두르고 키친타올로 살짝 닦아줍니다~!', '고추장을 2스푼같은 1스푼을 넣어줍니다~!', '케찹2스푼~!지금은 살짝 양념치킨소스에 가깝고 떡꼬치 소스를 원하시는분은 고추장을 조금더 추가해주세요~!', '간장2스푼~!', '설탕을 2스푼넣어줍니다.', '마늘을 꽉꽉 2스푼 넣어줍니다.', '올리고당도 넉넉 하게 2스푼을 넣어주고 중약불에 섞어줍니다~!', '씨를 뺀 청양고추를 다져서 너무 꾸덕하게 되기전에 같이 넣고 볶아줍니다~!!', '소스를 만들고 나서 떡을 얕은 기름에 굴려가며 튀겨주고 나서 소시지도 볶아 주고 소스를 같이 섞어 서로 볶아주면 완성~!!(완성후 파슬리 톡톡~)소스를 만들고 나서 떡을 튀겨주세요~! 순서 바뀌면 떡이 식어서 별로 랍니다~!']"
부대떡볶이 : 떡볶이인가 부대찌개인가?! 부대찌개 양념장으로 떡볶이 만들기 ,부대떡볶이, 햄 비엔나소시지 김치 떡볶이떡 라면사리 슬라이스치즈 파채 물 양념재 고추장 간장 설탕 참기름 후추,"['햄은 한 입 크기로 썰고 비엔나소시지에는 칼집을 낸다.', '볼에 참기름을 제외한 양념 재료를 넣고 양념장을 만든다.', '냄비에 참기름을 두르고 김치를 볶다가 물과 양념장을 넣는다.', '물이 끓어오르면 햄, 비엔나소시지, 라면사리, 떡볶이떡을 넣고 끓인다.', '파채, 슬라이스치즈를 올려 완성한다.']"
사골참치리조또:맛있고 건강한 퓨전한그릇,사골참치리조또, 오분 사골육수 다시마물 우유 버터 참치캔 양 대 당 부 소 후,"['쌀은 최소한 2시간 이상 불려놓는다', '참치캔은 뜨거운 물에 샤워시키고 체에 받혀 기름기를 완전히 뺀다', '양파,대파,당근,부추 등은 잘게 썰어둔다', '냄비에 버터를 두르고 대파와 양파부터 볶다가ㅡ', '당근을 볶아준다, 이때 소금간을 약간만 한다', '쌀을 넣고 충분히 볶아준다', '쌀이 투명해지면서 볶아지면 사골육수와 다시마물을 1:1비율로 넣는다', '사골육수와 다시마물을 넣고 좀 더 볶아주다 뚜껑을 덮고 불을 낮춘 후 쌀을 익힌다중간에 뚜껑을 열어보아 필요에 따라 육수와 다시마물을 보충해 준다', '밥이 거의 익으면 기름뺀 참치를 넣어 뒤적여준다', '우유50ml를 넣고 볶다가 소금 후추를 넣어 간을 맞춘다', '부추를 넣고 마무리 한다', '입맛에 따라 파마산 치즈가루를 더해 줘도 좋다']"
라이스페이퍼를 구우면?! 두부라이스페이퍼구이,두부라이스페이퍼구이, 라이스페이퍼 깻잎 식용유 두부속재 두부 노랑 빨간 깻잎 게맛살 양파 간장 소금 후추 칠리소스 땅콩소스,"['파프리카, 양파, 게맛살을 넣고 다진다.', '두부는 면포로 감싸 수분을 꼭 제거한다.', '볼에 수분을 제거 한 두부, 다진 채소, 간장, 소금, 후추를 넣고 섞는다.', '라이스페이퍼에 깻잎을 깔고 섞은 재료를 올려 돌돌 만다.', '팬에 기름을 두르고 돌돌 말은 라이스페이퍼를 굴려 가며 구워 완성한다.좋아하는 소스를 곁들여 주세요.']"
간단한 무스비 ,무스비, 스팸 달걀 소금 밥 참기름 통깨,"['1. 스팸 6등분 했더니 좀 두꺼운듯 했는데 밥량ㅇ ㅔ맞추다보니그냥했어요.구운후에 기름제거를 해주세요.(키친타월)', '2. 달걀을 푼 후에 소금간을 살짝 한 후에 적당한 두께로 부쳐주세요.스팸크기랑 무스비 틀이랑 맞춰서 잘라주세요', '3. 밥에 참기름, 소금. 통깨를 넣고 잘 섞어주세요.', '4. 반찬통 안에 들어있는 구분 용기를 사용했어요. 크기가 적당하니 좋아요.비닐랩을 먼저 여유있게 깔고 밥,재료 ,밥,재료 ,밥 순으로 누르면서 넣으면 단단하고 좋아요.밥,재료,밥 순으로 해도 예쁜데 나중에 김으로 감싸줄때에 조금 움직 이더라구요..', '5. 꺼낼 때는 랩을 사방으로 잘 잡고 살살 당겨서 꺼내주세요.', '5. 꺼내서 그대로 랩으로 잘 감싸 주시면 되요.', '6. 싸놓은 무스비 크기에 따라 김도 잘라주세요. 6개 만들어졌어요.', '7. 김에 올려놓고 잘 감싸주세요완성된 사진이 어디로 갔지? 안 찍었나봅니다.', '8, 한 개에 4조각 나오네요. 들고 먹기에 딱 좋은것 같아요.커피를 좋아하다보니 간단하게 커피 아메리카노랑 아침식사를 했어요.']"
참치 훈제굴 카나페,참치훈제굴카나페, 참크래커 참치캔 훈제 미니파프리카 양파 마요네즈,"['파프리카와 양파를 모두 채썰어주세요', '빈 보울에 야채와 참치캔을 넣고 참치를 으깨면서 비벼주세요', '어니언딥소스(마요네즈 가능)를 넣고 골고루 비벼주세요', '참크래커 과자에 한 스푼씩 올리면서 바로 플레이팅 해주세요', '참크래커 위에 훈제굴을 올리기 위해 접착용으로 아일랜드 드레싱을 살짝 바르고 얹습니다. 스리라차 소스를 위에 콕 찝어 봤는데 맛에 큰 차이가 없어서 케찹으로 해도 될 듯 하네요.', '참치 카나페와 훈제굴 카나페 플레팅 완성입니다.']"
다이어트 식단 - 콜리플라워로 만든 토마토 리조또,토마토리조또, 밥대신 콜리플라 표고버섯2 양파1 마늘(슬라이스한 새 옥수 스파게티토마토소 올리 청양고 파마산치즈가,"['팬에 올리브유를 뿌린후 손질한 표고버섯, 양파, 마늘을 볶아준다.', '냉동 콜리플라워, 냉동 새우를 전자레인지에 넣어 해동시킨다. 팬에 볶아진 야채와 해동시킨 재료를 섞어 함께 볶는다.전자레인지', '토마토 소스를 넣어 볶는다.', '오븐용기에 먹을 만큼 덜어놓고 모짜렐라, 체다치즈, 올리브, 청양고추를 토핑한다.', '오븐에 넣어 160도에서 5-10분정도 굽는다.오븐', '오븐에서 꺼내 파마산치즈가루, 파실리 가루를 뿌려준다.']"
주말요리 백종원 응용레시피 숯불바베큐 치킨 맛이 나는 대파닭볶음,대파닭볶음, 닭볶음탕용 소 마 대파 올리브오 간장 설탕 굴소스 통 허브솔 참기 물,"['닭은 손질한후 핏물을 뺍니다', '종이호일을 깔고 오일을 붓고 닭에 밑간을 하면서 굽습니다', '닭을 뒤집고 마늘을 넣고 같이 굽습니다', '익은 순서대로 웍에 옮깁니다', '대파를 썰어 놓습니다', '웍에 불을 켜고 순서대로 양념을 합니다', '불판에 담습니다']"
집에서 떡갈비 맛있게 만드는법,떡갈비, 소고기 배 후추 간장 설탕2 밀가루2 양파1 가래떡,0
삼겹살 떡볶이 황금레시피 양념장 뚝딱,삼겹살떡볶이, 떡볶이 어묵 양파 육수 대패삼겹살 대파 양배추 양념장(밥숟가락 고추장 고춧가루 간장 다진마늘 설탕 후춧가루,"['먼저 육수를 내주는 과정이 필요해요.떡볶이는 육수를 내주면 훨씬 맛이 깊고 진하더라고요.멸치 한줌, 다시마 두조각을 넣고 팔팔 끓여주세요.', '물이 끓으면 다시마는 건져내준 후 멸치만을 활용해 약 10분 더 중불로 끓여준 후 건져내주면진한 육수가 완성돼요.', '그 사이 떡은 살짝 불려 준비했구요.떡은 불려주면 조리시간이 단축이 되어 편리하답니다.', '사각어묵은 한컵정도, 양배추도 한컵정도양파도 채썰어주고 대파는 어슷썰어 준비해주면 재료준비가 모두 끝나요.대패삼겹살은 하이포크몰 대패로 10장가량 준비했어요.', '양념장은 미리 만들어두면 좋은데요.고추장 한큰술 그리고 반큰술 더, 고춧가루 두큰술, 간장 한큰술, 마늘 한큰술, 설탕 두큰술, 후춧가루솔솔로 잘 섞어 준비해주세요.너무 뻑뻑하다 싶을 때는 육수를 한두큰술 넣어 풀어주면 좋아요.', '고기는 미리 익혀 준비해주세요.익혀주면서 허브솔트를 솔솔 뿌려 간해주세요.없다면 소금+후추도 좋아요.', '이제 끓여둔 육수 500ml 정도에 준비해둔 양념장을 모두 부어주세요.', '불려둔 떡도 모두 넣어주세요.떡은 불려주었기 때문에 오랜시간 익히지 않아도 된답니다.재료들을 바로바로 넣어주시는 것이 좋아요.', '대파를 제외한 준비한 부재료들을 모두 넣어주세요.매콤~하면서도 달콤한 향이 마구마구 올라오는게 완전 군침돌더라고요.저는 육수를 넉넉히해 국물 떡볶이 양념장 스타일로 만들었어요.', '재료를 모두 넣었다면 강불에 바글바글 졸이듯 끓여주면 되는데요.어묵 또한 금방 익고, 양배추나 양파 등은 살짝 아삭하게 익혀주면 맛있어요.강불에 끓이면서 원하는 농도가 되었을 때까지 기다려주세요.', '불리지 않은 떡은 좀 더 오래익혀주시고, 떡을 젓가락으로 찔러보았을 때부드럽게 쏙 들어가면 다 익은 증거니 이 때 대파를 모두 넣어주세요.바글바글 끓여준 후 접시에 덜어내주고, 준비한 대패삼겹살을 위에 한가득 얹어주면 완성뜨거운 떡볶이 양념장 위에 얹어주어야 삼겹살이 미열로 조금 더 익으면서기름이 새어나와 전체적으로 맛이 더 좋아져요.']"
69레시피/우삼겹파스타,우삽겹파스타, 파스타면 우삼겹살 방울토마토 마늘 페페론치노 양파 올리브유 소 파마산치즈가루 어린잎채소 간장 굴소스 황설탕 후추,"['재료 준비해 주세요~', '마늘은 편으로 썰고 양파는 먹기 좋은 크기로 썰고 방울토마토는 이등분해 썰어 준비해 주세요~', '끓는 물에 소금 1스푼 넣고 파스타면 넣고 9분~10분 정도 삶아면은 건져 두고 삶은 면수도 따로 챙겨 두세요~', '원형팬에 올리브유 두르고마늘, 페페론치노, 양파 넣고 볶아 준 다음우심겹 넣고 붉은기가 없이 볶아 준 다음 삶은 파스타면 넣고 면수를 넣어 주세요~', '적힌 분량의 간장, 황설탕, 굴소스를 넣고 볶아 주세요~', '후추도 톡톡 뿌려 주시구요~', '파마산 치즈가루 솔솔 뿌려 마무리 하면 우삼겹파스타 완성~', '어린잎채소 올려 주면 보기도 예뻐요~']"
토마토달걀볶음,토마토달걀볶음, 토마토 달걀 대파 다진마늘 달걀물양 소금 후추 토마토양 굴소스 소금 설탕,"['대저토마토는 4등분해서 잘라주고 양파는 채썰어줍니다. 쪽파는 3-4cm 길이로 잘라줍니다. 토마토는 껍질을 벗기지 않았는데, 껍질을 벗기면 식감은 부드러우나 모양이 으스러지기 때문입니다. 토마토 껍질을 벗기실 분들은 토마토 윗부분에 열십자로 칼집을 넣은 뒤, 끓은 물에서 살짝 데친 뒤 껍질을 벗겨주면 됩니다.', '달걀을 풀어준 다음 구운 소금을 약간 넣어줍니다', '팬에다 올리브유 1큰술을 먼저 넣고 양파채를 넣고 볶다가 다진 마늘 1큰술을 넣어줍니다. ', '양파와 마늘이 어느 정도 볶아지면 대저토마토를 넣고 볶아줍니다. 그리고 한쪽으로 야채들을 밀어놓고 달걀물을 부어 스크램블을 만들어줍니다. 거품기로 휘저어주면 스크램블이 잘 됩니다. ', '완성된 스크램블을 야채 쪽으로 밀어 놓고 남은 달걀물을 부어 스크램블을 마저 만들어줍니다. 마지막에 쪽파를 넣어 볶아줍니다. 마지막으로 구운 소금을 약간 뿌려줍니다. 양파에 간이 안 배였기 때문이지요. ']"
|10분완성| 돼지불고기월남쌈 : 맛도 좋고 다이어트식으로도 그만이에요~ ,돼지불고기월남쌈, 돼지고기 파프리카 간장 다진마늘 설탕 부추 라이스페이퍼,0
로코모코,로코모코, 간소고기 양파 다진마늘 버섯 계란1개 수제 간장 굴소스 설탕 소금과 계란1개 튀김가루 마요네즈 그레이비 버터 물 돈까스소스 치킨스톡 후추 설탕,"['버섯을 먹기 좋은 크기로 등분해주세요.양파 1개를 채썰고 다진마늘을 준비해주세요.채썬 양파중 반은 수제 함박스테이크용에 사용됩니다.', '빈 보울에 간소고기를 넣고 채썬 양파 반개와 다진마늘 2스푼 넣어주세요.', '여기에 간장 2스푼, 굴소스 1스푼, 설탕 0.5스푼, 소금과 후추 살짝 뿌립니다.', '계란 1개와 튀김가루(혹은 빵가루) 2스푼넣고위생장갑을 끼고 조물조물 섞어주시다가', '마요네즈를 조금 넣은뒤에 함박스테이크 모양으로 빚어주세요.', '수제 함박스테이크로 빚어내어 굽기를 대기(수제 함박스테이크 만들기가 번거로우시다면 그냥 시판 함박스테이크를 이용하셔도 됩니다)', '후라이팬에 식용유는 살짝만 바른뒤(버터를 쓰셔도됨) 함박스테이크를 굽습니다.함박스테이크가 다 구워지면 다른 용기에 담아두세요.', '그레이비소스를 만들 차례입니다.우선 고기 육즙이 그대로 남은 후라이팬에 채썬 양파, 버섯, 그리고 버터 1조각을 넣습니다.', '그리고 물 한컵, 돈까스소스 4스푼, 후추 조금, 치킨(비프)스톡 반토막, 설탕 1스푼을 넣어주세요.이렇게 해서 끓여냅니다.', '다른 한편의 작은 후라이팬에서는 식용유를 살짝 두르고 약불에서 3분간 익히면 써니사이드업 계란 후라이가 나오게 됩니다.', '접시 한쪽에 밥을 담고 함박스테이크를 놓습니다.스테이크 위로 그레이비 소스를 넉넉히 담습니다.가장 마지막 계란 후라이를 얹어주시면 로코모코 요리가 완성됩니다.']"
편스토랑 이정현 참치 멘보샤,참치멘보샤, 참치 다진 식빵 마요네즈 레몬쥬스 고춧가루 식용유,"['먼저 느끼함을 잡기 위해 양파를 조금 다져 준비해 주세요.식빵은 요리 시작하기 전 냉동실에서 30분 이상 보관해 주세요.칼로 썰 때 반듯하게 잘 잘린답니다.', '참치 150g을 기름기는 쫙 빼 준비해 주세요.여기에 다진 양파와 마요네즈 2T, 고춧가루 1T, 레몬주스 1T를 넣고 잘 섞어 주세요.이렇게 멘보샤의 속 재료는 완성되었어요.', '식빵은 갈색 부분은 잘라내고 4등분으로 비슷한 크기로 잘라주세요.', '만들어놨던 참치소를 올려 샌드해주세요.', '살짝 눌러준 후 팬에 올려주세요. 식빵 윗부분에 식용유를 살짝씩 뿌려주세요.기름에 튀겨도 좋지만 칼로리를 생각해 구워보았습니다.', '예열된 오븐 200도에서 15분간 구워주세요.오븐의 사양에 따라 달라질 수 있으니 확인해 주세요.오븐', '색감을 위해 파슬리가루도 살짝 뿌려주었습니다.이렇게 간단하게 완성이 된 참치멘보샤이네요.']"
김말이는 쉽게 만드는법! 에어프라이어와 라이스페이퍼로 만든 분식 튀김 ,김말이, 라이스페이퍼 김 당면 당근 다진 올리브오일 양념 간장 설탕 물 참기름,"['당근은 채 썰고 김은 4등분한다.', '당면은 따뜻한 물에 담가 불린다.', '팬에 기름을 두르고 채 썬 당근, 다진 마늘을 볶다가 반쯤 익으면 불린 당면, 양념 재료를 넣고 볶는다.물기 없이 볶아주세요.', '4등분 한 김에 볶은 당면을 먼저 돌돌 말아 준 후 라이스페이퍼로 돌돌 만다.', '에어프라이어 바스켓에 라이스페이퍼 말이를 넣고 올리브오일을 뿌린 후 190도 온도에서 10분간 구워 완성한다.에어프라이어- 중간에 뒤집어 가며 구워 주세요.- 오일을 넉넉히 뿌려야 달라붙지 않아요.']"
수미네반찬 가지전 만드는법 쫄깃하고 바삭한 부침요리,가지전, 가지1 소금 계란 당근 부침가루150,"['간단하게 부침요리중 색도 예쁘고 블랙푸드로 건강에 너무 좋은가지요리 가지전 황금레시피 시작해 볼께요', '가지는 적당한 크기로 잘라 주세요.', '소금한꼬집.계란3개.당근한움큼을 넣고 계란물을 만들어 주세요.', '그리고 부침가루 150g에 가지 썬것을 넣고 흔들어서 부침가루 옷을 입혀 주세요.', '그리고 계란옷을 마지막으로 입혀 주세요.', '그리고 앞뒤로 노릇 노릇하게 부쳐 내주심 되세요.정말 간단하지요?', '그럼 맛있는 가지전 완성이네요.']"
맥주를 부르는 안주! 맥앤치즈! 화끈하게 먹는 매운맛!! HOT 맥앤치즈,맥앤치즈, 마카로니 베이컨 청양고추 밀가루 버터 우유 모짜렐라치즈 체다치즈 식용유 양념 불닭소스 파프리카 소금 후추,"['청양고추, 베이컨은 잘게 다진다.', '끓는 물에 소금을 넣고 마카로니를 10분간 삶는다', '팬에 기름을 두르고 자른 베이컨을 노릇하게 굽는다.', '냄비에 버터를 녹인 후 밀가루를 넣고 충분히 볶는다.', '밀가루가 충분히 볶아지면 우유를 나눠 넣어가며 끓인다.', '삶은 마카로니, 양념 재료를 넣고 끓인다.불닭소스 대신 청양톡톡, 대파톡톡을 1/3봉씩 넣어도 좋아요 ', '다진 할라피뇨, 모짜렐라 치즈, 체다 치즈를 넣고 골고루 섞는다.', '재료가 고루 섞이면 그릇에 담고 구운 베이컨을 뿌려 완성한다.']"
 타마고 멘치카츠 집에서 만들기,타마고멘치카츠, 돼지고기 소고기 양파 계란 표고버섯 대파 돈가스소스 후추 소금 밀가루 마늘 빵가루,"['계란10개를 삶아줍니다 소금 반스푼을 넣어줍니다. 정확히 물이 끓기시작해서 7분만에 꺼내서 찬물에 담근후 얼음물에 담궈 주세요.', '야채 3가지를 다지듯이 썰어줍니다 아주 곱게 썰어줍니다.', '소고기 돼지고기를 섞은후 후추와 소금을 한 꼬집넣고 모든야채를 넣어줍니다.', '마늘과 통깨도 넣어주고 밀가루 3스푼을 넣고 함께 골고루 섞어줍니다.', '이제 계란반숙에 곁을 고기로 돌아가면서 쌓아줍니다.너무 고기를 두껍지 않게 해주세요.', '고기를 밀가루 먼저 뭍이고 그다음 계란물을 뭍이고 다음에 빵가루 순으로 만들어 줍니다. 빵가루는 식빵을 부수어서 해도 좋습니다.', '기름온도는 170도에서 바삭하게 튀겨냅니다.불은 중불에 맞춰서 타지않게 합니다.동글동글 굴려가며 익혀주세요.', '완성되어 한김나가면 아이들에게 줄건 이쁘게 캐릭터 호일에 포장했어요.얼마전 스타벅스에서 구입한 예쁜호일입니다.']"
