레시피 제목,요리명,요리재료,레시피내용
총각김치담구기~~~^^,총각김치, 알타이 양파 홍고추 청양고추 쪽파 찹살풀 새우젓 다진마늘 생강 까나리액젓 다시다 매실 깨소금 올리고다 고추가루,"['싱싱한알타리2단하고쪽파반단구매', '열십자로자르고깨끗히손질해서굵은소금에3시간정도절여주세요~^^', '홍고추와양파2개찹살풀.까나리액젓은믹서기에갈아주세요~^', '믹싱볼에홍고추갈은거하고양파하나썰어넣고.쪽파.생강.마늘.올리고당.고추가루.새우젓.매실액.다시다.깨소금.넣으시고버무려주세요~^^', '알타리하고양념장을골고루버무려주세요~^^중간에맛보시고싱거우면소금이나액젓으로추가해주시면되고요~~색깔이연하게나오면고추가루를추가해주세요~~^^']"
명절음식 얼갈이배추 물김치 초간단 쉽게담기 엄마레시피,얼갈이배추물김치, 얼갈이배추 육수 천일염 마늘 양파 사과 쪽파 매실액 밥 액젓,"['냉장고속 재료들을 넣고 멸치와 다시마도 넣고 15분정도 육수를 고아낸다', '얼갈이 배추 다듬어서 5cm길이로 자르고 깨끗이 씻어서 천일염을 켜켜이 뿌려 절인다', '밥한공기에 쪽파와 양파를 제외한 모든 재료를 넣고 갈아준다찹쌀풀도 좋지만 간단하고 쉽게 밥을 갈아도 좋아요', '육수 5L에 갈아놓은 양념재료 섞어서', '절여놓은 얼갈이 배추 깨끗하게 3번 헹구고 쪽파와 양파를 넣고 갈아놓은 양념과 육수물을 붓고 뒤적인다', '김치통에 담고 하루반나절 두었다가 냉장보관한다', '추석명절 김치로 시원하고 상큼함이 고기와 기름진 음식 그리고 떡과 함께하면 정말 개운한 맛이 일품이다']"
명절음식 양념게장 /양념꽃게무침 쉽게 만들기 엄마레시피,양념게장, 꽃게 진간장 고추가루 마늘 생강즙 쪽파 양파 청양고추 매실액 통깨 참기름,"['꽃게를 깨끗이 씻어 체에 받쳐놓고', '진간장에 모든 양념재료를 고루 섞어놓고', '체에 받쳐놓은 꽃게에 양념장을 넣고 버무려 주면 양념게장 완성', '냉장고에 하루정도 넣어 두었다가 상에 올린다']"
파김치만들기 : 새댁에게 가장 쉬운 김치,파김치, 쪽파 찹쌀 찹쌀가루 물 고춧가루 멸치액젓 새우젓 다진마늘 생강 설탕 매실액,"['쪽파 한 단을 손질하고 깨끗하게 씻어줍니다. 손질하고 나니 700g 정도 되더라구요.', '쪽파의 끝부분을 멸치액젓으로 절여서간이 잘 베이게 해야합니다.멸치액젓 1/3컵을 넣어줍니다.이 멸치액젓은 나중에 양념에 넣을거에요. 30분 정도 절여주고 뒤집어서 다시 30분 절여줍니다.', '절이는 동안 찹쌀풀을 만들게요.물 1컵에 찹쌀가루 2스푼을 잘 풀어준 뒤덩어리가 생기지 않게 끓여줍니다.', '끓은 찹쌀물은 식혀줍니다.', '파김치 양념장을 만들어볼게요. 고춧가루 1컵에 매실액 2스푼을 넣어줍니다.', '설탕 2스푼을 넣어요.', '새우젓 2스푼을 넣어줍니다.', '생강 0.5 스푼과 다진마늘 1스푼을 넣어요. 생강이 없으면 생강가루도 좋아요', '쪽파를 절였던 멸치액젓 1/3컵을 넣어요.', '식은 찹쌀풀을 넣으면 양념이 완성됩니다.', '쪽파에 뿌리부터 양념을 뭍혀 잘 버무려줍니다.', '잘 버무린 파김치를 김치통에 담고 실온에서 하루 숙성시킨 뒤 냉장고에 보관 후 3일 뒤에 드시면 됩니다.', '맛있게 익은 파김치 ><다른 김치에 비해 비교적 쉬워서새댁들이 쉽게 할 수 있는 파김치랍니다.']"
가을 오이소박이 만드는 법 /미니 오이소박이는 어떨까?,오이소박이, 오이 미니 부추 찹쌀 액젓 마늘 고춧가루 매실청 굵은소금 물 소금,"['가을 오이와 미니 오이로 오이소박이 만들었어요가을 오이는 아삭함을 더해주어 부추 넣어 오이소박이를 만들면풍부한 식감을 즐기실 수 있는데요', '마트에 팔고 있는 미니 오이를 본 순간호기심 발동한 오포댁미니 오이소박이도 함께 만들어 봅니다', '가을 오이는 먼저 물로 씻어 식초물에 살짝 담가 주면농약이 씻겨 나간다고 하여식초물에 살짝 담갔답니다', '만물상 오이소박이 만드는 방법과 같이오이는 등분하지 말고 통째로열십자로 칼집을 내어 줍니다위 사진처럼요', '미니 오이도 같은 방법으로 칼집을 내어 주었어요', '칼집 넣어 준 모습 보이시죠?미니 오이 사이즈가 엄지손가락 크기와별 차이가 없는 모습이네요', '물과 소금 10:1로 넣어 팔팔 끓인소금물을 바로 오이에 부어 줍니다', '물이 식을 때까지 절여준 후오이를 건져', '위 사진처럼 돌로 꼭 눌러 줍니다2-3시간 이렇게 눌러 주면다 드실 때까지 오이소박이의아삭한 식감을 만끽하실 수 있더라고요', '잘 절여진 오이 모습 보이시나요?', '미리 준비해 둔 찹쌀 풀에', '잘게 썰은 부추 넣고', '오이소박이 재료 모두 넣어 버무려줍니다', '가을 오이소박이 만드는 법잘 절여진 오이 열십자 칼집 사이에재료를 넣어 주면 되는데요미니 오이는 작아 좀 힘이 드네요 ㅠㅠ', '가을 오이와 미니 오이소박이 만드는 법완성된 모습이네요익혀 먹어도 좋으나오포댁네는 바로 먹는 걸 즐기니곧바로 냉장고로 고고']"
꿀처 나박물김치,나박물김치, 알배기배추 무 당근 사과 쪽파 통마늘 양파 생강 홍고추 물 찹쌀풀 까나리액젓 소금,"['우선 물(200ml)에 찹쌀가루(3스푼)을 넣고 찹쌀풀을 끓여주신후에 한김 식혀주세요~', '찹쌀풀이 식는동안 무, 배추, 사과, 홍고추, 쪽파, 당근을 깨끗이 씻어 먹기좋은 크기로 잘라놔주세요~', '믹서기에 식은 찹쌀풀과 까나리액젓(3), 양파(1/2개), 통마늘(6~10개), 생강(4cm)을 같이넣고 갈아서 양념을 만들어놔주세요~', '이제 김치통에 모든 재료들을 넣고 물 3L와 위에 양념을 부어 잘 섞어주신후 부족한 간은 소금으로 기호에 맞게끔 넣어주시면 되세요~', '저는 개인적으로 소금(4)만 넣어서 간은 심심하게했고요, 익은 물김치를 좋아하는지라 밖에서 3일정도 숙성시킨후에 김치냉장고에서 하루,이틀 더 냅뒀다가 먹었어요~이 사진도 만든지 일주일정도 지난후에 찍은 사진이예요^^']"
추석 김치 담그는 법/가을배추 포기김치와 겉절이 만들기,김치, 배추 무 고춧가루 마늘 양파 홍고추 찹쌀풀 매실청 액젓,"['추석 김치 담그는 법 레시피시작해 볼게요먼저 배추 절이는 방법부터 간단히 설명해 보면요배추는 한 통을 네등분 한 후 물에 두어 번 헹구어 불순물을제거해 줍니다', '배추 절이기 소금양은 제 경험상소금 한 줌에 배추 한쪽이면 적당하고요', ""소금은 배추 중간중간 켜켜이 뿌려줍니다그렇게 소금 뿌린 '가을 배추'는두 시간 정도 절여 준 후 뒤집어 다시 두 시간 정도 절여 주면 된답니다"", '무는 감자 깎는 칼로 껍질 벗겨 준비', '마늘도 씻어 준비', '양파도 껍질 벗겨 준비', '텃밭에서 키운 홍고추도 준비', '오포댁이 제일 싫어하는 무채 썰기오포댁은 무채 써는 게 너무 힘들어배추김치가 담기 싫을 정도랍니다 ㅠ', '오포댁 애용하는 황도복숭아도 갈아 준비', '홍고추와 양파, 마늘은 액젓 넣고믹서기에 갈아 준비합니다', '재료 준비하는 동안 잘 절여진 배추 모습', '배추는 반을 접어 부러지지 않으면잘 절여진 상태랍니다Tip: 너무 절여지면 아삭한 맛이떨어지니 참고하시고요', '오포댁 가을배추김치는쪽파 대신 부추를 사용합니다여름 김치는 쪽파를 넣으면 김치가물러지는 경우가 있다 하여부추를 넣는데요이번 가을 포기김치에부추를 넣는 이유는쪽파 껍질 까기가 귀찮아서는절대 절대 아니랍니다 ㅎㅎㅎ', '무채에 껍질까기 귀찮아 쪽파 대신 사용된 썰어 놓은 부추도 넣어주고요 ㅎㅎ', '믹서기에 갈아둔김치 담그기 레시피 재료들과고춧가루 매실청 추가하여', '모든 재료 넣고 버무려 주면추석 김치 담그는 법 거의 완성입니다', '위 재료에 양념 켜켜이 넣고김치통에 차곡 차곡 담아주면추석 포기김치 담그는 법 완성김치통 한통 가득히 나온 모습이네요포기김치는 실온에서 하루나 이틀정도 익혀줍니다', '그다음은 배추 겉절이 만들기절여진 배추를 쭉쭉 찢어 줍니다', '찢은 배추에 위 레시피 양념 넣고 버무리면 가을배추 겉절이도 완성된 모습이네요']"
세상에서 제일 쉬운 김치 담그기 파김치 만드는 법,파김치, 파 찹쌀가루 까나리액젓 올리고당 매실청 고추가루,"['마트에 갔더니 쪽파 가격은 비교적 저렴한단 2,500원 두 단 5천 원 구입야채 가격이 하도 비싸마트 가기가 겁나는 정도네요 ㅠㅠ', '쪽파 다듬을 동안찹쌀가루 다섯 스푼에 물 200ml 넣어 찹쌀 풀 끓여 식혀 둡니다', '파김치 만드는 법제일 어려운 단계 파 다듬기 ㅎㅎ그정도로 파김치는 파 다듬기만 끝나면전혀 문제 없답니다', '잘 다듬은 파는반을 잘라 절여 줄 거예요한 번에 절이면 좋은데머리 쪽이 덜 절여지는 경우가 있어반 잘라 주었답니다', '액젓 반컵에 파를 절여 줍니다15분후 뒤집어 다시 절여 주어요', '총 30분 정도면 뒤집어 절이는 것까지파 절이기 충분한 시간이랍니다', '파김치 만드는 법 레시피 잠깐 소개하면요파 절였던 액젓 양념으로 재사용 할 거예요파 절인 액젓에 찹쌉풀넣고', '고춧가루 넣고 올리고당과 매실 넣어 주면 끝마늘 넣으시는 분도 계시는데요저는 마늘 안 넣는 게 더 깔끔한 거 같아요', '양파도 많이 갈아 넣으시던데물이 생겨 전 그것도 패~~~스 합니다사실 갈아 넣기 귀찮기도 하고요 ㅎㅎ', '김치 통에 담아 완성된 파김치한나절 익히면 매운맛이 달아나밥도둑 김치로 등극할 수 있을 거 같아요']"
간장게장 만드는 법 간장게장 맛집 갈 필요 없어요,간장게장, 냉동활꽃게 간장 매실철 마늘 간장게장 다시마 양파 배 대추 표고버섯 건홍합,"['간장게장 만드는 법 잠시 소개할게요다시마와 양파, 배, 대추, 표고버섯 등오포댁 냉장고에 있는 재료 대충 출동 시켰어요 ㅎㅎ간장게장 만드는 법육수를 만들어 사용하면짠맛은 덜어주고 단맛은 더해져 간장게장 맛집 갈 필요 없는 맛있는 간장게장이 탄생한답니다', '갖은 재료를 넣은 육수는센 불에서 10분 정도 끓인 후다시마는 건져내고약한 불에서 한 시간 정도 더 끓여 식혀줍니다', '서해 안면도에서 구입한 냉동 암꽃게상품가치가 충분한 꽃게는 1kg 3마리다리가 없는 암꽃게는 1kg4마리', '어차피 다리 있어봐야오포댁 손질하기만 귀찮은데일거 양득 다리 없는 꽃게로 주문해서양이라도 좀 많이 먹는 방법을 선택그리하여 줄 세운 암꽃게 4마리 ㅎㅎ', '간장게장 만들기 위해 끓여 식혀놓은 육수간장게장 황금 레시피육수와 간장의 양은 3:1이면 딱 좋아요', '육수 1.5리터에 진간장 0.5리터 넣으니꽃게 1kg 양으로 딱 맞네요거기에 매실청 100g 추가', '마늘은 육수 끓일 때 넣지 않고생마늘로 마지막에 넣는답니다청양고추 넣어주셔도 좋은데요오포댁 남자들 매운걸 싫어해 패~~스', '서해안 냉동 암꽃게 이제 김치냉장고에서3일 동안 숙성만 시키면 끝이에요중간에 끓여 부어도 되는데요간장게장 만드는 법 여러 번 해보니간장은 다시 안 끓여 부어도 되더라고요그래서 귀찮은 오포댁은 패~~~스']"
백종원 파김치 레시피. 쉽고 맛있어요!,파김치, 쪽파 양파 생강 파김치양 액젓 고춧가루 새우젓 설탕 다진마늘 통깨 밀가루 밀가루 찬물,"['쪽파는 잘 다듬어 씻고, 액젓 2/3컵으로 머리부분만 절여주세요. 20분정도 절여주었어요. 골고루 닫게 하기 위해서 5분에 한번씩 쪽파를 돌려주었네요.', '쪽파가 절여지는 동안 밀가루풀을 만들어주세요. 밀가루 2스푼과 찬물 2컵을 넣어서 가끔 저어가면서 끓여주세요.', '양파와 생강은 믹서기에 갈아주고요. (잘 안갈아져서 물을 조금 넣었어요)김치통에 양념을 넣어줍니다.', '양파과 생강 간 것을 넣어주고요.', '밀가루풀도 다 만들어지면 식은후! 넣어주세요.', '이제 절여진 쪽파와 사용했던 액젓을 모두 넣어주고 슬슬슬~ 쪽파와 비벼주세요. 너무 세게 양념을 무치면 안되니 아이 다루듯이 돌려가면서 골고루 양념을 발라주세요.', '하루가 지난 다음날. 물기도 좀 생기고 숨도 죽은 파김치 뚜껑을 열면 맛있는 냄새가 폴폴 올라와요 : )', '뜨거운 밥에 파김치 하나면 밥 한그릇 뚝딱할 맛이랍니다.']"
단배추 배추김치 ,얼갈이배추김치, 얼갈이배추 고춧가루 까나리액젓 새우젓 새우젓국물 다진마늘 생강 자일로스설탕 통깨 양파,"['얼갈이 배추 밑동 조금 잘라냅니다', '3등 분으로 썰어 줍니다', '천일염 한주먹 쥐고 사이 사이 뿌려준다자작하게 물을 뿌려 주세요15분 뒤 뒤적여 주고다시 15분 절여줍니다', '배추를 절이는 동안 양파1개 긴 볼에 담고 까나리액젓 종이컵으로 반 컵 정도 붓고 핸드블랜더로 갈아줍니다', '갈은 양파 볼에 담아주세요양념 모두 넣고', '고루 섞어줍니다', '배추가 다 절여지면충분히 헹궈 물기를 빼준다', '준비한 양념 떠 넣고', '골고루 버무려 주면 완성된다']"
열무김치 아삭아삭하고 달큼한 열무김치,열무김치, 고춧가루 홍고추 양파 다진마늘 멸치액젓 새우젓 매실청 설탕 찹쌀풀 물 찹쌀가루,"['열무가 깨끗해서 별로 다듬을게 없더라고요반은 삶으려고 굵은 것들만 남겨놓고 연한 것들은먹기 좋은 크기로 잘라 놓았어요~!~', '열무를 깨끗이 씻어 건진 다음 천일염으로 솔솔 뿌려줍니다', '열무가 절여지는 동안 멸치 액젓과 새우젓 홍고추 마늘 사과 양파 1개를 믹서기로 갈아 주었어요~!~', '찹쌀가루가 굳어 잇어서 물을 끓이다가 물이 끓을 때 찹쌀가루를 넣어주면 뭉친 찹쌀가루가 잘 풀어집니다~!~', '찹쌀 풀이 식으면 갈아놓은 양념을 석어주었어요~!~~', '씻어 건져놓은 열무에 양념장을 부어 살살 버무려줍니다~!~잘못하면 풋내가 날수 있으니까 아주 살살 버무려야 합니다~!~~', '모든 양념을 열무에 부어준 다음 손으로 살살 버무려줍니다~!~열무를 절이기 전에 깨끗이 씻어준 다음 절이면 절인 다음 한 번만 헹구어 줍니다양파도 한 개 썰어서 넣어주고 파도 넉넉히 넣어주었어요국물을 조금 넉넉히 넣어주었어요~!~~', '국물이 자작하게 부어주었어요~!~김치가 익으면 김치 국물이 웬만한 국국물보다 더 맛나답니다~!~']"
시금치 겉절이,시금치겉절이, 시금치 고추가루 까나리액젓 맛간장 설탕 매실청 참기름 통깨1/2큰 캐슈넛,"['시금치를 준비하세요.', '찬물에 식초 3큰술을 넣고 5분 정도 담갔다가 서너번 헹궈 물기를 제거해주세요. 시금치는 뿌리를 잘라서 가닥가닥 되게 하고 2등분으로 잘랐는데, 실제로 먹다보니 볼륨감은 있으나, 길이가 길어서 3등분으로 자르는 것이 먹기가 편할 것 같아요. ', '양념은 고추가루 1큰술, 까나리액젓 1/2큰술, 맛간장 1큰술, 설탕 1/2큰술, 매실청 1/2큰술, 참기름 1/2큰술, 통깨1/2큰술, 캐슈넛 1큰술을 준비합니다.', '큰 볼에 양념을 먼저 고루 섞어줍니다. ', '시금치를 넣어 무쳐줍니다.', '마지막에 캐슈넛을 넣어줍니다. 없으면 생략해도 되고 땅콩이나 다른 견과류를 넣어도 좋을 것 같아요.', '큰 볼에 무치는 것이 포인트예요. 생시금치라서 부피가 있어서 볼이 작으면 무치기가 힘들어요.', '시금치 겉절이가 완성되었습니다.']"
가을 무김치~*,무김치, 무우 까나리액젓 새우젓 고춧가루 다진마늘 자일로스설탕 배 양파,"['시장에서 손질된 무우 구입했어요굵은 소금 한주먹식 쥐고 고루소금을 흐쳐주세요(4주먹정도요)물 자작하게 잠길정도로 부어주시고 두세번 뒤적여 가며 1시간30분 정도 무우를 절여줍니다', '무우가 절여질 동안 양념을 준비합니다양파반쪽,배반쪽 믹서기에 넣고 윙~ 갈아', '볼에 붓고 고춧가루7큰술다진마늘 3큰술새우젓 2큰술까나리액젓 소주컵으로2컵간생강 반큰술자일로스설탕 2큰술 넣고', '고루 섞어주세요', '절여진 무우 깨끗히 행궈 물기를 빼줍니다', '물기가 다 빠지면 큰볼에 담고양념을', '버무려 주시면 끝이예요']"
밥도둑 바지락쌈장~*,바지락쌈장, 바지락 양파 땡초 통마늘 시판용된장 고추장 올리고당 고춧가루,"['바지락살 깨끗히 행궈 물기를 빼주세요', '바지락살 팬에 담고 양파,청량초,통마늘 다져 넣어주세요', '위 양념 모두넣고', '약불에서 고루 섞어 가며야채와 조개에 수분이 나오면서 걸쭉하게 볶아주시면 끝']"
배추김치 텃밭 김장배추 솎음으로 담은 배추김치 겉절이,배추겉절이, 김장배추 절임소금 홍고추 대파 고춧가루 다진마늘 멸치액젓 매실청 통깨 참기름,"['배추가 얼갈이배추만큼 컸어요~!~~천일염 2 큰 술로 절여 놓았어요~!!~절이지 않고 바로 무쳐도 맛있지만 혹시나 풋내가 날까 봐 살짝 10분 정도 절여 놓았어요~!!~', '배추를 절이는 동안 홍고추를 갈아 놓았어요파도 송송 썰어서 준비하고요~!~', '살짝 절여서 헹구어준 다음 물기를 대강 빼주고 갈아놓은 홍고추에 모든 양념을 잘 섞어준 다음 배추에 넣고 살살 버무려 줍니다~!~~마지막에 썰어놓은 파도 넣어주면 끝이랍니다~!~', '배추가 어찌나 고소한지요자꾸만 손이 가네요~!~', '작은 통에 담아주었더니 한 통이 약간 안되네요그리고 바로 먹을 김치만 참기름을 넉넉히 넣어 무쳐줍니다통깨도 솔솔 뿌려주고요~!~', '짜지 않고 바로 무쳐서 바로 먹는 겉절이라 그런지어찌나 고소하고 맛있던지요~한 접시 꺼내놓고 바로 밥 한 그릇 뚝딱했답니다~~~', '묵은지는 묵은지대로의 깊은 맛이 있지만 잃게 바로 무쳐서 먹는 김치 맛은 무시할 수 없는 밥 도둑인 것 같아요~!~~', '살짝 데쳐서 나물로 무쳐 먹어도 맛있지만 역시 김치로 만들어 먹는 게 더 맛난 것 같아요중간중간 더 솎아야 하기에 다음번엔 조금 솎아서 데쳐 된장에 묻혀보려고요~!~~']"
#우렁과 냉동해물이 들어간 우렁해물쌈장만들기 #양배추와 호박잎쌈에 싸서 먹는 별미의 맛!! 우렁해물쌈장하나면 끝!!,우렁해물쌈장, 우렁 냉동해물 애호박 양파 표고버섯 천연조미료 다진마늘 청양고추 고춧가루 다진생강 썬파 꿀/매실액 된장 청주 들깨가루 물 쌈재 양배추 호박잎,"['애호박으로 참나물만두를 하고 심지가 남아 있었죠. 그래서 그것을 사용해 주었고요. 아니면 그냥 애호박을 다져서 준비하시면 되고요. 양파 1/2개, 표고버섯 1개를 모두 다져 줍니다.', '우렁 1컵분량과 냉동해물 1컵분량을 씻어서 준비해 놓고요.', '우렁해물쌈장을 할 뚝배기에 다져놓았던 애호박과 천연조미료를 넣어 줍니다. 재료들을 모두 한꺼번에 넣고는 바글바글 끓이시면 끝이죠.', '우렁과 자잘한 냉동해물을 넣어 주시고요. 대부분 조갯살이죠.', '표고버섯다진것도 같이 다 넣어 줍니다.', '양파 다진 것도 넣어 줍니다.', '냉동해물 중에 새우나 오징어, 꼴뚜기는 썰어서 넣어 줍니다.', '양념에 들어가야겠죠. 썬파, 청양고추, 다진마늘, 다진생강을 넣어 줍니다.', '칼칼한 맛을 내기 위해서 청양고추가 들어가기는 했지만 고춧가루도 넣어서 색을 내어 주기도 하고 좀더 칼칼한 맛을 내어 주었어요.', '그리고 된장을 넣어 줍니다. 해물의 비린맛을 잡기 위해서 청주와 단맛을 위해서 꿀이나 매실액을 넣어 줍니다. 그리고 된장과 양념이 잘 섞이도록 저어 주세요. 위생장갑을 끼고 조물조물 무치셔도 되고요.', '그리고 물을 넣어서 일단은 센불에서 팔팔 끓여 줍니다. 천연조미료가 없으실 경우에는 멸치다시마육수를 물대신에 넣으시면 되고요.', '걸쭉한 쌈장의 농도는 이 들깨가루가 다 알아서 잡아 줍니다. 들깨가루 넣어 주시고요. 잘 섞어 주세요. 처음에는 아직도 덜 걸쭉한 것 같은데 싶어서 들깨가루를 추가로 넣으실 수 있는데 차츰 차츰 약불에서 은근히 끓이다보면 점점 걸쭉해지니 약불에서 은근하게 끓이신 후에 농도를 맞춰보시는 것이 좋을 것 같아요. 그리고 시간이 지날수록 농도는 점점 걸쭉해 줍니다.', '양배추와 호박잎을 쪄서 준비하고 살짝 썬파를 위에 올려서 준 구수하고 칼칼고소한 우렁해물쌈장 완성입니다.']"
배추 겉절이 김치~*,배추겉절이, 배추 천일염(굴은소금) @6877587,"['배추 밑둥을 잘라주시고배추잎 반을 자른후', '사진 모양대로 썰어주세요', '먹기좋은 크기로 썬후 굴은소금 배추 사이 사이 뿌려물을 자작하게 뿌리고뒤적여 가며 1시간정도 절여주세요', '절여진 배추 중분히 행궈주신후', '물기를 최대한 빼고', '양념에 버무려 주시면 끝입니다양념 레시피  @6877587 배추 한포기 양념에 양은 거의 비슷 할것같아요']"
백김치 담그는 방법~ 개운한 음식 백김치!,백김치, 백김치 배추 소금 쪽파 배 당근 무 양파 홍고추 마늘 생강 마늘 뉴슈가 찹쌀풀 물,"['배추 파란 잎은 모두 다 벗겨 내고요.그래도 조금 아까워서 파란 부분을 조금 뒀다지요.배추 한 망 준비해서배추는 3통이고요.통이 그다지 크진 않아요.배추를 보시면 밑동을 모두 제거하진 않았어요.자칫 자르다 보면 배추가 마구 떨어지는 상황이 발생하기도 하거든요.그래서 배추 기둥은 조금 남겨두고 자르는 것이 좋아요.가볍게 칼집만 넣어서 자른 후반으로 잘랐어요.', '그런 후 샤워부스로 휘릭 수분을 주고요.', '배추에 물을 주고 난 후 다시 배추를 건지고 소금 한 컵을 물에 풀어줬어요.그리고 뉴슈가도 1.5작은 술 풀고요.', '배추를 소금물에 살짝 굴린 후배추 켜켜이 소금을 넣어주는데요.줄기 쪽으로 간을 주어야맛이 제대로 나고 잘 절여져요.잎은 금방 절여지기에 잎 쪽엔 소금을 주지 않아도 된답니다.', '위에 소금 솔솔 뿌려서 마무리하고요.넉넉하게 6시간 이상 절이는 것이 좋겠어요.중간에 뒤집어 주고요.저는 밤 9시에 절여서 그 담날 아침에 씻어 건졌어요.날이 조금 선선해졌다고 쉬이 절여지지 않더라고요.', '아침에 6시쯤 보니 이렇게 배추가 잘 절여져 있더라고요.배춧속이 노래서 백김치 만들어 놓으면 고소할 것 같아요.절일 때 단 맛을 추가해서 배추가 달짝지근하더라고요.물에 5번 씻어 건졌어요.', '마지막 단계에서밑동을 제거해야 해요.', '새우 3마리에 물 한 컵 붓고 육수를 만들었어요.육수를 안 만들까 하다새우가 있길래 삶아서 거른 후 육수만 식혀서 백김치에 넣었어요.새우 육수는 꼭 넣지 않으셔도 됩니다.', '무와 홍고추 양파 당근 배 그리고 쪽파~깔끔하게 씻어서 물기를 제거하고요.', '찹쌀 풀은 물 100ml에 찹쌀 1 큰 술 넣어 쑤었고요.마늘 다진 것 5 큰 술과 생강 1 큰 술은 미니 푸드프로세서에 넣고 곱게 갈았어요.원래는 일회용 거름망을 사용하기도 하는데요.이번엔 맛이 좀 더 깊게 들라고 곱게 갈아봤답니다.', '쪽파는 줄기 쪽으로 많이 넣었어요.', '백김치 속 재료 준비하는데요.양파도 썰고요.양파는 0.5cm 정도 두툼하게 썰고 당근 무 홍고추는 곱게 썰었어요.', '배는 좀 두툼하게 썰어주고요.보두 볼에 담아서 소금 1 큰 술 넣고 10분 정도 절였어요.물론 그냥 넣어도 됩니다.', '큰 볼에 물 4L 붓고요.마늘과 생강 간 것을 체에 걸러 풀어줍니다.찹쌀 풀도 풀어주고요.', '볼에 담아 놓은 야채와 배를 모두 넣고요.휘릭 섞어줍니다.', '소금 5 큰 술에 뉴 슈거 1 작은 술 넣고요.살살 풀어줍니다.뉴슈가를 넣으면깔끔한 단맛 백김치가 만들어진답니다.설탕은 잘못 풀면 백김치가 물러지기도 해요.뉴슈가를 넣은 것이 백김치를 더 맛있게 만드는 방법이랍니다.', '백김치에 속을 골고루 넣어주고요.배는 잘 부서지니깐 약간 도톰하게 써는 것이 좋아요.무와 당근은 곱게 채 써는 것이 예쁘더라고요.홍고추도 가늘게~~', '국물을 조금 더 잡아도 좋지만 저흰 늘 국물이 남아서 아깝더라고요.그래도 이만하면 백김치 국물도 자작해서 시원한 맛을 줄 것 같아요.배추가 달고 국물도 달고익으면 달콤하면서 톡 쏠 것 같아요.', '배를 넣어서 시원한 맛이 배가 되고요.백김치 먹을 때 배가 씹히는 맛도 아주 달고 시원해서 늘 좋더라고요.', '홍고추를 넣었더니 백김치에 포인트가 확실하더라고요.국물도 조금 얹어서리~백김치 얘는 배추 겉잎으로 돌돌 말아 썰어 예쁘게 담아내면무지 고급스럽단 말이죠.말로 표현하려니 좀 어렵긴 하네요.아님 길게 쭉쭉 잘라서 담아도 먹음직하고 깔끔해 보인답니다.']"
다슬기 강된장. 청국장과 다슬기를 넣은 강된장. 쌈싸먹어요.,다슬기강된장, 다슬 청국 고춧가루 다진마늘 간장,"['뚝배기에 다슬기를 담아요.', '청국장 한덩이를 같이 넣고 물을 좀 붓고 끓여줍니다.', '양념을 넣어 줄거에요. 고춧가루 두스푼, 다진마늘 한스푼, 간장 다섯스푼 제가 먹는 청국장은 짜지 않은 소금기가 거의 없는 청국장이라 간장으로 간을 했지만 모든 청국장이 다 이렇진 않아요. 시중에 파는 청국장은 소금기가 많아 짜답니다. 간장도 저염 맛간장이에요. 일반 진간장이라면 조금 줄이는게 좋겠어요.', '그리고 청양고추 세개 다져서 넣어줍니다. 채소는 넣고 싶은데로 넣으세요. 저는 오늘은 간단하게 다슬기맛도 살리고, 청국장 맛도 살리기 위해 다른 채소나 양념은 넣지 않았어요.', '보글보글 끓여주면 끝.']"
