Menu,Ingredient,Recipe
[친환경자연쿡]두부면라자냐 만들기,"['또띠아1장', '고구마원하시는만큼', '피자치즈원하시는만큼', '체다치즈1장', '우유1/3종이컵', '꿀2밥숟가락', '견과류원하시는만큼', '토마토스파게티소스적당량']","['가지, 새송이버섯을 칼슘파우더로깨끗히 세척합니다.', '쌈두부를 한번 헹궈서 준비해줍니다.', '가지를 동그랗게 썰어줍니다.굵기를 비슷하게 맞춰서 잘라주시면 좋을 것 같아요^^', '새송이버섯도 칼로 반으로 나누어줍니다.', '그리고 송송 썰어줍니다.', '보울에 담아 준비합니다.', '유정란 알끈을 제거해줍니다.', '죽염 간이 될 정도로 조금 넣고, 계란물을 만들어줍니다.', '무항생제돼지고기 150g을 준비합니다.환자분들은 국산 돼지고기나 무항생제돼지고기를 사용하시면 좋을 것 같습니다.^^', '팬에 올리브유 조금 두릅니다.', '주걱으로 저으면서 돼지고기를 볶아냅니다.', '직접 만든 토마토소스입니다.^^레시피는 제 홈에 나와있습니다.토마토소스 3국자 이용합니다~~', '토마토소스 3국자를 넣어줍니다.', '달달 볶아냅니다.', '그사이 오븐팬에 올리브유를 둘러줍니다.', '잘라놓은 가지를 깔아줍니다.', '그 위에 계란물을 부어줍니다.', '위에 쌈두부를 깔아줍니다.', '만들어준 토마토소스를 올려줍니다.', '버섯을 올려줍니다.', '쌈두부를 올려줍니다.', '자연스트링치즈를 올려서오븐 180도에 20분 구워냅니다.오븐치즈빼실 분들은 두부면위에 토마토소스 더 올려주신 후에 구워내면 좋을 것 같아요~^^', '맛있는 두부면라자냐가 완성됩니다^^', '그릇에 예쁘게 옮겨담고 맛있게 먹어주시면 됩니다.']"
로케트 어묵 꼬치 ,"['남은불고기', '모닝빵', '양상추', '마요네즈', '데리야끼소스']","['빨간 파프리카를 세모모양으로 잘라준다.작게 1개크게 1개 (밑단은 칼집을 내준다.)', '꼬치에 작은세모 파크리카-어묵3개-청포도-블루베리-큰세모파프리카순서대로 끼워준다.', '마지막으로 어묵부분에 소스를 발라 완성해 준다.']"
식빵 핫도그 만들기,"['고구마2개', '전분가루1/2종이컵', '물', '치즈', '햄', '옥수수콘']","['나무젓가락에 소세지를 하나씩 끼워주세요.', '식빵은 가장자리를 자르고그 위에 소세지를 올린뒤 감싼 상태에서 눌러 뭉쳐주세요.그리고 계란물을 골고루 묻혀주세요', '그 다음 빵가루를 골고루 묻혀주면 준비끝~~', '팬에 식용유를 넉넉히 두르고 핫도그가 잠기도록해서 중간불에서 노릇하게 튀겨주세요.골고루 노릇한 색이 날수 있게 돌려가면서 튀겨주세요.', '그리고 기름을 빼주면 끝~~']"
치킨 퀘사디아 - 코스트코 냉동 닭가슴살 활용 요리,"['한입닭안심5~6조각', '떡국떡1줌', '양파1/4개', '청경채줄기약간', '슬라이스치즈1장', '모짜렐라치즈70g', '소금1꼬집']","['코스트코에서 사 온 냉동 닭가슴살이에요.무게는 4.54kg.', '무항생제 제품이고 단백질은 풍부한데 칼로리는 아주 낮아요.', '먹기 좋게 일인분씩 냉동이 되어 있고 한 봉지에 약 24~25개의 닭 가슴살이 들어 있어요.', '하루 전에 미리 꺼내서 냉장해동해주었어요. 닭가슴살 안쪽에 보면 질긴 힘줄 같은 게 있어요. 이 부분은 가위를 이용해 제거해주세요.', '닭가슴살이 준비되었으니 이제 치킨 퀘사디아 만들기 시작해 볼게요.', '준비한 닭가슴살, 파프리카, 양파, 양송이버섯을 썰어주세요.', '닭가슴살은 미림 1숟가락과 소금, 후추를 넣어 밑간을 해주세요.', '예열한 팬에 식물성 기름을 두르고 밑간을 해 둔 닭가슴살을 넣고 볶아주세요.', '닭가슴살의 색깔이 변하기 시작하면 썰어둔 양파, 양송이버섯, 파프리카도 넣어서 함께 볶아주세요.', '소금과 후추를 넣고 마져 볶아주세요.', '다시 새로운 팬에 버터를 녹이고', '또띠아를 올려주고, 불은 약불로 줄여주세요.', '그 위에 토마토소스를 펴바르고 볶아둔 닭가슴살 야채를 올려주세요.', '그 위에 체다치즈와 모짜렐라 치즈를 올려주세요.', '반으로 접어서 앞 뒤로 바삭하게 구워주세요.', '먹기 좋게 잘라 주시면 치킨 퀘사디아 완성입니다~~~', '또띠아가 바삭바삭해서 아주 맛있어요!']"
한끼식사 연어샐러드 어때요?,"['참나물한줌', '자숙새우5개', '페퍼론치노약간', '마늘3알', '올리브유약간', '라면1개', '연두(청양초)약간', '후추약간']",[]
만두치즈그라탕,"['돈프렌치랙350g', '소금1/2숟가락', '후추1/2숟가락', '올리브유2숟가락', '홀그레인머스터드1숟가락', '참나물30g', '미나리20g', '빵가루1종이컵', '파마산치즈가루1/3종이컵', '올리브유1숟가락', '양파1/4개', '양송이버섯2개', '마늘2알', '우유1/4종이컵', '생크림1/2종이컵', '파슬리가루1숟가락', '버터20g', '소금약간', '후추약간']","['존비되 재료는 잘 썰어주세요', '만두는 한입 크기로 자르고 깻잎, 청양고추도 올려주세요', '두부랑 햄도 올려주시고', '양파와 햄, 양송이도 올려주세요.', '파스타 소스 올리고', '모짜렐라랑 체다치즈도 올립니다', '잔자렌지 5분나눠서 돌려주세요']"
집에서 초간단 달콤한 또띠아 고구마 피자 만드는 법,"['굴200g', '배추6장', '청양고추1개', '홍고추2개', '소금약간', '달걀1개', '부침가루2컵', '식용유약간']","['고구마 삶는 사진은 또 안찍었네요. ㅎㅎㅎ푹~삶은 고구마를 뜨거울때 잘 으깨주세요.', '고구마도 달지만 좀더 달콤함을 극대화 꿀을 조금 넣구요.', '우유를 넣어주세요. 좀 부드러워져야 도우에 잘 발라져요.우유를 넣으면 부드러운 고구마가 돼요.이게 고구마 무쓰 인가요? ㅎㅎ', '꿀과 우유 넣고 잘섞어주세요.부드러운 고구마완성', '아몬드 슬라이스 있으면 좋은데 이노무 브라질 너트만있어요.', '슬라이스 하고 싶었지만 그렇게 안잘리네요.그냥 마구 썰었어요.', '이제 모든재료를 또띠아 위에 다 올리면 돼요. ㅎㅎㅎ너무 간단하고 정말 맛있고 .냉동또띠아 한봉지씩 사다 놓으면 너무 유용해요.', '또띠아 한장 깔고', '스파게티 토마토 소스를 또띠아에 원하는만큼펴 발라 주세요.', '부드러운 고구마를 듬뿍 올려 주세요.', '체다치즈 한장 올려주세요.', '피자치즈도 왕창 올려주세요.밑에는 종이호일 깔았어요.', '브라질너트 잘라 놓은거 올리구요.파슬리 있어서 좀 뿌려줬어요. (사진또 없어요 ㅎㅎ)견과류 아무거나 있는거 올리세요.확실히 식감과 고소함이 플러스돼요.', '오븐 200도로 예열했어요.에프로하셔도 돼용~~여기서 저는 피자치즈를 확 빨리 퍼지게렌지모드로 40초 돌려 피자치즈를 녹여주고 오븐모드로 바꿔서 돌려요.오븐모드로 바꿔서 8분 돌렸어요.오븐', '또띠아 고구마 피자 완성 됐어요.']"
"남은 불고기, 아이들간식 불고기버거 만드는 법","['키조개1개', '소고기50g', '양파50g', '꼬마새송이버섯2개25g', '적피망30g', '후추톡톡', '가는소금1/4T', '토마토소스2T', '피자치즈', '파슬리가루']",[]
고구마사각피자,"['마카로니1컵', '소고기1덩어리', '양파1/2개', '느타리버섯5개', '피망1/6개', '마늘1개', '모짜렐라치즈적당량', '슬라이스치즈1장', '소금톡톡', '후춧가루톡톡', '올리브유2T', '크림스파게티소스15T', '바질가루톡톡']","['고구마는 적당히 채썰어서 준비해주세요 전분가루를 종이컵반정도하고 물을 넣어 농도를 맞게 해줍니다 반죽처럼 뭉친다생각될정도로 해주세요', '전분가루 묻친 고구마를 사각형모양으로 틈틈이 매꿔깔아주세요 구멍이 없게해야 치즈가 밑으로 흐리지않아요고구마피자도우 완성에어프라이어에 180도로 5분간 돌려주세요에어프라이어', '치즈와 원하는 토핑을 도우위에 올려주세요', '다된 피자를 에어프라이어에 놓고 200도에 5분간돌려주세요', '그러면 산처럼 쌓인 피자가이렇게 치즈가 흐르게 된답니다', '꺼내서 접시에 담으면 사각고구마피자완성']"
영양만점 간식 닭안심그라탕,"['토마토소스350g', '우유100ml', '양파1/2개', '파프리카1/2개', '피망1개', '당근1/3개', '다진마늘1스푼', '계란2개', '피자치즈1컵', '소금조금', '후추조금', '파슬리가루조금']","['들기름에 다진양파부터 볶다가청경채 줄기도 볶아 줍니다약하게 소금 간 했어요', '시판 한입쏙 닭안심 사용해요앞 뒤로 노릇하게 구워 줍니다', '떡국떡은 들기름에앞뒤로 살짝만 구워 줍니다', '그라탕기에 버터로 코팅하고구운 떡국떡을 깔아 줍니다볶은양파, 청경채줄기도 담고구운 닭안심은 가위로 살짝 잘라 담아 줍니다', '모짜렐라치즈 넉넉히 올리고체다 슬라이스치즈는 1장을 찢어서 올려 줍니다완성되면 색이 예뻐져요 ㅎㅎ', '예열한 에어프라이어190도 8분 돌려 줍니다흐미~고소한 냄새에 치즈 누룽지까지..제대로네요 ㅎㅎ든든 한끼로도 좋고간식으로맥주안주로도 좋은닭안심 그라탕 완성입니다에어프라이어']"
참나물 라면 파스타 ,"['닭볶음탕용닭1팩', '우유3컵', '간장2T', '간마늘2T', '굴소스1T', '설탕2T', '후추약간', '청양고추5개']","['라면은 끓는 물에 넣어 약 2분간 꼬들꼬들하게 익혀냅니다.', '라면이 익는 짧은 시간 동안에는 마늘을 편으로 잘라주고, 얼음물(차가운 물)을 준비해 놓아요.', '2분간 익혀준 라면은 바로! 차가운 얼음물에 넣어 빠르게 면을 헹궈줍니다.', '새우가 냉동상태라면 끓는물에 살짝 넣어 해동 해 줍니다.', '찬 물에 헹궈놓은 라면은 채에 받쳐 물기를 제거하고, 올리브유를 살짝 뿌려 버무려 놓습니다.', '달궈진 웍에 올리브유를 두르고, 편마늘 부터 볶아서 마늘향을 내 줍니다.', '마늘 다음으로는 페퍼론치노를 넣어 매운향을 확! 올려줍니다.', '새우가 앞/뒤로 노릇하게 구워지고, 마늘이 바삭하게 구워지면 건져 놓은 라면 투하!', '라면파스타는 소금 or 연두를 넣어 간을 맞춰주고, 참나물을 듬뿍 넣어 한 두번 뒤적거리듯이 볶아 완성합니다.', '마지막으로 올리브오일을 약간 뿌려서, 예쁜 접시에 플레이팅 합니다.']"
봄나물로 바삭한 향을 입힌 봄나물크러스트돈프렌치렉 ♥,"['가지1개', '계란2개', '소금1꼬집', '튀김가루30g', '식용유30ml', '당근1/4개']","['고기에 소금, 후추, 올리브유를 뿌려 밑간한다.', '푸드프로세서에 봄나물크러스트 재료를 모두 넣고 갈아준다.', '달군 팬에 올리브유를 두르고 고기를 노릇하게 굽는다.', '구운 고기 양면에 홀그레인머스터드를 바르고 봄나물크러스트 옷을 입힌다.', '200℃로 예열된 오븐에 넣고 15~20분 굽는다.오븐', '양파는 굵게 다지고 양송이버섯, 마늘은 슬라이스한다.', '팬에 버터를 녹이고 양파, 마늘, 양송이버섯을 볶다가 소금, 후추로 간 한다.', '우유, 생크림을 넣고 약불에서 끓이다가 파슬리가루를 넣는다.', '그릇에 소스를 담고 구운 돈프렌치랙을 올려 완성한다.']"
겨울 별미 배추요리/굴 한입배추전 고소해~,"['수프가루1봉', '육포1조각', '감자칩1종이컵', '뜨거운물1+1/2종이컵', '꿀호떡2개', '반숙란1개', '소시지1개', '슬라이스치즈2장']","['재료 준비해 주세요~', '굴은 소금물에 살 살 흔들어 씻은 후 물기 빼 주고 굵직하게 몇번 썰어 주세요~', '배추도 식감을 살리기 위해 굵직하게 썰었어요~', '고추는 잘게 썰어 주시구요~', '부침가루에 달걀 한개 깨 넣고 소금 약간 넣고 물 넣어 훌훌한 농도로 반죽을 만들어 주세요~', '썰어 놓은 배추와 고추 넣어 주세요~', '굴도 다 넣어 주시구요~', '골고루 섞어 배추전 반죽을 만들어 주세요~', '팬이 뜨거워지면 기름을 넉넉히 두르고 반죽을 한 숟가락씩 퍼 동그랗게 올려 주세요~', '앞, 뒤 뒤집어 가면 노릇 노릇하게 부쳐 주면 한입배추전 완성~', '배추굴전은 뜨거울때 바로 드셔야 더 맛있어요~']"
홈파티/ 손님 초대 요리/ 키조개 피자,"['사과2개', '흑설탕5큰술', '레몬쥬스2큰술', '소금2꼬집', '피자도우1장', '고르곤졸라치즈원하는만큼', '모짜렐라치즈듬뿍', '파슬리가루1꼬집', '파마산치즈가루톨톨톨']","['키조개는 TV에서 보니까 동전을 넣어주면 해감을 토해내는데 도움이 된다고 해서 한 번 해보기로 했다.', '역시. 해감이 잘 되었다.', '키조개 피자에 필요한 재료 :LA갈비에 붙어있는 소고기 살만 발라서준비하니 50g, 양파 50g도 다져 주었고,꼬마 새송이버섯은 2개 편으로 썰어 주었다.적 피망도 30g 잘게 썰어 준다.', '팬에 기름을 넣지않고 후추 톡과 소금 약간을넣고 고기를 반 정도만 익혀준다.', '소고기가 반 정도 익었으면 채소를 넣고휘리릭 볶아준다. 익히지 않아도 되는 재료이지만 고기의 맛을 입혀주기 위해볶아주려고 한다.', '한 김오른 찜기에 조개를 쪄준다.입만 벌리면 불에서 내리고 가스불을꺼준다.', '내장이 이렇게 크다.검은 부분만 도려내고 잘게 썰어서키조개 판에 올려준다.', '잘게 썬 키조개 내장과 관자를 올려주고 그 위에 좀전에 볶아놓은 소고기와 야채를 올려준다.', '토마토 소스 올려 준다.케첩을 올려줘도 되지만 개인적으로이맛이 순한 것 같다.', '피자치를 양껏 올리고 오븐에 구워 줘도 되지만, 집에 오븐이 없어서팬에 종이호일을 깔고 약한 불에서 구워주었다.오븐', '파슬리 가루를 뿌려 주니 식당에서 막 튀어나온비주얼이다. 맛도 굿~~ ^^']"
마카로니 까르보나라 ,"['미트스파게티불닭볶음면', '불닭마요', '달걀', '햄', '피클', '후추', '소금', '바게트빵', '스트링치즈', '방울토마토', '올리브오일', '파슬리']","['마카로니를 준비합니다', '물 3~4컵 넣고 10분 정도 끓여주세요', '소고기를 네모로 썰어 소금 후추를 뿌려 주세요', '양파 느타리버섯 피망을 네모로 썰어 주세요', '마늘을 납작하게 썰고 올리브유와 크림소스를 준비합니다', '팬에 올리브유를 두르고 예열한 후 고기와 마늘을 넣고 볶아주세요', '고기를 익힌 다음 야채를 모두 넣고 볶아주세요', '삶아진 마카로니를 건져서 넣어요', '크림소스를 넣고 골고루 섞어서 졸여 주세요', '치즈를 넣고 한번 휘저은 다음 불을 끄고', '바질가루를 뿌려 주세요']"
토마토소스 활용한 냉파요리 에그인헬(샥슈카),"['간고기500g', '간장2t', '설탕2t', '참기름1t', '간마늘1t', '후추1/2t', '양파1개']","['양파, 피망, 파프리카, 당근 스팸을 잘게 썰어주세요.베이컨, 버섯 등등 냉장고 속 어떤 재료라도 활용하셔서 만들어보세요.', '팬에 올리브유를 살짝 두르고 다진마늘 1스푼을 넣고 먼저 볶아주세요.', '그 다음 양파를 넣고 볶아주세요.', '양파가 투명해지면 썰어둔 모든 재료를 넣고 소금, 후추를 살짝 넣고 볶아주세요.', '모든 재료들이 볶아지면 토마토소스 350g, 우유 100ml를 넣고 끓여주세요.개인의 취향에따라 비율은 조절해주셔도 좋아요.', '보글보글 끓기 시작하면 달걀 2개, 피자치즈를 넣어주세요.', '계란이 잘 익을 수 있도록 뚜껑은 닫고 끓여주세요.', '계란이 반숙이될때까지 익혀 준 후 불을 꺼주세요.파슬리가루를 살짝 뿌려주면 최종 완성이 되요.']"
에어프라이어 수원왕갈비 고추치킨 황금레시피 간식으로 굿,"['떡국떡1컵', '또띠아1장', '김치1컵', '조청1/2큰술', '모짜렐라치즈', '옥수수', '양파', '마늘', '새송이버섯', '고추장+스파게티소스2큰술']","['치킨 바삭하고 촉촉하게 만드는데 이번에는 갈비양념을 넣고 만드는데 요즘 대세인 청양고추까지 넣어서단짠 단짠하면서 고추를 넣어서매콤하게 만들어 볼께요.', '우선 닭을 세척해서 우유에 재워 두세요,', '간장2T.간마늘2T.굴소스1T.설탕2T.후추약간.청양고추5개를 썰어서 넣고 양념장을 만들어 주세요.갈비 양념에 청양고추를 썰어 넣었다고 생각하시면 되세요.', '사진에는 빠졌는데요 식용류 약간 넣어 주셔도 좋아요.갈비양념에 넣고 10분 정도 재워 두세요.양념이 고루 배도록 중간에 한번 뒤집어 주시구요.', '그리고 에어프라이어에 넣어 주세요.그리고 에어프라이어 180도 15분.뒤집어서 180도 15분 더 돌려 주시면 되세요.에어프라이어', '양념이 되어 있어서 너무 센온도에서 하면 작은 것은 타버린답니다.그럼 속은 부드러운 갈비맛 매운치킨 완성이랍니다.']"
영양만점 가지전 노릇하고 바삭한 가지전 부치는법,"['캔옥수수작은거1캔', '체다치즈1장', '모짜렐라치즈100g', '맛살2개', '양파1/4개', '버터적당량', '마요네즈2큰술', '후추약간', '파슬리약간']","['가지 특유의 폭신한 식감이 일품이지요자 그럼 가지전 만들기 시작해 볼까요?', '우선 가지의 검은 겉 부분은 질기고 미끄러져서 자를때 위험하니 속부분으로 칼을 대고반달썰기를 해주세요.', '그리고 비닐봉지에 부침가루를 넣고 가지 반달썰기를 해서준비한 것을 넣어 주세요.그다음 쉐킷 쉐킷마구 흔들어 주세요.', '그리고 채를 얇게 썬 당근을 계란에 넣고소금 한꼬집을 넣고 그다음 저어 주세요', '그리고 튀김가루를 무친 가지에 노릇하게 계란 옷을입혀 주세요.소금은 한꼬집만 넣은 이유가 저희는 간장에 콕 찍어서 먹거든요.', '그다음 후라이팬에 기름을 두르고튀김가루와 계란옷을 입힌 노릇한 가지를 부쳐 주세요.', '당근이 들어가서 빛깔도 더 곱고 맛있어요영양만점 가지에 영양만점 당근이 만난 가지전 만드는법 가지전 부치기']"
편의점꿀조합으로 단짠코스로 즐기기! 육포테이토스프 & 꿀모닝,"['떡볶이떡250g', '단호박200g', '양파1/4개', '베이컨3줄', '편마늘1숟가락', '브로콜리50g', '우유1종이컵', '생크림1종이컵', '소금약간', '후추약간', '파마산치즈가루1숟가락', '파슬리가루약간']","['[육포테이토 수프]육포는 가위로 잘게 자른다.', '수프 가루에 뜨거울 물을 부어 섞은 후 전자레인지에 3분간 돌린다.전자레인지중간에 저어가며 돌려주세요.', '감자칩을 부숴 올리고 잘라둔 육포를 올려 육포테이토 수프를 완성한다.', '[꿀모닝]꿀호떡, 소시지는 전자레인지에 2분간 돌려 따뜻하게 데운다.전자레인지', '반숙란과 데운 소시지를 모양대로 썬다.', '데운 꿀호떡에 슬라이스 치즈>자른 반숙란>자른 소시지 순으로 올리고 꿀호떡으로 덮어 꿀모닝을 완성한다.']"
#맛남의광장 #사과요리 #사과피자만들기 #사과고르곤졸라피자 #쌉싸름하고 짭쪼름한 고르곤졸라와 달달한 사과의 만남!!,"['연두부1모', '무80g', '다시마작은것1장', '김', '실파', '가쓰오부시1/2컵', '물1/2컵', '식용유', '진간장1T', '미림1T', '설탕1/2t']","['사과는 껍질을 벗기고는 잘게 깍뚝썰기를 해 줍니다.', '맛남의 광장에서는 백설탕을 사용했는데 저는 흑설탕을 사용했습니다. 집에 남아 돌기도 했지만 왠지 흑설탕이 더 잘 맞은 듯 싶었지요. 소금 간도 조금 해주시고요.', '물없이 중약불에서 은근하게 졸여 줍니다. 그런 사과에서 수준이 나와서는 은근하게 졸여 집니다. 찐덕찐덕한 상태가 되었다면 완성입니다.', '냉장고에 보관해서는 일주일이상을 사용하실 수 있고요. 토스트에 넣어서 드셔도 맛있습니다. 달콤하니요. 그냥 먹어도 맛있더라구요.', '냉동실에 있었던 피자도우입니다. 없으시면 또띠아를 이용하시면 됩니다. ', '만들어 놓았던 사과소스를 위에 듬뿍 올려 줍니다. ', '그리고 고르곤졸라피자를 올려 줍니다. 아낌없이.', '모짜렐라치즈를 위에 덮어 줍니다. 발끝하나 나오지 않게 이불을 덮는 것처럼 수북하게 모짜렐라치즈를 올려 주었습니다. 옆에 있는 피자는 마르게리따피자이지요. 같이 만들어 준 것입니다.', '200도의 온도에서 예열된 오븐에 넣고는 20분 정도 구워 주었습니다. 노릇노릇하게 치즈가 녹고 도우가 익었다면 꺼내어 줍니다. 그리고 그 위에 파마산치즈가루를 뿌려 주고 파슬리가루도 뿌려 주어서 마무리합니다. 그럼 맛남의광장 사과피자 완성입니다.오븐']"
불닭 스터프드 에그&불닭 브루스케타 초간단 핑거푸드 2종으로 홈파티 음식,"['참치1캔', '김치1컵', '양배추1/8개', '삼겹살100g', '부침가루1컵', '달걀2개', '물1/2컵', '마요네즈', '가쓰오부시', '돈까스소스5큰술', '굴소스1큰술', '올리고당1큰술']","['[불닭스터프드에그]끊는 물에 소금을 약간 넣은 후 계란 6개를 10분간 삶는다.', '[불닭스터프드에그]다 삶은 계란은 긴 방향으로 반 씩 썬다.', '[불닭스터프드에그]피클 8개를 잘게 썰어준다.', '[불닭스터프드에그]노른자를 믹싱볼에 분리한다.', '[불닭스터프드에그]햄 1/3캔, 썰어둔 피클, 불닭마요 2 스푼을 넣고 섞는다.', '[불닭스터프드에그]짤 주머니에 잘 섞어준 재료를 채워넣는다.', '[불닭스터프드에그]계란의 노른자가 있던 빈 공간에 속을 예쁘게 채워주면 완성!', '[불닭스터프드에그]불닭마요와 다채로운 재료들의 조화! 불닭스터프드에그 완성!', '[불닭브루스케타]방울토마토 9개를 4 등분 한다.', '[불닭브루스케타]스트링 치즈는 토마토 조각의 크기와 비슷하게 잘라준다.', '[불닭브루스케타]토마토에 올리브유를 2 스푼 넣는다.', '[불닭브루스케타]소금과 후추는 조금씩 넣어 간을 맞춘다.', '[불닭브루스케타]마늘 3 쪽을 칼로 으깨준다.마늘을 으깨서 사용핳면 다지는 것 보다 훨씬 더 풍부한 향이 난다!', '[불닭브루스케타]으깬 마늘과 올리브 오일 두 숟가락, 파슬리 한 꼬집을 섞는다.', '[불닭브루스케타]바게트 빵에 만들어준 마늘 스프레드를 얇게 발라준다.', '[불닭브루스케타]약불로 달군 팬에 마늘 스프레드를 발라준 면이 아래로 가게 하여 굽는다.', '[불닭브루스케타]바게트빵이 식는 동안 미트스타게티 불닭볶음면 하나를 만들어준다.', '[불닭브루스케타]완성된 미트스파게티 불닭볶음면을 잘게 잘라준다.', '[불닭브루스케타]바게트 빵위에 불닭볶음면과 토핑을 먹음직스럽게 올려주면 완성!', '[불닭브루스케타]미트스파게티 불닭볶음면과 찰떡 조합!']"
 명절음식 수제 떡갈비 만드는법 리얼 밥도둑,"['닭가슴살100g', '토마토1개', '달걀1개', '올리브오일1숟갈', '소금1~2꼬집']","['변변한 반찬이 없다 싶으시면 밥 2공기는 뚝딱 먹을 수 있는 떡갈비 황금레시피 어떠세요?', '다짐육에 설탕도 위에 적힌대로 넣어 주세요.', '참기름도 넣어 주시구요', '후추와 간마늘도 넣어 주세요.', '그리고 간장도 넣어 주세요.고기양이 많으시면 간장을 더 넣으심 되세요.혹시 난 고기로만 하면 잘 뒤집을 자신이 없다 싶으시면 밀가루 약간 넣으심 잘 안부서지네요.', '그리고 양파를 잘게 채를 썰어서 함께 넣고 고기와 섞어 많이 치대주세요,.그리고 모양을 원하시는 대로 만들어 주세요.', '기름 두른 후라이팬을 예열을 해주시구요 떡갈비 만든 것을 올려주세요,.처음 아랫부분을 약간 오래 익혀 주세요.그래야 뒤집어도 잘 부서지지 않아요.', '그럼 리얼 밥도둑 수제 떡갈비 만들기 완성입니다.밥 2공기는 거뜬하지용']"
김치쌀떡피자:반도 국가의 대표음식끼리 만나서~,"['건표고버섯300g', '청양고추4개', '부침가루30g', '밀가루30g', '소금1/2t', '계란3개', '식용류3T', '설탕1t']","['김치는 잘게 썰어 조청에 살짝 무친다양파는 반은 소스용으로 잘게 다지고 반은 토핑용으로 썬다삶아서 냉동해놓은 옥수수도 해동시킨다새송이 버섯도 모양껏 썬다채소는 냉장고 사정껏 준비해주세요', '피자소스:프라이팬에 기름을 두르고 다진 마늘과 다진 양파를 타지않게 볶다가 고추장과 스파게티 소스를 넣어 바글바글 끓인다음, 또띠야 위에 피자소스를 얇게 펴바른다', '떡국떡을 촘촘히 올린다', '한번 더 피자소스를 골고루 듬뿍 바른다', '조청에 무친 김치와 재료들을 토핑한다', '모짜렐라치즈를 올린다', '컨벡션 오븐에서 180도로 20분 채 못되게 구웠다치즈가 녹고 살짝 갈색을 내면 꺼내면 된다오븐']"
