Menu,Ingredient,Recipe
클램 차우더 스프(clam chowder soup) 만들기 ,"['감자(중)4개', '양파(중)1개', '코코넛오일(식용유/버터)2큰술', '다시육수(닭육수/물)', '우유(생크림)1~2컵', '소금', '후추', '파슬리가루', '견과류', '갈릭솔트(선택)', '파마산치즈가루(선택)']","['먼저 감자3개에 물을 200g을 넣고 감자를 삶아주세요. 감자3개중 2개는 큐브모양으로 썰어서 스프에 넣을꺼고 하나는 으깨서 스프베이스로 쓰일꺼예요.', '삶은 감자는(2개) 큐브모양으로 잘라준비하고 당근도 역시 큐브모양으로 잘라 준비해주세요. 양파는 채썰어준비하고 조갯살은 흐르는 물에 헹궈 준비해주세요. (저는 냉동조갯살을 이용해서) 스킨스톡 1개와 생크림역시 준비해주세요.', '감자가 다 익어갈쯤 마구 으깨서 물이 마를때까지 포슬하게 마구 으깨서 섞어주세요. 그냥 건져서 으깨도 좋습니다.', '으깬감자에 양파를 넣고 섞어서 볶아준후 당근 넣고 섞어준후 준비한 물 250g을 넣고 섞어주세요.', '조갯살도 넣고 섞어준후', '보글보글 끓으면 치킨스톡을 넣고 섞어준후', '준비한 생크림을 넣고 약불에서 끓여주세요.', '한번 끓어오르면 삶아서 큐브모양으로 자른 감자를 넣고 약불에서 뭉글하게 끓여주세요.', '혹시나 조갯살과 생크림의 비릿한 맛을 잡아줄 월계수잎 한장 넣고 약불에서 뭉글하게 끓여주세요. (좀 더 깔끔한 맛이 납니다)', '팬을 달군후 버터를 넣고 녹여준후 버터 거품이 뽀글뽀글 올라오면 박력분을 넣고', '불에서 내려 날가루 없이 볶아준후 고루 볶아졌으면 준비한 우유를 조금씩 넣고 약불에서 섞으면서 끓여주세요.', '뭉글하게 끓고 있는 스프에 만들어준 화이트루를 넣고 고루 섞어주세요.', '고루 풀어졌으면 알맞은 농도로 끓여준후 월계수잎을 건져주면 완성입니다.']"
백종원 크림수프레시피,"['찐고구마3개', '작은당근1개', '베이컨얇은것(두툼한것)6줄(3줄)', '치킨스톡1개', '물1컵', '우유1L']","['버터를 넣어서 잘 녹여 줍니다.', '이 정도 되면', '약불 조 절 후 밀가루를 넣어 루를 만들어 줍니다. 고소한 맛을 위해선 약한 불에서 뭉근히 해줘야 해요. 우유를 10배 정도 부어줍니다.', '루와 잘 섞이게 하기 위해서 뭉치지 않게 저어줍니다.', '소금 간을 해주면 완성 원래 백주부는 msg 조미료 미원을 첨가하라고 했지만 전 소금으로만 간했어요.', '토스트를 약간 바삭하게 구워서 잘라 넣어주면 한 끼 식사로도 든든하고 주요리를 먹기 전에 입맛도 돋울 수 있는 크림수프 만들기 초 간단 레시피로 완성되었어요.']"
부드럽고 고소한 컬리플라워 스프,"['단호박1개', '스프1봉', '소금약간', '후추약간']","['컬리 플라워는 꽃 부분만 먹으므로 잘라내 흐르는 물에 깨끗이 씻어서', '먹기 좋게 잘라 주세요.', '당근은 껍질을 벗겨 길게 채 썰어 주시고', '샐러리는 잘게 다져 주세요.', '커다란 냄비에 준비한 야채와 물, 닭고기 고체 스프를 넣고 센 불에서 끓이다가 끓기 시작하면 불을 줄이고 뚜껑을 덮어서 채소가 부드러워질 때까지 10~15분 동안 익혀주세요.', '야채가 끓는 동안 작은 냄비를 중간불에서 달궈 버터를 넣고, 버터가 녹으면 밀가루를 넣고 볶아 주세요. 밀가루가 타지 않게 주의! 밀가루가 고루 익으면 우유를 조금씩 부어 중간불에서 걸쭉하게 되도록 저어주세요. 불을 줄이고 치즈를 넣어 녹여 줍니다.', '다 된 크림소스를 야채가 익은 냄비에 넣어 섞어주고 소금, 후추로 간하면 고소하고 크리미한 컬리 프라워스프가 됩니다.', '따뜻한 스프를 한 스픈 떠 먹으면 고소하고 부드러운 맛이 입안에 퍼집니다.']"
브로콜리치즈수프 황금레시피,"['토마토', '올리브유', '오이', '마늘', '식빵', '토마토페스트', '양파', '파슬리가루', '레몬즙', '설탕', '소금']","['퓨리어 1g을 푼 물에 브로콜리, 양파, 당근을 3분동안 담가줍니다.', '물 위에 뜬 유막이 퓨리어에 의해 잔류농약과 각종 유해물질이 제거되었다는 증거!', '씻기어려운 브로콜리도 속 안까지 깨끗하게 씻을 수 있어요.', '냄비에 체다치즈를 제외한 모든 재료를 한꺼번에 넣습니다.', '잘 저어가면서 모든 채소가 흐물흐물 해질 때까지센불에서 끓여줍니다.', '채소가 푹 이거가면 약불로 조리해주다가...핸드믹서로 내용물을 갈아주세요.', '체다치즈를 많이많이 올리고 녹여주세요.', '황금빛의 브로콜리치즈수프 완성!', '체다치즈와 브로콜리로 토핑까지 해주면훨씬더 먹음직스러운 스프가 완성이 되겠지요?']"
펌프킨스프,"['브로콜리1개', '파마산가루4T', '대파1/3단', '양파1/3개', '소금1t', '후추약간', '과자(크루통)약간', '밀가루1T', '버터1T', '우유']","['호박은 껍지과 씨를제거하고 잘게 잘라놓습니다.양파와 감자도 껍질을제거하고 잘게 잘라 놓습니다.', '버터에 양파를 볶다, 감자와 호박을 넣고 살짝볶아놓습니다.', '우유를 넣어줍니다.', '호박과 감자가 다익을때까지 끓여줍니다.', '완전히 다익으면 믹서로 갈아줍니다.마지막에 생크림,소금,후추로 간을합니다.', '남은 생크림으로 모양을 이쁘게 내줍니다.']"
"마음을 따뜻하게 만드는 스프 2종, 단호박스프 & 클램차우더","['감자(중간크기)3개', '양파1개', '생크림1컵', '치킨스톡큐브(생략가능)1/2개', '파마산치즈2큰술', '소금약간', '후추약간', '베이컨2장', '다진파슬리1/2작은술']","['사진과 같이 재료를 준비해주세요 ~정확한 계량양은 위에 명시된 재료 리스트를 확인해주세요!', '먼저 단호박 스프를 만들어 볼게요 ^^양파는 껍질 제거와 세척 후, 슬라이스 해주세요.단호박은 껍질을 벗긴 후, 얇게 편으로 썰어주세요.대파는 세척 후, 어슷 썰기 해주세요.단호박을 전자레인지에 5분간 돌리면 칼로 껍질 벗기는게 수월해집니다 !', '그럼 이제 볶아볼까요?중불을 켜고 버터를 녹인 후, 양파를 넣고 볶다가 반투명 해지면 대파를 넣고 볶아주세요.', '양파와 대파의 숨이 줄어들면, 단호박을 넣고 함께 볶아주세요.', '단호박은 완전히 익을 필요가 없으므로, 가장 자리가 살짝 물러지면 우유를 넣어주세요.', '우유를 넣고 한 소끔 끓인 후, 생크림을 분량의 반정도만 넣어주세요 !', '10분간 끓인후, 블랜더를 이용해 스프를 완전히 갈아주세요.', '완전히 갈아버리면 퓨레처럼 되는데, 이 때 남은 생크림을 넣고 끓이면서 농도를 맞춰 주면 단호박 스프 완성 !', '*크루통 만들기버터를 1큰술 넣고, 1*1cm 로 자른 식빵을 녹은 버터 위에서 사정없이 굴려주세요 !겉면이 바삭해지면 사용가능 ~~', '자, 클램차우더 스프 준비 중 하나인 바지락 손질을 해볼게요! 바지락을 해감 후, 끓는 물에 넣고 20분간 육수를 내주세요. 끓은 바지락은 살과 껍데기를 분리해주세요.', '*야채 손질당근, 감자는 세척 후 껍질을 벗기고 1*1cm 로 썰어주세요. 샐러리는 겉에 섬유질을 제거 후, 당근과 같은 크기로 썰어주세요. 베이컨은 가로로 자른 후, 세로로 한 입 크기로 잘라주세요.', '팬에 버터 한 큰술을 두르고, 베이컨을 볶아주세요.', '베이컨의 가장 자리가 살짝 브라우닝 되면 감자와 당근을 넣고 볶아주세요.', '나머지 재료들이 기름옷을 입으면 바지락을 넣고 잠깐 (2분정도) 볶아 재료가 섞이도록 해주세요.', '그리고 밀가루를 넣고 한번 섞은 후, 우유와 생크림을 모두 넣고 한 소끔 끓입니다. 중약불로 줄여 끓이다가 소금과 후추를 넣고 간을 합니다.중불 -) 중약불']"
【초간단】백종원의 감자스프 만들기~,"['감자(조금작은사이즈3개)250g', '양파(반개)90g', '데친브로콜리(한줌)160g\u200b', '우유1컵(200ml)', '생크림1/2컵(100ml)', '버터1큰술', '치킨스톡1/2개', '파마산치즈가루2큰술', '후추']","['1인분 기준입니다. 감자 작은거 두개, 양파반개,치즈한장,버터 한큰술반,우유350ml(종이컵기준2컵),식빵하나준비해주시구요', '(크루통 만들기)버터 반스푼을 녹여', '식빵을 짤라 볶으면서 구워 식혀 주세요~', '냄비에 버터 (한스푼 듬뿍)을 넣고 양파 반개를 볶아주세요', '감자는 백종원 레시피에는 감자를 삶아서 넣지만 저는 귀차니즘에 그냥얇게 썰어 같이 볶아서 익혀줬어요^^', '우유를 반정도 넣고 (종이컵기준1컵)끓여주시다가 나머지 우유를 넣고', '믹서기에 갈거나 핸드블렌더로 갈아주세요~(믹서기나 핸드블렌더가 없다 하시면 양파는 다져서 버터에 볶아 주시고 감자는 삶아서 으깨어 우유랑 같이 넣어주심 됩니다^^)', '저는 좀더 풍미가 있으라고 치즈도 한장 넣었어요~(생략가능)', '마지막으로 소금을 취향껏 (저는 치즈도 들어가서 밥수저기준 1/4정도 넣었어요~)넣어 한번더 뽀글뽀글 끓여 주시면 끝입니다~!', '후추 톡톡톡 뿌려 크루통이랑 같이 먹는 그맛은 정말 시판에서 사먹는 스프랑은 차원이 다른 풍미에 엄지척하실 꺼에요~!!!^~^']"
감자스프:노밀가루의 베이직스프,"['바지락350g', '감자1개', '양파1/2개', '밀가루2큰술', '바지락육수200ml', '무지방우유200ml', '파마산치즈가루1큰술', '버터1큰술', '소금약간', '후추약간', '파슬리가루약간']","['팬에 (코코넛)오일을 두르고 채썬 양파를 소금+후추 뿌려가능한 짙은 갈색이 나게 볶아주세요:대충 위의 색깔 정도만 나도 괜찮아요', '감자는 납작납작 썰어 전자렌지에서 어느 정도 익힌 후다시육수와 함께 넣어 끓이세요(보통 시간이 많을 때는양파볶고 감자를 볶다가 육수를 부어요)전자레인지다시육수의 양은 계량에 구애받지 말고 모든 재료가 푹 잠기게 넉넉하게 부어주세요', '육수가 끓으면 감자가 푹 익었는제 확인하고 불을 끄세요', '핸드믹서로 곱게 갈아주세요레스토랑 스프처럼 곱디곱게 만들려면 체에 한번 걸러주면 되는데 집에서 먹는 건 일부러 건더기를 남기기도 하므로 생략해도 된다', '우유 한두컵을 붓고 다시한번 더 끓인다생크림을 함께 넣으면 더 진하고 고소해요', '접시에 스프를 담고 견과류 올리고 파슬리가루 뿌려내면 돼요:소금+후추도 함께 내 주세요식빵을 구워 잘게 썰어 크루통을 만들어 올려도 좋고 파마산치즈가루를 뿌리거나 체다치즈를 얹어먹으면 스프맛이 진해져요']"
고구마 당근 수프-영양간식으로 너무 맛있는 고구마 당근 스프,"['제주도흑돼지통삼겹살500g', '청주45㎖', '된장60g', '통마늘100g', '파2대', '통생강1개', '통후추20개', '월계수잎1장', '고추장125g', '매실원액110㎖', '다진생강60g']","['만들기 전 고구마를 삶아주세요~! 빵글이 간식으로 주려도 감자 하나도 함께 쪘어요.', '고구마 찌는 동안 당근 작은 거 1개와 베이컨을 준비했어요.', '당근과 베이컨을 볶아 준 다음 갈아줄 겁니다~! 전 볶는 시간을 줄이려고 채 썰어주었어요.', '당근과 베이컨을 달달달 볶아주세요. 2~3분 정도 볶으면 당근이 익어요^^', '치킨스톡을 하나 준비~!', '물 1컵에 치킨스톡을 넣어 끓여줬어요. 그리고 불을 끄고 우유 1L 터 중 반 정도를 넣어 섞어 준비해줬어요.', '찐 고구마는 껍질을 벗기고 갈기 좋게 조각조각 내어주세요.', '고구마에 볶은 당근과 베이컨을 넣고 남은 우유를 부어 믹서로 갈아주세요. 전 믹서기가 고장이 나서 도깨비방망이로 갈았더니 곱게 갈리지는 않더라고요. 곱게 갈면 빛깔도 더 이쁘니 믹서기로 가는 걸 추천해드려요.', '냄비에 곱게 간 고구마를 함께 넣어 끓여주면 고구마 당근 수프 완성~! 3분에서 5분 정도 끓여주었어요.']"
우와~~ 정말 대단한 단호박스프에요! 백종원님 감사합니당,"['맛밤200g', '양파1/2개', '대파(흰부분)1개', '버터20g', '백설중력밀가루20g', '생크림150g', '우유100g', '식빵2개', '이탈리안파슬리1줄기', '그라나파다노치즈약간', '백설안달루시아산올리브유약간']","['단호박을 깨끗하게 씻어주시고요..렌지에 6분간 돌린답니다', '의외로 단호박을 쉽게 잘라지시는 것 보고 깜놀하실걸요..(1/5 정도의 뚜껑이 되게 잘라 주세요)속의 ""씨""만 제거를 해주세요.', '그리고 전 제빵기에 스프한봉지를 넣어 스프를 만들거구요..우유1컵반과 밀가루 한스푼 소금 한 꼬집. 그리고 버터 한조각으로 스프를 만들어주셔도 되세요.이번 백종원님의 스프에는 루를 만들지 않고 바로 몽땅넣어서 잘 풀어서 만드시더라구요.전 더 간단하게 스프를 만들었어요. 스프한봉지와 물 700미리..그리고 시간은 30분..', '그리고 뚜껑을 만들어 놓으며 잘라놓은 단호박에 스프를 넣어주시구요.모짜렐라치즈를 넣어주셔도 되시구요.전 스프에 체다치즈를 넣으니 맛있더라구요.속에다 한장 넣어주었구요위에다 한장 넣어주어서 뚜껑을 덮고 렌지 7분을 돌려주었어요.', '우와~~~단호박스프..말랑해져서 나왔네요!스프도 맛있지만요. 단호박 함께 먹으니 정말 꿀맛 이었어요.', '단호박의 양가를 긁어 먹는 맛도!!!호박이 물씬 넘쳐 흐르는 단호박스프..한 스푼 드리고 싶어용..', '호박과 함께 스프도..~~']"
"*토마토 카스파초*
(스페인 토마토 냉스프)","['재료껍질제거한토마토7컵', '다진양파1/2개', '설탕1큰술', '버터3큰술', '소금1/2작은술', '마늘가루1/2작은술', '닭육수2큰술', '밀가루3큰술', '바질2작은술', '후추1/2작은술']","['토마토.오이.마늘.레몬즙.식빵 소금 설탕 오리브유토마토 페스트 파슬리가루를 준비합니다', '토마토는 십자로칼집을 넣어 물에 살짝 데칩니다', '2를 껍질을 벗깁니다', '야채를 썰어 놓습니다', '4에 토마토 페스트를 넣습니다', '5에 올리브유를 넣습니다', '파슬리가루를 넣습니다', '레몬즙을 넣습니다', '브랜더에 넣습니다', '9를 갈아 줍니다', '야채을 채처서 레몬소금오리브유 설탕 소금으로 간을해두고 가니귀로 씁니다', '토마토가스파초가 완성됐습니다']"
영양듬뿍들어간 브로콜리스프 만들기 ♬,"['아스파라거스3줄', '시금치2줄기', '감자2개', '양파1/2개', '삶은렌틸콩1/2컵', '황기끓인물3컵', '코코넛오일1/2큰술', '코코넛밀크1컵', '소금약간', '후추약간', '치킨스톡1개']","['(루만들기) 버터를녹인후에 밀가루를 넣어주세요', '버터와 밀가루를 뭉치게 저어주세요', '우유를 조금씩넣어주면서 계속 풀어주세요', '우유를조금씩넣어주면서 계속 풀면 조금 뚝뚝떨어지는농도가나오는데 이정도까지 해주면 완성 , 베샤멜크림소스라고도불린답니다.', '브로콜리의 머리부분을 뚝뚝 끊어서 손질을해주세요.', '양파,대파는 믹서기에 잘갈린정도로 썰어주세요', '손질한 야채를 끓는물에 3분정도 삶아주세요.', '다삶은후에 야채와 야채끓인물2컵을 따로 분리해서 준비해주세요', '믹서기에 야채,삶은물,파마산가루를넣고서 갈아주세요', '믹서로간것을 냄비에 담아준다음에 끓여주세요', '어느정도 끓으면 아까만들어둔 베샤멜크림소스를넣고서 조금씩넣어가며농도를잡아주세요', '주루룩 흐르는정도의 농도가나왔으면 소금,후추를넣고서 간을해주세요']"
감자수프,"['늙은호박1/4통', '양파1/2개', '마늘3큰술', '버터1큰술', '밀가루1큰술', '생크림2컵', '삶은야채(토핑용)약간', '파슬리가루약간', '바게트빵2조각', '맛술미림2큰술']","['재료를 준비해주세요.', '감자와 양파는 깨끗하게 씻은 후 껍질을 벗기고 냄비에 물과 함께 넣고 삶아준 후 건져내어 주세요. 이때 감자와 양파 삶은 물은 약 1컵 가량을 남기고 버려주세요.', '삶은 감자와 생크림 1컵을 블랜더로 곱게 갈아주세요. 삶은 양파는 잘게 다진 후 냄비에 기름을 조금 넣고 볶다가 2번의 감자와 생크림을 넣어주세요', '수프가 너무 되직하면 양파와 감자 삶은 물 약 ½컵~1컵을 넣어 농도를 묽게 맞춰준 후, 치킨스톡 ½개를 넣고 끓여주세요. 중간불에서 수프를 저어가며 걸쭉하게 끓이다가 파마산치즈를 넣고 소금, 후추로 간을 해주세요. 베이컨은 팬에 바짝 구워서 기름을 제거하고 잘게 잘라 주시고 파슬리는 다져주세요.', '수프가 끓으면 그릇에 담고 베이컨과 다진 파슬리를 뿌려주세요.']"
맛없는 브로콜리 브로콜리스프로 맛있게 변신!! ,"['닭가슴살1팩', '표고버섯2개', '빨강파프리카20g', '노랑파프리카20g', '양파1개', '마늘4쪽', '브로콜리100g', '슬라이스치즈1장', '소금0.5스푼', '후추약간', '올리브유2스푼', '버터1조각', '소금1티스푼', '후추약간', '생강즙1스푼', '정종or맛술1스푼', '닭가슴살1개(100g)', '물2컵', '양파1/2개', '대파1/2개', '생강5g', '소금1티스푼', '월계수잎2장', '마늘2쪽', '후추약간', '맛술2스푼', '계란1개', '생크림1컵', '우유1/2컵', '닭육수2컵']","['달군팬에 버터를 한큰술 넣고 녹여 주구요.', '감자와 양파는 채썰어 넣고 반투명해 질때까지 볶아주세요.', '감자와 양파가 반투명해지면 데쳐놓은 브로콜리는 넣고 잠길 만큼 물을 넣고', '치킨스톡 반개를 넣어 주세요.', '그리고 뚜껑을 덮고 보글보글 끓여줍니다. 한번씩 저어줘야해요. 안그럼 눌러붙어요. 감자를 눌럿을때 툭툭 부서질 만큼 익히면 되요. 그리고 도깨비 방망이로 윙 갈아주세요. 저는 너무 고운 스프보다 건더기 좀 느껴지는 스프가 좋거든요 그래서 조금은 건더기가 느껴지게 갈았어요. 취향껏 갈아주세요.', '우유와 생크림을 넣고 중불에서 보글보글 끓여 줍니다.', '다 끓으면 파마산치즈가루롸 후추가루를 톡톡 넣고 마무리 해주세요. 치킨스톡 안넣으신 분들은 이때 소금을 넣어서 간을 맞춰주세요.', '완성입니다.']"
무지방 우유로 만드는 고소하고 진한 클램차우더 스프!,"['브로콜리1/2통', '양파1/2개', '닭육수2컵', '버터30g', '밀가루1T', '휘핑크림2T', '우유2T', '소금약간', '감자1개', '사과1/2개', '달걀2개', '마요네즈2T', '모닝빵4개']","['무지방우유를 활용하여 고소하고 진한 클램차우더 스프 재료를 준비해주세요~', '소금물에 해감한 바지락에 물을 붓고 끓여 조개 육수를 내는 동안 감자와 양파를 먹기 좋은 크기로 썰어주세요. 조개 육수가 다 우러나면 껍대기와 살을 분리해주세요.', '약불로 달궈진 팬에 버터를 녹인 뒤 감자와 양파를 볶아준 뒤 감자와 양파가 어느정도 익으면 밀가루를 넣고 볶아주세요. 이때 가스불은 약하게 조절해야 밀가루가 타지 않아요~', '바지락 육수와 우유를 넣고 한차례 끓인 뒤 파마산 치즈가루를 넣어 풍미를 더해주고 껍데기를 제거한 바지락 살을 넣어주면 고소하고 진한 맛의 클램차우더 스프 완성~! 부족한 간은 소금과 후추로 조절해주세요^^', '바다향이 물씬 느껴지는 바지락 클램차우더 스프! 무지방 우유를 활용해 칼로리 걱정없이 맛있게 즐겨보세요~']"
제주도 흑삼겹살 고추장 구이&밀전병&더덕샐러드,"['단호박1개', '감자1개', '양파1개', '생크림120ml', '우유1+1/2컵', '버터약간', '소금약간', '꿀약간']","['삼겹살 비계 제거 후 압력 밥솥에 삼겹살, 사과 1개, 통마늘 1개, 통생강 1개, 월계수 잎, 통후추, 청주, 된장 1큰술, 소금을 넣고 저은 후 압력밥솥에 40분 정도 삶는다.', '삼겹살을 120g 정도로 재단한 후, 220도 오븐에 25분 정도 초벌구이 한다.', '초벌구이 삼겹살에 바를 고추장 소스와 플레이팅에 사용할 고추장 소스를 만든다. 고기용은 고추장 50g, 마요네즈 20g, 마늘즙 2g, 생강즙2g, 매실액 5g, 꿀 15g, 사과즙 12g, 참기름 약간을 섞은 후 팬에 볶아 체에 걸러주고, 플레이팅용은 고추장 50g, 마요네즈 20g, 갈은 유자청 25g, 꿀 14g, 매실 20g, 사과즙 5g, 사이다 10ml, 참기름을 약간 넣고 섞어준다.', '삶은 삼겹살을 120g 정도로 재단한 후, 220도 오븐에 25분 정도 초벌구이 한다. 초벌 구이한 삼겹살에 고기용 고추장 소스를 바른 후, 다시 220도 오븐에 10분 정도 굽는다. 오븐에 구운 삼겹살을 프라이팬에 겉만 살짝 익혀준 다음 슬라이스 한다.', '더덕은 껍질을 깐 후 소금+식초물에 담가 쓴 맛을 제거하고 망치로 두들긴 후, 곱게 채를 썬다. 잣과 참깨를 10:10, 유자청, 매실액, 레몬즙을 5:5:5 비율로 섞고 생강즙과 참기름을 약간 넣어 갈아 드레싱을 만들고 소금 약간을 넣고 더덕에 버무린다.', '케일잎과 깻잎은 소금물에 데친 후 물기를 제거해 채 썰어 카놀라유를 두른 팬에 된장, 참기름, 소금을 넣고 볶는다. 표고버섯은 물에 불려 채 썰어 팬에 참기름, 소금, 돼지고기 삶은 육수를 넣고 살짝 볶는다.', '시금치를 즙을 내어 전병 반죽을 한다.', '치자는 물을 우려내 반죽을 하고 비트도 믹서에 갈아서 즙만 사용해 반죽한다.', '프라이팬에 각 반죽을 따로 따로 부치고 하얀 밀전병도 따로 반죽해 만들고 국화꽃잎을 하얀 밀전병 위에 꽃 모양 그대로 올린다.', '플레이팅용 고추장 소스를 삼겹살 구이에 붓으로 살짝 발라준 후, 슬라이스한다.', '동그란 접시에 더덕 샐러드, 시금치즙 밀전병, 표고버섯, 치자 밀전병, 케일&깻잎, 치자 밀전병, 더덕 샐러드, 국화꽃잎 올린 하얀 밀전병 순으로 놓는다.', '플레이팅용 고추장 소스를 접시 아래쪽에 뿌린 후, 그 옆에 슬라이스한 삼겹살 구이를 올려놓는다.', '뿌린 고추장 소스 위에 보라색 어린잎 채소를 올려 플레이팅을 완성한다.']"
맛밤 크림수프,"['게맛살3개', '새송이버섯1개', '냉동새우5개', '달걀1개', '치킨스톡1작은술', '소금1작은술', '후추1작은술', '전분물농도에맞게', '참기름1작은술']","['분량의 재료를 섞어 육수를 만든다.', '맛밤은 3등분해서 육수에 1시간 동안 담갔다 건져 체에 밭쳐 물기를 제거한다.', '달군 팬에 올리브유를 두르고 2를 올려 약한 불에서 굽는다.', '양파, 대파는 곱게 채 썰고 이탈리안 파슬리는 잎만 곱게 다진다.', '식빵은 길게 자르고 달군 팬에 올리브유를 두르고 앞뒤로 노릇하게 굽는다.', '그라나파다노 치즈는 강판에 곱게 간다.', '달군 냄비에 올리브유, 버터를 두르고 양파, 대파를 노릇하게 볶다가 밀가루를 넣어 연한갈색이 되도록 충분히 볶는다.', '7에 육수를 부어 끓이다가 분량의 생크림, 우유, 맛밤을 넣고 12분간 끓여 한 김 식힌 다음 블랜더에 넣고 간다.', '그릇에 담고 그라나파다노 치즈와 이탈리안 파슬리를 뿌린 다음 구운 식빵, 올리브유를 곁들여 완성한다.']"
흠집난 토마토는 생으로는 안되요~~토마토스프,"['쇠고기다짐육70g', '양파150g', '당근40g', '셀러리30g', '달걀1개', '소금2g', '검은후춧가루2g', '검은통후추1개', '파슬리줄기1개', '월계수잎1장', '토마토1/4개', '찬물600ml', '정향1개']","['껍질 제거를 위해서 살짝 뜨꺼운 스팀을 가해서', '껍질 제거한 토마토를 잘게 잘라서', '냄비에 토마토, 양파를 넣고 보글보글 끓여줍니다.', '끓기 시작하면 불을 중간 약불로 줄인 뒤 30 분간 졸여 주고', '다 졸여진 후 닭 육수와 설탕, 소금을 넣고 섞어주고 휘리릭 갈아준 후', '그냥 이대로 먹어도 좋고요 간혹 더 깊은 맛을 즐기기 위해서는 루를 만들어 섞어주기도', '작은 냄비를 중간 약불로 달군 뒤 버터를 넣고 녹여주고', '여기에 밀가루를 넣고 섞어준 뒤 우유를 조금씩 넣어가며 5분 간 계속 저어줍니다.', '루 완성 시켜서 졸여진 토마토에 루 만들어 둔 것을 잘 섞어서 바질, 소금, 후추, 마늘가루를 넣고 섞어주세요', '스프를 약불에서 졸여주면 완성^^']"
아스파라거스 /시금치코코넛 스프,"['스퀘어파이시트1장', '치킨스프', '슬라이스치즈']","['준비된 재료를 깨끗히씻은후 체에 받쳐주세요.감자는 껍질까서준비하구요아스파라거스는 껍질을 벗겨주세요.', '감자.시금치.양파 .아스파라거스.모두 작게 썰어요.크기는 볶아서 갈거니까센티 신경쓰지 마시고대충 썰으셔요.~^^양파 감자는 물에 담궈요.', '황기를 50g넣은 냄비에 물은 냄비의 반을 넣으세요.', '스텐레스팬에 코코넛오일을넣어 녹여주세요.냉장보관했더니 굳었네요.', '체에 받친 황기물입니다황기는 면역력을올려주고.아토피.피부병에좋다고해요.', '위의 코코넛 오일 두른팬에 감자 먼저 볶다가 마늘 양파순으로 재료가투명해질때까지 볶아주세요', '아스파라거스.시금치를넣어 볶아주세요.', '재료가 투명해질때까지볶아주세요', '위의 재료에 황기물을넣어줍니다치킨스톡을 넣어주세요.', '9의재료가 끓으면코코넛 밀크를 넣어끓여줍니다.', '재료가 어느 정도 익었으면푸드프로세서에 갈아줍니다.다시 냄비에 넣은후 소금.후추넣어줍니다', '맛있게 다끓인 아스파라거스시금치 코코넛 스프.색도이쁘고.맛도좋고.건강해지는스프입니다']"
쌀쌀한 겨울 아침에는 간편하게 늙은 호박 스프!,"['감자2개(중간사이즈)', '우유2컵', '양파1/2개', '버터1조각', '소금', '후춧가루', '빵']","['껍질을 제거한 늙은 호박은 납작하게, 양파는 채 썰어주세요.', '늙은 호박을 전자레인지에 5분 정도 익히는 동안, 팬에 버터와 마늘, 양파를 볶아주세요. 노릇노릇 해지면 밀가루와 맛술 미림을 넣고 달달 볶아주세요!전자레인지맛술 미림의 천연 아미노산과 유기산 성분이 음식의 감칠맛을 더해준답니다!', '냄비에 늙은 호박과 볶은 채소를 넣고 생크림을 부어 한소끔 끓여주세요.', '핸드 믹서로 곱게 갈아주세요. 그 다음, 약불에서 한 번 더 끓여주세요.', '예쁜 그릇에 스프를 담고 토핑용 채소와 파슬리 가루를 뿌리면 완성! 바게트 빵과 함께 먹으면 속이 더욱 든든해 진답니다!']"
크리스마스 치킨요리/프랑스 프리카세(Fricassee),"['오이1/2개', '아오리사과1/2개', '양파1/5개', '마늘1알', '식빵1/4쪽', '물50ml', '레몬즙1T', '소금약간', '후추약간', '올리브오일약간']","['적힌 닭육수 재료를 모두 넣어 주세요~', '센불에서 끓이다가 물이 끓기 시작하면중불로 줄여 15~20분 정도 끓여 주세요~', '끓인 닭육수를 면보나 체에 걸러맑은 닭육수를 준비해 주세요~', '닭가슴살은 큼직하게 깍둑썰기해 생강즙, 소금, 후추, 정종을 넣고10분 정도 밑간해 두세요~', '브로콜리는 먹기 좋게 잘라 두고 표고버섯과 양파는 비슷한 크기로 썰고두가지색 파프리카는 잘게 썰어 두고 마늘은 편으로 썰어 준비 해 두세요~', '계란을 잘 풀어 준 다음 적힌 분량의 우유와 생크림 넣어잘 풀어 크림소스를 만들어 주세요~', '팬이 뜨거워지면 올리브유 두르고 편으로 썬 마늘을 넣고 볶아 마늘향을 내 주고닭고기를 넣고 볶아 겉면이 노릇하게 익혀 준 다음 표고버섯 넣고 살짝 볶아 주다가닭육수 넣고 보글 보글 끓여 주세요~', '닭가슴살이 속까지 다 익도록 5분 정도 끓여 주세요~', '만들어 둔 크림소스를 부어 주세요~', '버터 1조각을 넣어 주세요~', '버터가 녹도록 저어가며 중불에서 서서히 끓여 주세요~', '10분 정도 끓인 다음 소금을 넣어 간을 맞춰 주세요~', '브로콜리와 양파를 넣어 주세요~', '5분 정도 더 끓여 주세요~', '빨강 파프리카와 노랑 파프리카도 넣어 주세요~', '슬라이스 치즈 넣고 저어 가며떠 먹기 좋은 농도로 맞춰 주세요~', '불끄고 후추 톡톡해 주면 프리카세가 완성되요!']"
